,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",2240068,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,Amanece,"Anuel AA",2102048,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
3,"No Te Enamores","Paloma Mami",1939016,https://open.spotify.com/track/0EJu1RBtxzldMG2peczuPv
4,Secreto,"Anuel AA",1872680,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
5,"Adan y Eva","Paulo Londra",1868437,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
6,Adictiva,"Daddy Yankee",1528475,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
7,"MIA (feat. Drake)","Bad Bunny",1444353,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
8,"Not Steady","Paloma Mami",1395009,https://open.spotify.com/track/42ArfZUgGo3k5btIHp08it
9,Imposible,"Luis Fonsi",1208885,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
10,Desconocidos,"Mau y Ricky",1170690,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
11,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1119044,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
12,"Sigue Bailandome",Yannc,1057753,https://open.spotify.com/track/0GmiGIxXDNrePrHBpijYDp
13,"Cuando Te Besé","Becky G",995111,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
14,"Baila Baila Baila",Ozuna,991655,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
15,Bubalu,"Becky G",943788,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
16,"Ella Quiere Beber - Remix","Anuel AA",917579,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
17,"Vaina Loca",Ozuna,863950,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
18,Hipócrita,"Anuel AA",843574,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
19,"Solo de Mi","Bad Bunny",835403,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
20,Culpables,"KAROL G",827030,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
21,"Ya No Tiene Novio","Sebastian Yatra",806794,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
22,Reggaeton,"J Balvin",799977,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
23,BEBE,6ix9ine,795193,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
24,"Reggaetón en lo Oscuro","Wisin & Yandel",751126,https://open.spotify.com/track/7LLXLd0pisbEAdIVK502VM
25,PPP,"Kevin Roldan",750299,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
26,"A Solas - Remix",Lunay,696908,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
27,"Asesina - Remix",Brytiago,675900,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
28,"Tanta Falta","Bryant Myers",650693,https://open.spotify.com/track/0sPTfDSZgE3KvcvqaKPtEx
29,"NI BIEN NI MAL","Bad Bunny",631362,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
30,"Hookah & Sheridan s","Tommy Boysen",624680,https://open.spotify.com/track/3QfD4bxxkopZL7XZ8RaezH
31,"Puntos Suspensivos","Piso 21",607916,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
32,Créeme,"KAROL G",565197,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
33,"Sin Culpa (feat. DrefQuila)",Duki,564344,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
34,Subete,"Lary Over",562410,https://open.spotify.com/track/6CWMm2mJOrKyDH4W1X5d06
35,"7 rings","Ariana Grande",560769,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
36,"Amigos Con Derechos",Reik,552163,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
37,"Quiere Beber","Anuel AA",550750,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
38,Baby,Amenazzy,534686,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
