,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",2091433,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,Amanece,"Anuel AA",2039781,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
3,"No Te Enamores","Paloma Mami",1951728,https://open.spotify.com/track/0EJu1RBtxzldMG2peczuPv
4,Secreto,"Anuel AA",1934950,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
5,"Adan y Eva","Paulo Londra",1810276,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
6,Adictiva,"Daddy Yankee",1521114,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
7,"MIA (feat. Drake)","Bad Bunny",1399639,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
8,"Not Steady","Paloma Mami",1388162,https://open.spotify.com/track/42ArfZUgGo3k5btIHp08it
9,Desconocidos,"Mau y Ricky",1263940,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
10,"Sigue Bailandome",Yannc,1198640,https://open.spotify.com/track/0GmiGIxXDNrePrHBpijYDp
11,Imposible,"Luis Fonsi",1180899,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
12,"Con Calma","Daddy Yankee",1122474,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,"Baila Baila Baila",Ozuna,1090616,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
14,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1056666,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
15,"Cuando Te Besé","Becky G",945489,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
16,"Ella Quiere Beber - Remix","Anuel AA",904550,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
17,Bubalu,"Becky G",904188,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
