,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",1992376,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,Secreto,"Anuel AA",1842574,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
3,Amanece,"Anuel AA",1599973,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
4,"Calma - Remix","Pedro Capó",1358897,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
5,"No Te Enamores","Paloma Mami",1341296,https://open.spotify.com/track/0EJu1RBtxzldMG2peczuPv
6,"Sigue Bailandome",Yannc,1280675,https://open.spotify.com/track/0GmiGIxXDNrePrHBpijYDp
7,"Adan y Eva","Paulo Londra",1256309,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
8,"Baila Baila Baila",Ozuna,1143753,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
9,"MIA (feat. Drake)","Bad Bunny",1130791,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
10,Adictiva,"Daddy Yankee",1060787,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
11,Desconocidos,"Mau y Ricky",1038512,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
12,"Solo de Mi","Bad Bunny",1023113,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
13,"Un Año","Sebastian Yatra",1020398,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
14,"Not Steady","Paloma Mami",901425,https://open.spotify.com/track/42ArfZUgGo3k5btIHp08it
15,"NI BIEN NI MAL","Bad Bunny",865953,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
16,"La Romana","Bad Bunny",857090,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
17,"Hookah & Sheridan s","Tommy Boysen",822918,https://open.spotify.com/track/3QfD4bxxkopZL7XZ8RaezH
18,"Si Estuviésemos Juntos","Bad Bunny",811867,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
19,"Si Se Da","Myke Towers",786881,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
20,"Reggaetón en lo Oscuro","Wisin & Yandel",785487,https://open.spotify.com/track/7LLXLd0pisbEAdIVK502VM
21,Caro,"Bad Bunny",779927,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
22,Imposible,"Luis Fonsi",762262,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
23,"Ella Quiere Beber - Remix","Anuel AA",725229,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
24,Bubalu,"Becky G",702559,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
