,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Tusa,"KAROL G",2733325,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,"Hola - Remix",Dalex,1932159,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
3,Vete,"Bad Bunny",1813068,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
4,"Sigues Con El","Dímelo Flow",1770342,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
5,"Whine Up","Nicky Jam",1622218,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
6,Fantasias,"Rauw Alejandro",1569469,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
7,Aventura,Lunay,1456077,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
8,"RITMO (Bad Boys For Life)","Black Eyed Peas",1385387,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
9,"Adicto (with Anuel AA & Ozuna)",Tainy,1285729,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
10,China,"Anuel AA",1271059,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
11,"Bellaquita - Remix",Dalex,1198210,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
12,Quizas,"Rich Music LTD",1151271,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
13,"Que Tire Pa Lante","Daddy Yankee",1134988,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
14,"No Me Conoce - Remix","Jhay Cortez",1123888,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
15,"Dance Monkey","Tones And I",1069573,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
16,"LA CANCIÓN","J Balvin",987316,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
17,Callaita,"Bad Bunny",952327,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
18,"Si Te Vas",Sech,881660,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
19,"105 F Remix",KEVVO,873727,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7
20,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",815239,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
21,"Soltera - Remix",Lunay,774650,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
22,"Si Se Da - Remix","Myke Towers",761260,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
23,"Coronao Now","El Alfa",759424,https://open.spotify.com/track/7FbKipScVxkjQxQXwTd0gL
24,Tutu,Camilo,738359,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
25,Mami,"Paloma Mami",735130,https://open.spotify.com/track/64IRsSyqwD0CBbFAfrR0rT
26,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",733613,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
27,"Cuerpo en Venta",Noriel,724296,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
28,"B11 (feat. Myke Towers)",Rvssian,717828,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
29,Piropo,Noriel,700197,https://open.spotify.com/track/5YrjfKuFd0pMmYTGeRDV6X
30,"Otro Trago - Remix",Sech,699708,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
31,Fantasía,Ozuna,660772,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
32,Infeliz,Arcangel,652344,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
33,"QUE PRETENDES","J Balvin",643781,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
34,Piensan,Haze,634359,https://open.spotify.com/track/0i9oiUkWOgvtnjkr0fa3XN
35,"Perreo en La Luna","Rich Music LTD",629293,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
36,"No Te Debí Besar","C. Tangana",593417,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf
37,"Si Supieras","Daddy Yankee",589046,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
