,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Callaita,"Bad Bunny",3327233,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
2,"Otro Trago",Sech,3091711,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
3,"Soltera - Remix",Lunay,2331158,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
4,"No Me Conoce - Remix","Jhay Cortez",2114060,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
5,"Pa Mí - Remix",Dalex,1382676,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
6,"Verte Ir","DJ Luian",1345002,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
7,Cuaderno,Dalex,1312751,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
8,"Que Mas Pues - Remix",Sech,1241624,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
9,"Tal Vez","Paulo Londra",1210321,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
10,"Te Robaré","Nicky Jam",1199888,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
11,"Con Calma","Daddy Yankee",961782,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
12,Fingías,"Paloma Mami",895948,https://open.spotify.com/track/7o0oY5wRcoV7oPuDhD2J1z
13,Guayo,"Zion & Lennox",885517,https://open.spotify.com/track/4MR1AZhe1p0zTuH2HGhX9L
14,"Don't Talk About Me","Paloma Mami",881582,https://open.spotify.com/track/0cfqbF7GBQJMYg0S6GEqG4
15,"Con Altura",ROSALÍA,825038,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
16,"Hookah & Sheridan s","Tommy Boysen",792529,https://open.spotify.com/track/3QfD4bxxkopZL7XZ8RaezH
17,Amanece,"Anuel AA",788540,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
18,"Si Se Da","Myke Towers",754021,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
19,"Sigue Bailandome",Yannc,734626,https://open.spotify.com/track/0GmiGIxXDNrePrHBpijYDp
20,Secreto,"Anuel AA",699713,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
21,"11 PM",Maluma,660590,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
