1,7 rings,Ariana Grande,33140804,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-22,Global,Week,Region
2,Con Calma,Daddy Yankee,30456817,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-22,Global,2019-03-22,Global
3,Sucker,Jonas Brothers,28098655,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-22,Global,2019-03-22,Global
4,Shallow,Lady Gaga,24304247,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-03-22,Global,2019-03-22,Global
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24093634,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-03-22,Global,2019-03-22,Global
6,"break up with your girlfriend, i'm bored",Ariana Grande,23318973,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-03-22,Global,2019-03-22,Global
7,Wow.,Post Malone,22700765,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-03-22,Global,2019-03-22,Global
8,Dancing With A Stranger (with Normani),Sam Smith,18604303,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-22,Global,2019-03-22,Global
9,Sweet but Psycho,Ava Max,17606483,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-03-22,Global,2019-03-22,Global
10,Happier,Marshmello,17503616,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-03-22,Global,2019-03-22,Global
11,Calma - Remix,Pedro Capó,17503145,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-03-22,Global,2019-03-22,Global
12,Secreto,Anuel AA,17332372,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-03-22,Global,2019-03-22,Global
13,MIDDLE CHILD,J. Cole,17308718,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-03-22,Global,2019-03-22,Global
14,Without Me,Halsey,16881407,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-22,Global,2019-03-22,Global
15,Baila Baila Baila,Ozuna,16490792,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-03-22,Global,2019-03-22,Global
16,"thank u, next",Ariana Grande,16194401,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-03-22,Global,2019-03-22,Global
17,bury a friend,Billie Eilish,15589476,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-03-22,Global,2019-03-22,Global
18,i'm so tired...,Lauv,15458453,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-22,Global,2019-03-22,Global
19,Don't Call Me Up,Mabel,15114195,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-22,Global,2019-03-22,Global
20,Murder On My Mind,YNW Melly,14782398,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-03-22,Global,2019-03-22,Global
21,Talk,Khalid,14755357,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019-03-22,Global,2019-03-22,Global
22,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,14739772,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-22,Global,2019-03-22,Global
23,Here With Me,Marshmello,14658029,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-03-22,Global,2019-03-22,Global
24,Giant (with Rag'n'Bone Man),Calvin Harris,13705404,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-03-22,Global,2019-03-22,Global
25,wish you were gay,Billie Eilish,13668800,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-22,Global,2019-03-22,Global
26,Going Bad (feat. Drake),Meek Mill,13626350,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-03-22,Global,2019-03-22,Global
27,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,13010600,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-03-22,Global,2019-03-22,Global
28,Please Me,Cardi B,12664624,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,2019-03-22,Global,2019-03-22,Global
29,High Hopes,Panic! At The Disco,12624633,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-03-22,Global,2019-03-22,Global
30,MIA (feat. Drake),Bad Bunny,12552307,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-03-22,Global,2019-03-22,Global
31,Robbery,Juice WRLD,12531714,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2019-03-22,Global,2019-03-22,Global
32,HP,Maluma,12425690,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019-03-22,Global,2019-03-22,Global
33,Let Me Down Slowly,Alec Benjamin,12094443,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-03-22,Global,2019-03-22,Global
34,My Bad,Khalid,11959178,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,2019-03-22,Global,2019-03-22,Global
35,Adan y Eva,Paulo Londra,11710421,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2019-03-22,Global,2019-03-22,Global
36,Bohemian Rhapsody - 2011 Mix,Queen,11677158,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019-03-22,Global,2019-03-22,Global
37,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,11669052,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,2019-03-22,Global,2019-03-22,Global
38,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,11663910,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-03-22,Global,2019-03-22,Global
39,SICKO MODE,Travis Scott,11375100,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-03-22,Global,2019-03-22,Global
