1,7 rings,Ariana Grande,38174455,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-08,Global,Week,Region
16,Without Me,Halsey,18189897,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-08,Global,2019-03-08,Global
17,Baila Baila Baila,Ozuna,16909236,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-03-08,Global,2019-03-08,Global
18,Talk,Khalid,16601887,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019-03-08,Global,2019-03-08,Global
19,Murder On My Mind,YNW Melly,16272850,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-03-08,Global,2019-03-08,Global
20,Robbery,Juice WRLD,16184993,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,2019-03-08,Global,2019-03-08,Global
21,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,16111773,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-03-08,Global,2019-03-08,Global
22,i'm so tired...,Lauv,15889051,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-03-08,Global,2019-03-08,Global
23,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,14999590,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-03-08,Global,2019-03-08,Global
24,Giant (with Rag'n'Bone Man),Calvin Harris,14833347,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-03-08,Global,2019-03-08,Global
25,Going Bad (feat. Drake),Meek Mill,14413848,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-03-08,Global,2019-03-08,Global
26,MIA (feat. Drake),Bad Bunny,13968952,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-03-08,Global,2019-03-08,Global
27,Please Me,Cardi B,13236894,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,2019-03-08,Global,2019-03-08,Global
28,High Hopes,Panic! At The Disco,13219768,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-03-08,Global,2019-03-08,Global
29,Don't Call Me Up,Mabel,12980673,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-08,Global,2019-03-08,Global
30,Adan y Eva,Paulo Londra,12837106,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2019-03-08,Global,2019-03-08,Global
31,Bohemian Rhapsody - 2011 Mix,Queen,12689279,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019-03-08,Global,2019-03-08,Global
32,SICKO MODE,Travis Scott,12293370,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019-03-08,Global,2019-03-08,Global
33,Thotiana,Blueface,11879188,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019-03-08,Global,2019-03-08,Global
34,Eastside (with Halsey & Khalid),benny blanco,11670805,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-03-08,Global,2019-03-08,Global
35,a lot,21 Savage,11603914,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019-03-08,Global,2019-03-08,Global
36,Look Back at It,A Boogie Wit da Hoodie,11476420,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019-03-08,Global,2019-03-08,Global
37,Desconocidos,Mau y Ricky,11171301,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019-03-08,Global,2019-03-08,Global
38,Who Do You Love,The Chainsmokers,11164693,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,2019-03-08,Global,2019-03-08,Global
39,Let Me Down Slowly,Alec Benjamin,11033525,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-03-08,Global,2019-03-08,Global
40,Pure Water (with Migos),Mustard,10622159,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019-03-08,Global,2019-03-08,Global
41,Better Now,Post Malone,10481975,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019-03-08,Global,2019-03-08,Global
42,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,10359344,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-03-08,Global,2019-03-08,Global
43,ZEZE (feat. Travis Scott & Offset),Kodak Black,10156214,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019-03-08,Global,2019-03-08,Global
44,Girls Like You (feat. Cardi B),Maroon 5,10093137,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019-03-08,Global,2019-03-08,Global
45,Ella Quiere Beber - Remix,Anuel AA,9970949,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-03-08,Global,2019-03-08,Global
46,Amanece,Anuel AA,9952060,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019-03-08,Global,2019-03-08,Global
47,Be Alright,Dean Lewis,9907186,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019-03-08,Global,2019-03-08,Global
48,Drip Too Hard (Lil Baby & Gunna),Lil Baby,9720539,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019-03-08,Global,2019-03-08,Global
49,when the party's over,Billie Eilish,9610399,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2019-03-08,Global,2019-03-08,Global
50,wish you were gay,Billie Eilish,9590974,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019-03-08,Global,2019-03-08,Global
51,Lucid Dreams,Juice WRLD,9374481,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019-03-08,Global,2019-03-08,Global
52,Te Vi,Piso 21,9362717,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-03-08,Global,2019-03-08,Global
53,lovely,Billie Eilish,9310717,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019-03-08,Global,2019-03-08,Global
54,Better,Khalid,9256241,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019-03-08,Global,2019-03-08,Global
55,Un Año,Sebastian Yatra,9159527,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,2019-03-08,Global,2019-03-08,Global
56,Always Remember Us This Way,Lady Gaga,9037817,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019-03-08,Global,2019-03-08,Global
57,Someone You Loved,Lewis Capaldi,8974606,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019-03-08,Global,2019-03-08,Global
58,I,Lil Skies,8890612,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,2019-03-08,Global,2019-03-08,Global
59,SAD!,XXXTENTACION,8874350,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019-03-08,Global,2019-03-08,Global
60,rockstar (feat. 21 Savage),Post Malone,8783100,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019-03-08,Global,2019-03-08,Global
61,Nights Like This (feat. Ty Dolla $ign),Kehlani,8704185,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,2019-03-08,Global,2019-03-08,Global
62,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,8684649,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019-03-08,Global,2019-03-08,Global
63,Mo Bamba,Sheck Wes,8545117,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019-03-08,Global,2019-03-08,Global
64,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,8349586,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019-03-08,Global,2019-03-08,Global
65,Last Hurrah,Bebe Rexha,8238212,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,2019-03-08,Global,2019-03-08,Global
66,Moonlight,XXXTENTACION,8220080,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019-03-08,Global,2019-03-08,Global
67,needy,Ariana Grande,8134480,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,2019-03-08,Global,2019-03-08,Global
68,Saturday Nights,Khalid,8096501,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019-03-08,Global,2019-03-08,Global
69,Wake Up in the Sky,Gucci Mane,8093333,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019-03-08,Global,2019-03-08,Global
70,NASA,Ariana Grande,7992740,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,2019-03-08,Global,2019-03-08,Global
71,Don't Stop Me Now - 2011 Mix,Queen,7982502,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019-03-08,Global,2019-03-08,Global
72,HP,Maluma,7936659,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019-03-08,Global,2019-03-08,Global
73,Another One Bites The Dust - Remastered 2011,Queen,7876272,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019-03-08,Global,2019-03-08,Global
74,Youngblood,5 Seconds of Summer,7751364,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019-03-08,Global,2019-03-08,Global
75,Adictiva,Daddy Yankee,7744733,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019-03-08,Global,2019-03-08,Global
76,bloodline,Ariana Grande,7575637,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2019-03-08,Global,2019-03-08,Global
77,In My Mind,Dynoro,7562844,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-03-08,Global,2019-03-08,Global
78,Promises (with Sam Smith),Calvin Harris,7555474,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019-03-08,Global,2019-03-08,Global
79,Hear Me Calling,Juice WRLD,7434728,https://open.spotify.com/track/5UYK9MervBCROg8AHNeEIy,2019-03-08,Global,2019-03-08,Global
80,I Like It,Cardi B,7432966,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019-03-08,Global,2019-03-08,Global
81,Say My Name,David Guetta,7307022,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019-03-08,Global,2019-03-08,Global
82,bad idea,Ariana Grande,7296594,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,2019-03-08,Global,2019-03-08,Global
83,365,Zedd,7175177,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019-03-08,Global,2019-03-08,Global
84,imagine,Ariana Grande,7139668,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,2019-03-08,Global,2019-03-08,Global
85,2002,Anne-Marie,7122572,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-03-08,Global,2019-03-08,Global
86,Taste (feat. Offset),Tyga,7053971,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019-03-08,Global,2019-03-08,Global
87,Shape of You,Ed Sheeran,7030820,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-03-08,Global,2019-03-08,Global
88,NI BIEN NI MAL,Bad Bunny,7018352,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019-03-08,Global,2019-03-08,Global
89,Red Room,Offset,6921332,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq,2019-03-08,Global,2019-03-08,Global
90,Reggaeton,J Balvin,6879758,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019-03-08,Global,2019-03-08,Global
91,Mixed Personalities (feat. Kanye West),YNW Melly,6852232,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019-03-08,Global,2019-03-08,Global
92,Love Someone,Lukas Graham,6715878,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-03-08,Global,2019-03-08,Global
93,Jocelyn Flores,XXXTENTACION,6624520,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-03-08,Global,2019-03-08,Global
94,Money,Cardi B,6598436,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019-03-08,Global,2019-03-08,Global
95,Walk Me Home,P!nk,6578427,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,2019-03-08,Global,2019-03-08,Global
96,Armed And Dangerous,Juice WRLD,6574124,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,2019-03-08,Global,2019-03-08,Global
97,no tears left to cry,Ariana Grande,6570411,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019-03-08,Global,2019-03-08,Global
98,Body (feat. brando),Loud Luxury,6562608,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019-03-08,Global,2019-03-08,Global
99,idontwannabeyouanymore,Billie Eilish,6549047,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019-03-08,Global,2019-03-08,Global
100,Bad Liar,Imagine Dragons,6522097,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019-03-08,Global,2019-03-08,Global
101,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,6506523,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,2019-03-08,Global,2019-03-08,Global
102,God's Plan,Drake,6493967,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019-03-08,Global,2019-03-08,Global
103,Bola Rebola,Tropkillaz,6470269,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,2019-03-08,Global,2019-03-08,Global
104,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,6466119,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019-03-08,Global,2019-03-08,Global
105,Believer,Imagine Dragons,6436333,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019-03-08,Global,2019-03-08,Global
106,Girls Need Love (with Drake) - Remix,Summer Walker,6428530,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,2019-03-08,Global,2019-03-08,Global
107,Under Pressure - Remastered,Queen,6385020,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019-03-08,Global,2019-03-08,Global
108,Perfect,Ed Sheeran,6371826,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-03-08,Global,2019-03-08,Global
109,Psycho (feat. Ty Dolla $ign),Post Malone,6367388,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-03-08,Global,2019-03-08,Global
110,I Like Me Better,Lauv,6357615,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-03-08,Global,2019-03-08,Global
111,One Kiss (with Dua Lipa),Calvin Harris,6225938,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2019-03-08,Global,2019-03-08,Global
112,Lost In Japan,Shawn Mendes,6191358,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019-03-08,Global,2019-03-08,Global
113,Leave Me Alone,Flipp Dinero,6169219,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019-03-08,Global,2019-03-08,Global
114,Legacy (feat. Travis Scott & 21 Savage),Offset,6155697,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,2019-03-08,Global,2019-03-08,Global
115,Imposible,Luis Fonsi,6150701,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF,2019-03-08,Global,2019-03-08,Global
116,Bubalu,Becky G,6142100,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019-03-08,Global,2019-03-08,Global
117,Créeme,KAROL G,6015162,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,2019-03-08,Global,2019-03-08,Global
118,Rule The World (feat. Ariana Grande),2 Chainz,5870185,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,2019-03-08,Global,2019-03-08,Global
119,fake smile,Ariana Grande,5864320,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,2019-03-08,Global,2019-03-08,Global
120,Speechless (feat. Erika Sirola),Robin Schulz,5846512,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,2019-03-08,Global,2019-03-08,Global
121,bellyache,Billie Eilish,5837618,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019-03-08,Global,2019-03-08,Global
122,Natural,Imagine Dragons,5831978,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019-03-08,Global,2019-03-08,Global
123,Solo de Mi,Bad Bunny,5813465,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,2019-03-08,Global,2019-03-08,Global
124,Beautiful (feat. Camila Cabello),Bazzi,5772439,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019-03-08,Global,2019-03-08,Global
125,Let You Love Me,Rita Ora,5688966,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019-03-08,Global,2019-03-08,Global
126,IDGAF,Dua Lipa,5664626,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019-03-08,Global,2019-03-08,Global
127,Too Good At Goodbyes,Sam Smith,5660053,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019-03-08,Global,2019-03-08,Global
128,Nonstop,Drake,5642400,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019-03-08,Global,2019-03-08,Global
129,Whip (feat. Travis Scott),2 Chainz,5624406,https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI,2019-03-08,Global,2019-03-08,Global
130,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,5607248,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2019-03-08,Global,2019-03-08,Global
131,Somebody To Love - 2011 Mix,Queen,5605029,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,2019-03-08,Global,2019-03-08,Global
132,In My Feelings,Drake,5594827,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2019-03-08,Global,2019-03-08,Global
133,Almost (Sweet Music),Hozier,5547517,https://open.spotify.com/track/6UTmrvq4nRmx1iQ6iMd1FD,2019-03-08,Global,2019-03-08,Global
134,No Sleep (feat. Bonn),Martin Garrix,5543933,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,2019-03-08,Global,2019-03-08,Global
135,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,5512258,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,2019-03-08,Global,2019-03-08,Global
136,Say You Won't Let Go,James Arthur,5503167,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-03-08,Global,2019-03-08,Global
137,Esclavo de Tus Besos,Manuel Turizo,5498058,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,2019-03-08,Global,2019-03-08,Global
138,I Fall Apart,Post Malone,5483388,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019-03-08,Global,2019-03-08,Global
139,Best Part (feat. Daniel Caesar),H.E.R.,5458631,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019-03-08,Global,2019-03-08,Global
140,Think About You,Kygo,5444159,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,2019-03-08,Global,2019-03-08,Global
141,We Will Rock You - Remastered,Queen,5441699,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,2019-03-08,Global,2019-03-08,Global
142,changes,XXXTENTACION,5437276,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019-03-08,Global,2019-03-08,Global
143,Thunder,Imagine Dragons,5435789,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-03-08,Global,2019-03-08,Global
144,Havana (feat. Young Thug),Camila Cabello,5421459,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019-03-08,Global,2019-03-08,Global
145,Bad Girls (feat. Gucci Mane),Lil Skies,5414894,https://open.spotify.com/track/0hCHNYL8ApQCGNwJrYN1FY,2019-03-08,Global,2019-03-08,Global
146,Splashin,Rich The Kid,5374560,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,2019-03-08,Global,2019-03-08,Global
147,Ruin My Life,Zara Larsson,5365847,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019-03-08,Global,2019-03-08,Global
148,The Middle,Zedd,5352769,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019-03-08,Global,2019-03-08,Global
149,Pa Mí - Remix,Dalex,5317711,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,2019-03-08,Global,2019-03-08,Global
150,FRIENDS,Marshmello,5317083,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2019-03-08,Global,2019-03-08,Global
151,Vaina Loca,Ozuna,5303441,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019-03-08,Global,2019-03-08,Global
152,ocean eyes,Billie Eilish,5289082,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019-03-08,Global,2019-03-08,Global
153,Solo (feat. Demi Lovato),Clean Bandit,5257978,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019-03-08,Global,2019-03-08,Global
154,This Feeling,The Chainsmokers,5243239,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019-03-08,Global,2019-03-08,Global
155,Shotgun,George Ezra,5206835,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019-03-08,Global,2019-03-08,Global
156,Sola,Manuel Turizo,5196275,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019-03-08,Global,2019-03-08,Global
157,Forever Alone,Paulo Londra,5089602,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f,2019-03-08,Global,2019-03-08,Global
158,ghostin,Ariana Grande,5059403,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,2019-03-08,Global,2019-03-08,Global
159,New Rules,Dua Lipa,5058901,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2019-03-08,Global,2019-03-08,Global
160,Congratulations,Post Malone,5015253,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019-03-08,Global,2019-03-08,Global
161,Te Boté - Remix,Nio Garcia,4993324,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019-03-08,Global,2019-03-08,Global
162,Baby,Amenazzy,4987705,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp,2019-03-08,Global,2019-03-08,Global
163,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4961292,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,2019-03-08,Global,2019-03-08,Global
164,Kiss and Make Up,Dua Lipa,4957995,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2019-03-08,Global,2019-03-08,Global
165,Happy Now,Kygo,4923085,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019-03-08,Global,2019-03-08,Global
166,No Stylist (feat. Drake),French Montana,4906356,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2019-03-08,Global,2019-03-08,Global
167,Big Plans,Why Don't We,4874644,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,2019-03-08,Global,2019-03-08,Global
168,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,4864839,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-03-08,Global,2019-03-08,Global
169,Space Cadet (feat. Gunna),Metro Boomin,4812293,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,2019-03-08,Global,2019-03-08,Global
170,Better When You're Gone,David Guetta,4756466,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,2019-03-08,Global,2019-03-08,Global
171,Electricity (with Dua Lipa),Silk City,4754956,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2019-03-08,Global,2019-03-08,Global
172,Almeda,Solange,4746650,https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw,2019-03-08,Global,2019-03-08,Global
173,Fuck Love (feat. Trippie Redd),XXXTENTACION,4733110,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2019-03-08,Global,2019-03-08,Global
174,Aullando,Wisin & Yandel,4718398,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-03-08,Global,2019-03-08,Global
175,Ric Flair Drip (& Metro Boomin),Offset,4705739,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2019-03-08,Global,2019-03-08,Global
176,Asesina - Remix,Brytiago,4704902,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,2019-03-08,Global,2019-03-08,Global
177,Look Alive (feat. Drake),BlocBoy JB,4702500,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2019-03-08,Global,2019-03-08,Global
178,Rise,Jonas Blue,4701017,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019-03-08,Global,2019-03-08,Global
179,Just You and I,Tom Walker,4693086,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,2019-03-08,Global,2019-03-08,Global
180,BEBE,6ix9ine,4686778,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2019-03-08,Global,2019-03-08,Global
181,Falling Down - Bonus Track,Lil Peep,4666004,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019-03-08,Global,2019-03-08,Global
