1,bad guy,Billie Eilish,50342324,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-04-05,Global,Week,Region
2,Con Calma,Daddy Yankee,29137725,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-04-05,Global,2019-04-05,Global
3,wish you were gay,Billie Eilish,28662157,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019-04-05,Global,2019-04-05,Global
4,7 rings,Ariana Grande,27648382,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-04-05,Global,2019-04-05,Global
5,bury a friend,Billie Eilish,27393218,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-04-05,Global,2019-04-05,Global
6,Sucker,Jonas Brothers,24218675,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-04-05,Global,2019-04-05,Global
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,23611323,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-04-05,Global,2019-04-05,Global
8,Old Town Road,Lil Nas X,23215851,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-04-05,Global,2019-04-05,Global
9,when the party's over,Billie Eilish,22448428,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-04-05,Global,2019-04-05,Global
10,Wow.,Post Malone,21498592,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-04-05,Global,2019-04-05,Global
11,all the good girls go to hell,Billie Eilish,21263958,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019-04-05,Global,2019-04-05,Global
12,Shallow,Lady Gaga,20910989,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-04-05,Global,2019-04-05,Global
13,xanny,Billie Eilish,20257146,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,2019-04-05,Global,2019-04-05,Global
14,"break up with your girlfriend, i'm bored",Ariana Grande,18946110,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-04-05,Global,2019-04-05,Global
15,you should see me in a crown,Billie Eilish,18860942,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2019-04-05,Global,2019-04-05,Global
16,my strange addiction,Billie Eilish,18477082,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,2019-04-05,Global,2019-04-05,Global
17,Don't Call Me Up,Mabel,16905027,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-04-05,Global,2019-04-05,Global
18,Dancing With A Stranger (with Normani),Sam Smith,16724283,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-04-05,Global,2019-04-05,Global
19,Calma - Remix,Pedro Capó,16424570,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-04-05,Global,2019-04-05,Global
20,Sweet but Psycho,Ava Max,16101698,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-04-05,Global,2019-04-05,Global
21,i love you,Billie Eilish,15560959,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-04-05,Global,2019-04-05,Global
22,Happier,Marshmello,15532016,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-04-05,Global,2019-04-05,Global
23,ilomilo,Billie Eilish,15468792,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,2019-04-05,Global,2019-04-05,Global
24,Baila Baila Baila,Ozuna,15410721,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-04-05,Global,2019-04-05,Global
25,Pa Mí - Remix,Dalex,15091598,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,2019-04-05,Global,2019-04-05,Global
26,MIDDLE CHILD,J. Cole,15059659,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-04-05,Global,2019-04-05,Global
27,HP,Maluma,14963292,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019-04-05,Global,2019-04-05,Global
28,Here With Me,Marshmello,14829573,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019-04-05,Global,2019-04-05,Global
29,Secreto,Anuel AA,14631926,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-04-05,Global,2019-04-05,Global
30,Without Me,Halsey,14608542,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-04-05,Global,2019-04-05,Global
31,listen before i go,Billie Eilish,14236852,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,2019-04-05,Global,2019-04-05,Global
32,i'm so tired...,Lauv,14213787,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-04-05,Global,2019-04-05,Global
33,"thank u, next",Ariana Grande,13978594,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019-04-05,Global,2019-04-05,Global
34,Talk,Khalid,13779419,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019-04-05,Global,2019-04-05,Global
35,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,13618062,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019-04-05,Global,2019-04-05,Global
36,Let Me Down Slowly,Alec Benjamin,13604006,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-04-05,Global,2019-04-05,Global
37,8,Billie Eilish,13167012,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,2019-04-05,Global,2019-04-05,Global
38,Murder On My Mind,YNW Melly,12842010,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019-04-05,Global,2019-04-05,Global
39,Going Bad (feat. Drake),Meek Mill,12731276,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019-04-05,Global,2019-04-05,Global
40,Giant (with Rag'n'Bone Man),Calvin Harris,12572581,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-04-05,Global,2019-04-05,Global
41,Con Altura,ROSALÍA,12456504,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-04-05,Global,2019-04-05,Global
42,High Hopes,Panic! At The Disco,12074144,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-04-05,Global,2019-04-05,Global
43,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,11403465,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-04-05,Global,2019-04-05,Global
44,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,11308274,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019-04-05,Global,2019-04-05,Global
