1,7 rings,Ariana Grande,43103015,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-01,Global,Week,Region
134,Havana (feat. Young Thug),Camila Cabello,5568408,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019-03-01,Global,2019-03-01,Global
135,Say You Won't Let Go,James Arthur,5566768,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-03-01,Global,2019-03-01,Global
136,Solo (feat. Demi Lovato),Clean Bandit,5542013,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019-03-01,Global,2019-03-01,Global
137,Thunder,Imagine Dragons,5528185,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-03-01,Global,2019-03-01,Global
138,We Will Rock You - Remastered,Queen,5506218,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,2019-03-01,Global,2019-03-01,Global
139,I Fall Apart,Post Malone,5482900,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019-03-01,Global,2019-03-01,Global
140,Kiss and Make Up,Dua Lipa,5458791,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2019-03-01,Global,2019-03-01,Global
141,Shotgun,George Ezra,5453752,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019-03-01,Global,2019-03-01,Global
142,changes,XXXTENTACION,5445944,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019-03-01,Global,2019-03-01,Global
143,Vaina Loca,Ozuna,5405561,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019-03-01,Global,2019-03-01,Global
144,I Love It (& Lil Pump),Kanye West,5387963,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019-03-01,Global,2019-03-01,Global
145,The Middle,Zedd,5378586,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019-03-01,Global,2019-03-01,Global
146,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,5371401,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,2019-03-01,Global,2019-03-01,Global
147,make up,Ariana Grande,5364578,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM,2019-03-01,Global,2019-03-01,Global
148,New Rules,Dua Lipa,5347737,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2019-03-01,Global,2019-03-01,Global
149,Forever Alone,Paulo Londra,5342813,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f,2019-03-01,Global,2019-03-01,Global
150,BEBE,6ix9ine,5338683,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2019-03-01,Global,2019-03-01,Global
151,Goutte d'eau,Ninho,5312031,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn,2019-03-01,Global,2019-03-01,Global
152,No Stylist (feat. Drake),French Montana,5268343,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2019-03-01,Global,2019-03-01,Global
153,Happy Now,Kygo,5264098,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019-03-01,Global,2019-03-01,Global
154,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,5262789,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,2019-03-01,Global,2019-03-01,Global
155,Soldi,Mahmood,5215451,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3,2019-03-01,Global,2019-03-01,Global
156,Space Cadet (feat. Gunna),Metro Boomin,5208206,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,2019-03-01,Global,2019-03-01,Global
157,ocean eyes,Billie Eilish,5204885,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019-03-01,Global,2019-03-01,Global
158,Electricity (with Dua Lipa),Silk City,5185452,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2019-03-01,Global,2019-03-01,Global
159,I Guess I Just Feel Like,John Mayer,5177344,https://open.spotify.com/track/1HNywa8Bk0TmzRwQrzhtPo,2019-03-01,Global,2019-03-01,Global
160,Sola,Manuel Turizo,5156266,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019-03-01,Global,2019-03-01,Global
161,Congratulations,Post Malone,5023156,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019-03-01,Global,2019-03-01,Global
162,Keanu Reeves,Logic,4998120,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,2019-03-01,Global,2019-03-01,Global
163,Look Alive (feat. Drake),BlocBoy JB,4994520,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2019-03-01,Global,2019-03-01,Global
164,Better When You're Gone,David Guetta,4981241,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,2019-03-01,Global,2019-03-01,Global
165,Rise,Jonas Blue,4980111,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019-03-01,Global,2019-03-01,Global
166,Dile la Verdad,The Rudeboyz,4960326,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,2019-03-01,Global,2019-03-01,Global
167,Te Boté - Remix,Nio Garcia,4941128,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019-03-01,Global,2019-03-01,Global
168,KIKA,6ix9ine,4899783,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,2019-03-01,Global,2019-03-01,Global
169,Asesina - Remix,Brytiago,4894675,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,2019-03-01,Global,2019-03-01,Global
170,MALA,6ix9ine,4872030,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,2019-03-01,Global,2019-03-01,Global
171,Outstanding,Gunna,4866816,https://open.spotify.com/track/76PwajqH3ej4hnk9tgaJpp,2019-03-01,Global,2019-03-01,Global
172,In My Blood,Shawn Mendes,4864701,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,2019-03-01,Global,2019-03-01,Global
173,Never Go Back,Dennis Lloyd,4853655,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,2019-03-01,Global,2019-03-01,Global
174,DNA,KC Rebell,4852656,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq,2019-03-01,Global,2019-03-01,Global
175,Capital Bra je m'appelle,Capital Bra,4844509,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz,2019-03-01,Global,2019-03-01,Global
176,How Did I Get Here (feat. J. Cole),Offset,4840510,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq,2019-03-01,Global,2019-03-01,Global
177,Speed It Up,Gunna,4840005,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D,2019-03-01,Global,2019-03-01,Global
178,Falling Down - Bonus Track,Lil Peep,4837775,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019-03-01,Global,2019-03-01,Global
179,Fuck Love (feat. Trippie Redd),XXXTENTACION,4831134,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2019-03-01,Global,2019-03-01,Global
180,Noticed,Lil Mosey,4800227,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,2019-03-01,Global,2019-03-01,Global
181,Closer,The Chainsmokers,4724127,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-03-01,Global,2019-03-01,Global
182,XO Tour Llif3,Lil Uzi Vert,4701172,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2019-03-01,Global,2019-03-01,Global
