64,no tears left to cry,Ariana Grande,7690380.0,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Natural,Imagine Dragons,7678923.0,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Love Someone,Lukas Graham,7638904.0,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Cuando Te Besé,Becky G,7633546.0,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Psycho (feat. Ty Dolla $ign),Post Malone,7626887.0,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Imposible,Luis Fonsi,7593262.0,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BAD!,XXXTENTACION,7556846.0,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jocelyn Flores,XXXTENTACION,7464907.0,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,7376774.0,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Beautiful (feat. Camila Cabello),Bazzi,7357123.0,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Havana (feat. Young Thug),Camila Cabello,7344606.0,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Don't Stop Me Now - 2011 Mix,Queen,7238914.0,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Reggaeton,J Balvin,7197142.0,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2002,Anne-Marie,7156375.0,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bubalu,Becky G,7144760.0,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Let You Love Me,Rita Ora,7134140.0,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Happy Now,Kygo,7115456.0,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Te Boté - Remix,Nio Garcia,7052803.0,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Another One Bites The Dust - Remastered 2011,Queen,6990358.0,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,IDGAF,Dua Lipa,6869918.0,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amanece,Anuel AA,6866096.0,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,FEFE,6ix9ine,6734435.0,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,MALA,6ix9ine,6712315.0,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Believer,Imagine Dragons,6654712.0,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,New Rules,Dua Lipa,6620839.0,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,idontwannabeyouanymore,Billie Eilish,6572413.0,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Shotgun,George Ezra,6568840.0,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,The Middle,Zedd,6561800.0,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,FRIENDS,Marshmello,6551257.0,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,6516078.0,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Rise,Jonas Blue,6466669.0,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,I Love It (& Lil Pump),Kanye West,6420447.0,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Perfect,Ed Sheeran,6404521.0,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Ya No Tiene Novio,Sebastian Yatra,6368854.0,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Armed And Dangerous,Juice WRLD,6210584.0,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Falling Down - Bonus Track,Lil Peep,6159031.0,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,breathin,Ariana Grande,6137178.0,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,No Stylist (feat. Drake),French Montana,6026099.0,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,I Fall Apart,Post Malone,6001541.0,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,God is a woman,Ariana Grande,5988516.0,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,changes,XXXTENTACION,5925059.0,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Thunder,Imagine Dragons,5824786.0,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,NI BIEN NI MAL,Bad Bunny,5785233.0,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Under Pressure - Remastered,Queen,5779865.0,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,5779459.0,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Say My Name,David Guetta,5760891.0,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,SOLO,JENNIE,5715245.0,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,YOSEMITE,Travis Scott,5680436.0,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Atrasadinha - Ao Vivo,Felipe Araújo,5676750.0,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,I Like Me Better,Lauv,5654767.0,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Electricity (with Dua Lipa),Silk City,5627393.0,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,5605078.0,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Woman Like Me (feat. Nicki Minaj),Little Mix,5601723.0,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Culpables,KAROL G,5549463.0,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,This Feeling,The Chainsmokers,5529365.0,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,all my friends,21 Savage,5517485.0,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amigos Con Derechos,Reik,5509676.0,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,I'm a Mess,Bebe Rexha,5408581.0,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,5406581.0,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Somebody To Love - 2011 Mix,Queen,5374138.0,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Nice For What,Drake,5356136.0,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Fuck Love (feat. Trippie Redd),XXXTENTACION,5323299.0,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Closer,The Chainsmokers,5270523.0,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Jackie Chan,Tiësto,5226205.0,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Benzema,Capital Bra,5208649.0,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Say You Won't Let Go,James Arthur,5203101.0,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,TIC TOC,6ix9ine,5174217.0,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk,2019-01-04,Global,2019-01-04,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
