,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",108861,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,Lollipop,Boza,94636,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
3,"Adan y Eva","Paulo Londra",90797,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
4,"MIA (feat. Drake)","Bad Bunny",86467,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
5,"Ella Quiere Beber - Remix","Anuel AA",79717,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
6,"Solo de Mi","Bad Bunny",79203,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
7,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",74232,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
8,Adictiva,"Daddy Yankee",71752,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
9,Bubalu,"Becky G",69248,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
10,"Me Gustaría","Justin Quiles",64526,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
11,"Vaina Loca",Ozuna,62730,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
12,Desconocidos,"Mau y Ricky",61598,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
13,Amanece,"Anuel AA",60479,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
14,Culpables,"KAROL G",59047,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
15,Imposible,"Luis Fonsi",54090,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
16,Ibiza,Ozuna,53080,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
17,Créeme,"KAROL G",51870,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
18,"Luz Apaga",Ozuna,47428,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
19,BEBE,6ix9ine,45494,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
20,"Asesina - Remix",Brytiago,44823,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
21,"Ni Gucci Ni Prada","Kenny Man",44140,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
22,"Cuando Te Besé","Becky G",43356,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
23,"NI BIEN NI MAL","Bad Bunny",43063,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
24,Caro,"Bad Bunny",39799,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
25,"Otra Noche en Miami","Bad Bunny",38153,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
26,Devuelveme,Ozuna,36915,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
27,MALA,6ix9ine,36670,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
28,PPP,"Kevin Roldan",36021,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
29,Reggaeton,"J Balvin",35920,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
30,Hipócrita,"Anuel AA",35861,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
31,"A Solas - Remix",Lunay,35614,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
32,"Quiere Beber","Anuel AA",35541,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
33,Sola,"Manuel Turizo",35453,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
34,"Te Boté - Remix","Nio Garcia",33758,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
35,"Ya No Tiene Novio","Sebastian Yatra",33642,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
36,"Qué Más Pues",Sech,32933,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
37,"Te Gusta Hacerla","Eddy Lover",32629,https://open.spotify.com/track/2o2gdSF4k51YO18WEWY40v
38,"Está Rico","Marc Anthony",32378,https://open.spotify.com/track/2wRkBumdItthjYP9XknImg
39,"Si Estuviésemos Juntos","Bad Bunny",32114,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
40,"La Vida",Sech,31423,https://open.spotify.com/track/7uOCu5eahcVWVAuObNzwZC
41,"Puntos Suspensivos","Piso 21",31124,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
42,Cumpleaños,Sech,30503,https://open.spotify.com/track/6xBV9IPuFJmy1bzeEaePdJ
43,Déjalo,Nacho,30117,https://open.spotify.com/track/4VTTpwcAxVSQNzEZLi75d0
44,Mocca,"Lalo Ebratt",29649,https://open.spotify.com/track/0NKoPGc72yUKTIneVhFfg1
45,"No Es Justo","J Balvin",29338,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
46,"Estamos Bien","Bad Bunny",28441,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
47,"thank u, next","Ariana Grande",28344,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
48,"200 Mph","Bad Bunny",27854,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg
49,"Desde el Corazón","Bad Bunny",27686,https://open.spotify.com/track/1R2mapMAUiYqre6jcFX57g
50,"Mala Mía",Maluma,27319,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
51,"La player (Bandolera)","Zion & Lennox",26623,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
52,"La Romana","Bad Bunny",26105,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
53,"Amigos Con Derechos",Reik,25432,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
54,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",24354,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
55,"Baila Baila Baila",Ozuna,23246,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
56,"Te Busco",Sech,22832,https://open.spotify.com/track/7AyXdBQAgRLJBK72gqq0Hz
57,"La Discusión",Sech,22825,https://open.spotify.com/track/2rJN09w9NKdmoLzlCeoMl4
58,"So High","Mr. Vegas",22335,https://open.spotify.com/track/41Q5dO5UhYF7ufAZ9wbWHa
59,Ojalá,Sech,22208,https://open.spotify.com/track/3d2JQX7krunAaZ07gtQhCG
60,Desenfreno,Boza,21744,https://open.spotify.com/track/373CLPJGyPpYLWBFr7125j
61,"Ratas y Ratones",Boza,21431,https://open.spotify.com/track/2Ch60RcV8uYCxFWUC7D1SE
62,"Cuando Perriabas","Bad Bunny",21052,https://open.spotify.com/track/5mj8WVFcKdGA8p9HWGTSLc
63,"Miss Lonely - Dimelo Flow Remix",Sech,20880,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
64,"Te Vi","Piso 21",20763,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
65,"Sin Igual","Gian Varela",20645,https://open.spotify.com/track/4D20alJpwRnEN4XO6h3nDo
66,"Ni Gucci Ni Prada - Remix","Kenny Man",20562,https://open.spotify.com/track/3EwnwCYCO2mnCoYj5NLhER
67,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",20469,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
68,"Pa’ Que Sude",Sech,20263,https://open.spotify.com/track/30vMTdUJCBlQCO8c9f34e7
69,RLNDT,"Bad Bunny",19994,https://open.spotify.com/track/6pZHZndlo57dPCYnvlYFOE
70,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",19914,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
71,"Ser Bichote","Bad Bunny",19790,https://open.spotify.com/track/4UEuIEv9Wc3wtiWUplGJ7q
72,"La Mesera",Sech,19468,https://open.spotify.com/track/3DJHqEPwg9F8DUOvc3iRAi
73,"Lo Malo",Sech,19205,https://open.spotify.com/track/4e0sAwSNPxK9Zn3vnZoZ11
74,"¿Quien Tu Eres?","Bad Bunny",18438,https://open.spotify.com/track/6kN06eEOblRAuWI0xUUS91
75,"Tenemos Que Hablar","Bad Bunny",18119,https://open.spotify.com/track/5VQpJ2AY2iMzrRZKgcvNjh
76,Brindemos,"Anuel AA",17958,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
77,"Sin Pijama","Becky G",17928,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
78,"Ta To Gucci (Remix)",Cauty,17852,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
79,"Como Antes","Bad Bunny",17848,https://open.spotify.com/track/69ZaPBHhRMRDjRpW1ivnOU
80,"I Like It","Cardi B",17525,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
81,"Girls Like You (feat. Cardi B)","Maroon 5",17386,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
82,"No Me Acuerdo",Thalía,17154,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O
83,"Llegaste Tú",CNCO,17051,https://open.spotify.com/track/6tT4Ks1N04Ut0lSQ3xjSaZ
84,Callao,"Wisin & Yandel",17000,https://open.spotify.com/track/3gu0fRSgFuc4FmrtIv0DnC
85,"Without Me",Halsey,16876,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
86,"Meneo sucio",Dubosky,16622,https://open.spotify.com/track/4g2jrgGWo6KFZvxmYrIvsI
87,Baby,Amenazzy,16500,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
88,"Mocca - Remix","Lalo Ebratt",16339,https://open.spotify.com/track/1usoXi4f0BnMART4uActEA
89,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",16274,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
90,"Como Es",Akim,16028,https://open.spotify.com/track/3qq4E32TowNeYPtUqQHKsu
91,"Epa Wei","Danny Ocean",15723,https://open.spotify.com/track/2QmsKag0YaqhAbpR9Nwmpn
92,Unica,Ozuna,15368,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
93,"Madura (feat. Bad Bunny)",Cosculluela,15313,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
