,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Pa Mí - Remix",Dalex,160305,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
2,Solita,Sech,139085,https://open.spotify.com/track/6Bc48Fgqgb6j4K6JdkZTNk
3,"Verte Ir","DJ Luian",109158,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
4,"Me mato",Boza,98661,https://open.spotify.com/track/6ehcQY0jLuWqOIeVmUJFow
5,"Con Calma","Daddy Yankee",95007,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
6,Secreto,"Anuel AA",92705,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
7,"Sígueme - Remix",Feid,90448,https://open.spotify.com/track/3pAwh9JxSJxWyUy3BUBPb4
8,"Qué Más Pues",Sech,83808,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
9,"Calma - Remix","Pedro Capó",79058,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
10,"Baila Baila Baila",Ozuna,73704,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
11,"Loco Fefo","Italian Somali",73422,https://open.spotify.com/track/3qFiDBVE1SmltkIw3IuUPD
12,"Me Gustaría","Justin Quiles",70830,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
13,"Vuelva A Ver - Remix",Dalex,68659,https://open.spotify.com/track/3jUBszAaGpZq2Nw12j6bVR
14,Lollipop,Boza,65467,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
15,Desconocidos,"Mau y Ricky",62839,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
16,"Un Año","Sebastian Yatra",58944,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
17,"Esclavo de Tus Besos","Manuel Turizo",58276,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
18,Amanece,"Anuel AA",56061,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
19,"Adan y Eva","Paulo Londra",55872,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
20,"Miss Lonely - Dimelo Flow Remix",Sech,53427,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
21,"Ella Quiere Beber - Remix","Anuel AA",52122,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
22,"Te Robaré","Nicky Jam",50847,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
23,HP,Maluma,48957,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
24,"Si Se Da","Myke Towers",47588,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
25,"Te Vi","Piso 21",45391,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
