,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",121584,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,Lollipop,Boza,104634,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
3,"Adan y Eva","Paulo Londra",95281,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
4,"MIA (feat. Drake)","Bad Bunny",87000,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
5,"Ella Quiere Beber - Remix","Anuel AA",80198,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
6,Adictiva,"Daddy Yankee",76830,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
7,"Solo de Mi","Bad Bunny",73307,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
8,Amanece,"Anuel AA",72928,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
9,"Me Gustaría","Justin Quiles",72762,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
10,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",71487,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
11,Bubalu,"Becky G",68474,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
12,Desconocidos,"Mau y Ricky",65513,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
13,Secreto,"Anuel AA",61470,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
14,"Baila Baila Baila",Ozuna,60329,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
15,Culpables,"KAROL G",58915,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
16,"Vaina Loca",Ozuna,57330,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
17,Créeme,"KAROL G",53883,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
18,Imposible,"Luis Fonsi",53675,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
19,Ibiza,Ozuna,51113,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
20,"NI BIEN NI MAL","Bad Bunny",49999,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
21,"Luz Apaga",Ozuna,49239,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
22,"Asesina - Remix",Brytiago,45427,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
23,"Cuando Te Besé","Becky G",43388,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
24,MALA,6ix9ine,43362,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
25,"Ni Gucci Ni Prada","Kenny Man",40721,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
26,"A Solas - Remix",Lunay,40013,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
27,Devuelveme,Ozuna,38406,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
28,Sola,"Manuel Turizo",38401,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
29,Reggaeton,"J Balvin",38248,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
30,"Te Vi","Piso 21",37700,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
31,"Qué Más Pues",Sech,37325,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
32,BEBE,6ix9ine,37145,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
33,Hipócrita,"Anuel AA",36963,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
34,PPP,"Kevin Roldan",36869,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
35,"Otra Noche en Miami","Bad Bunny",36797,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
36,"Quiere Beber","Anuel AA",35378,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
37,"Ya No Tiene Novio","Sebastian Yatra",33619,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
38,"La Vida",Sech,33185,https://open.spotify.com/track/7uOCu5eahcVWVAuObNzwZC
39,"Te Boté - Remix","Nio Garcia",33118,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
40,"Te Gusta Hacerla","Eddy Lover",32930,https://open.spotify.com/track/2o2gdSF4k51YO18WEWY40v
41,Caro,"Bad Bunny",32194,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
42,Déjalo,Nacho,32182,https://open.spotify.com/track/4VTTpwcAxVSQNzEZLi75d0
43,"Está Rico","Marc Anthony",32140,https://open.spotify.com/track/2wRkBumdItthjYP9XknImg
44,Cumpleaños,Sech,31212,https://open.spotify.com/track/6xBV9IPuFJmy1bzeEaePdJ
45,"So High","Mr. Vegas",30722,https://open.spotify.com/track/41Q5dO5UhYF7ufAZ9wbWHa
46,"Si Estuviésemos Juntos","Bad Bunny",30638,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
47,Mocca,"Lalo Ebratt",29270,https://open.spotify.com/track/0NKoPGc72yUKTIneVhFfg1
48,"Puntos Suspensivos","Piso 21",29238,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
49,"Amigos Con Derechos",Reik,28415,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
50,"No Es Justo","J Balvin",27748,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
51,"Sin Igual","Gian Varela",27577,https://open.spotify.com/track/4D20alJpwRnEN4XO6h3nDo
52,"Mala Mía",Maluma,26357,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
53,"Ni Gucci Ni Prada - Remix","Kenny Man",25596,https://open.spotify.com/track/3EwnwCYCO2mnCoYj5NLhER
54,"200 Mph","Bad Bunny",25522,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg
55,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",25470,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
56,"thank u, next","Ariana Grande",25264,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
57,"Desde el Corazón","Bad Bunny",24848,https://open.spotify.com/track/1R2mapMAUiYqre6jcFX57g
58,Desenfreno,"El Boza",24657,https://open.spotify.com/track/27XFG3vN7apr63WeTCnB26
59,"La Romana","Bad Bunny",24117,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
60,Ojalá,Sech,24036,https://open.spotify.com/track/3d2JQX7krunAaZ07gtQhCG
61,"Ta To Gucci (Remix)",Cauty,23581,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
62,"La player (Bandolera)","Zion & Lennox",23570,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
63,"Estamos Bien","Bad Bunny",22946,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
64,"La Discusión",Sech,22833,https://open.spotify.com/track/2rJN09w9NKdmoLzlCeoMl4
65,"Te Busco",Sech,22720,https://open.spotify.com/track/7AyXdBQAgRLJBK72gqq0Hz
66,Baby,Amenazzy,21121,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
67,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",21057,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
68,"Dile la Verdad","The Rudeboyz",20769,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE
69,"Miss Lonely - Dimelo Flow Remix",Sech,20766,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
70,"Pa’ Que Sude",Sech,19994,https://open.spotify.com/track/30vMTdUJCBlQCO8c9f34e7
71,"Cuando Perriabas","Bad Bunny",19737,https://open.spotify.com/track/5mj8WVFcKdGA8p9HWGTSLc
72,"Ratas y Ratones",Boza,19324,https://open.spotify.com/track/2Ch60RcV8uYCxFWUC7D1SE
73,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",19056,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
74,"Sin Pijama","Becky G",18658,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
75,Brindemos,"Anuel AA",18650,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
76,"Without Me",Halsey,18606,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
77,"Ser Bichote","Bad Bunny",18455,https://open.spotify.com/track/4UEuIEv9Wc3wtiWUplGJ7q
78,"La Mesera",Sech,18328,https://open.spotify.com/track/3DJHqEPwg9F8DUOvc3iRAi
79,RLNDT,"Bad Bunny",18141,https://open.spotify.com/track/6pZHZndlo57dPCYnvlYFOE
80,Callao,"Wisin & Yandel",17871,https://open.spotify.com/track/3gu0fRSgFuc4FmrtIv0DnC
81,"Dancing With A Stranger (with Normani)","Sam Smith",17657,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
82,"Lo Malo",Sech,17367,https://open.spotify.com/track/4e0sAwSNPxK9Zn3vnZoZ11
83,"Girls Like You (feat. Cardi B)","Maroon 5",17321,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
84,"Llegaste Tú",CNCO,16893,https://open.spotify.com/track/6tT4Ks1N04Ut0lSQ3xjSaZ
85,"I Like It","Cardi B",16636,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
86,"Tenemos Que Hablar","Bad Bunny",16559,https://open.spotify.com/track/5VQpJ2AY2iMzrRZKgcvNjh
87,"Mocca - Remix","Lalo Ebratt",16421,https://open.spotify.com/track/1usoXi4f0BnMART4uActEA
88,"Como Antes","Bad Bunny",16416,https://open.spotify.com/track/69ZaPBHhRMRDjRpW1ivnOU
89,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",16269,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
90,"Meneo sucio",Dubosky,16064,https://open.spotify.com/track/4g2jrgGWo6KFZvxmYrIvsI
91,"¿Quien Tu Eres?","Bad Bunny",15992,https://open.spotify.com/track/6kN06eEOblRAuWI0xUUS91
92,"Epa Wei","Danny Ocean",15889,https://open.spotify.com/track/2QmsKag0YaqhAbpR9Nwmpn
93,Culpables,"Manuel Turizo",15654,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
94,Unica,Ozuna,15568,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
95,"No Me Acuerdo",Thalía,15361,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O
96,Wow.,"Post Malone",15194,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
97,"Madura (feat. Bad Bunny)",Cosculluela,14943,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
98,"DJ Pon La Plena De Danger",Japanese,14874,https://open.spotify.com/track/5TtG2bwHQFfsB6NrGMGB2L
99,"Me Niego (feat. Ozuna & Wisin)",Reik,14826,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
100,Happier,Marshmello,14591,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
101,"Por Perro","Sebastian Yatra",14329,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
102,"Como Es",Akim,14178,https://open.spotify.com/track/3qq4E32TowNeYPtUqQHKsu
103,"Mala Mía - Remix",Maluma,14099,https://open.spotify.com/track/6sAwJPgaSQ9Q4XGnbx1gZb
104,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,14081,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
105,"Me Rehúso","Danny Ocean",13911,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
106,Booty,"C. Tangana",13815,https://open.spotify.com/track/4W3FJapn5CD6Fnrlfj4HFe
107,Replay,"Maikel Delacalle",13642,https://open.spotify.com/track/07w6jp4Fq8GGqhLoDYoVkb
