,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Pa Mí - Remix",Dalex,144661,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
2,Solita,Sech,119725,https://open.spotify.com/track/6Bc48Fgqgb6j4K6JdkZTNk
3,"Me mato",Boza,103331,https://open.spotify.com/track/6ehcQY0jLuWqOIeVmUJFow
4,"Con Calma","Daddy Yankee",97295,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
5,Secreto,"Anuel AA",95181,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
6,"Calma - Remix","Pedro Capó",80796,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
7,"Baila Baila Baila",Ozuna,76307,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
8,"Sígueme - Remix",Feid,75527,https://open.spotify.com/track/3pAwh9JxSJxWyUy3BUBPb4
9,Lollipop,Boza,68540,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
10,"Qué Más Pues",Sech,66501,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
11,Desconocidos,"Mau y Ricky",65104,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
12,"Un Año","Sebastian Yatra",62892,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
13,"Me Gustaría","Justin Quiles",61550,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
14,"Loco Fefo","Italian Somali",60820,https://open.spotify.com/track/3qFiDBVE1SmltkIw3IuUPD
15,"Adan y Eva","Paulo Londra",60223,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
16,"Esclavo de Tus Besos","Manuel Turizo",59720,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
17,Amanece,"Anuel AA",54696,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
18,"Ella Quiere Beber - Remix","Anuel AA",52670,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
19,Cristina,"Sebastian Yatra",48658,https://open.spotify.com/track/1Kjer1JoWuJGNwGV6Pbgv1
20,HP,Maluma,48189,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
21,"Te Vi","Piso 21",46773,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
22,Adictiva,"Daddy Yankee",45019,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
23,Créeme,"KAROL G",45002,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
24,"MIA (feat. Drake)","Bad Bunny",44943,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
25,"Si Estuviésemos Juntos","Bad Bunny",41646,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
26,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,41314,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
27,"Si Se Da","Myke Towers",41042,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
28,Caro,"Bad Bunny",40986,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
29,Bubalu,"Becky G",38600,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
30,"Solo de Mi","Bad Bunny",38448,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
31,"A Solas - Remix",Lunay,38241,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
32,Sola,"Manuel Turizo",38084,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
33,"Miss Lonely - Dimelo Flow Remix",Sech,38043,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
34,ALOÓ,"Dímelo Flow",36514,https://open.spotify.com/track/7JcTzNFfS8msQqJp9A6vex
35,"Te Robaré","Nicky Jam",36489,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
36,Aullando,"Wisin & Yandel",36413,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
37,Baby,Amenazzy,34195,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
38,"7 rings","Ariana Grande",33409,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
39,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",33403,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
40,Culpables,"KAROL G",32795,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
41,"Que Le De","Rauw Alejandro",32617,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
42,"La Vida",Sech,32554,https://open.spotify.com/track/7uOCu5eahcVWVAuObNzwZC
43,"Ta To Gucci (Remix)",Cauty,32251,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
44,"Vaina Loca",Ozuna,30931,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
45,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",30019,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
46,"Luz Apaga",Ozuna,30017,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
47,Controla,Brytiago,29826,https://open.spotify.com/track/4AKWHLChPxYdXAB2cHmZB7
48,Reggaeton,"J Balvin",29774,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
