,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,236951,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,Cuaderno,Dalex,186865,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
3,"Que Mas Pues - Remix",Sech,135648,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
4,Solita,Sech,116989,https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
5,"Pa Mí - Remix",Dalex,110713,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
6,"Soltera - Remix",Lunay,101882,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
7,"Verte Ir","DJ Luian",98944,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
8,"Tiene Novio",Sech,81464,https://open.spotify.com/track/5V4u2EwJZLs03lWJ8PH9DA
9,"Falsas Promesas",Sech,80515,https://open.spotify.com/track/6ATIufHUOw1R1A4q46BqrN
10,Boomerang,Sech,69298,https://open.spotify.com/track/6E8uqptcabNz9ym19FkDye
11,"Me mato",Boza,68882,https://open.spotify.com/track/6ehcQY0jLuWqOIeVmUJFow
12,"Sígueme - Remix",Feid,67802,https://open.spotify.com/track/3pAwh9JxSJxWyUy3BUBPb4
13,"La Niña",Sech,67063,https://open.spotify.com/track/7AMzFTeQSS2FBjMCYb6zxs
14,Delincuente,Farruko,65000,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
15,Ocean,"KAROL G",58200,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
16,"X Ti",Sech,57277,https://open.spotify.com/track/65mhesg9E1dT45P5DYX4wV
17,"Miss Lonely - Dimelo Flow Remix",Sech,56618,https://open.spotify.com/track/1ndlOUUT3Eq1SDCSdKJASw
18,Secreto,"Anuel AA",56442,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
19,"Loco Fefo","Italian Somali",54097,https://open.spotify.com/track/3qFiDBVE1SmltkIw3IuUPD
20,"Si Se Da","Myke Towers",53956,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
21,"Te Robaré","Nicky Jam",53861,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
22,"I Don't Care (with Justin Bieber)","Ed Sheeran",53105,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
23,"Con Calma","Daddy Yankee",52534,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
24,"Calma - Remix","Pedro Capó",51622,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
25,"Vuelva A Ver - Remix",Dalex,51006,https://open.spotify.com/track/0GrGfs8ldZRWOrksG5uraH
26,"Soñando Despierto",Sech,50678,https://open.spotify.com/track/1FIgFc6wUm2BQ1yrdFuUcs
27,"Sin Ti",Dalex,50171,https://open.spotify.com/track/3PYvLYdjqxpyDLtsNNvWBY
28,"Esclavo de Tus Besos","Manuel Turizo",48082,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
29,"Baila Baila Baila - Remix",Ozuna,48056,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
30,Desconocidos,"Mau y Ricky",46941,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
31,"La Discusión",Sech,46472,https://open.spotify.com/track/5mzp5B1FA5e4fsvnkqyvm1
32,"Punto G","KAROL G",45509,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
33,"Un Año","Sebastian Yatra",44725,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
34,"La Cartera",Farruko,43061,https://open.spotify.com/track/1g2Z2lOrwayOzDqOc8EfbR
35,"Tal Vez","Paulo Londra",42587,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0
36,"Qué Más Pues",Sech,42067,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
37,HP,Maluma,40279,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
38,Amanece,"Anuel AA",39446,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
39,Lollipop,Boza,38297,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
40,"Contra La Pared","Sean Paul",37344,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
41,"Lo Malo",Sech,37120,https://open.spotify.com/track/4kIuPsijmLzK11RTCseKh7
42,"Te Vi","Piso 21",36107,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
43,"Ella Quiere Beber - Remix","Anuel AA",35785,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
44,"Adan y Eva","Paulo Londra",32863,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
45,"Con Altura",ROSALÍA,32570,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
