,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Secreto,"Anuel AA",164458,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
2,"Calma - Remix","Pedro Capó",127869,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
3,Lollipop,Boza,99574,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
4,"Adan y Eva","Paulo Londra",96184,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
5,"MIA (feat. Drake)","Bad Bunny",84607,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
6,Adictiva,"Daddy Yankee",78309,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
7,"Ella Quiere Beber - Remix","Anuel AA",76055,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
8,"Baila Baila Baila",Ozuna,74925,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
9,Amanece,"Anuel AA",71618,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
10,"Solo de Mi","Bad Bunny",71264,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
11,Desconocidos,"Mau y Ricky",70320,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",69169,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Me Gustaría","Justin Quiles",67434,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
14,Bubalu,"Becky G",67327,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
15,Imposible,"Luis Fonsi",56003,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
16,Créeme,"KAROL G",55375,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
17,"Vaina Loca",Ozuna,54958,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
