,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,341740,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,"Que Mas Pues - Remix",Sech,194553,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
3,Solita,Sech,173611,https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
4,"Tiene Novio",Sech,137061,https://open.spotify.com/track/5V4u2EwJZLs03lWJ8PH9DA
5,"Falsas Promesas",Sech,132389,https://open.spotify.com/track/6ATIufHUOw1R1A4q46BqrN
6,"La Niña",Sech,120527,https://open.spotify.com/track/7AMzFTeQSS2FBjMCYb6zxs
7,Boomerang,Sech,117706,https://open.spotify.com/track/6E8uqptcabNz9ym19FkDye
8,"Pa Mí - Remix",Dalex,116562,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
9,"Verte Ir","DJ Luian",105040,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
10,"X Ti",Sech,104182,https://open.spotify.com/track/65mhesg9E1dT45P5DYX4wV
11,"Miss Lonely - Dimelo Flow Remix",Sech,97269,https://open.spotify.com/track/1ndlOUUT3Eq1SDCSdKJASw
12,"Soñando Despierto",Sech,96283,https://open.spotify.com/track/1FIgFc6wUm2BQ1yrdFuUcs
13,"La Discusión",Sech,82749,https://open.spotify.com/track/5mzp5B1FA5e4fsvnkqyvm1
14,"Me mato",Boza,82666,https://open.spotify.com/track/6ehcQY0jLuWqOIeVmUJFow
15,"Sígueme - Remix",Feid,77664,https://open.spotify.com/track/3pAwh9JxSJxWyUy3BUBPb4
16,"Loco Fefo","Italian Somali",72086,https://open.spotify.com/track/3qFiDBVE1SmltkIw3IuUPD
17,"Con Calma","Daddy Yankee",66241,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
18,"Lo Malo",Sech,64421,https://open.spotify.com/track/4kIuPsijmLzK11RTCseKh7
19,Secreto,"Anuel AA",62288,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
20,"Calma - Remix","Pedro Capó",62017,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
21,"Qué Más Pues",Sech,59396,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
22,"Te Robaré","Nicky Jam",58190,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
23,"La Cartera",Farruko,55812,https://open.spotify.com/track/1g2Z2lOrwayOzDqOc8EfbR
24,"Si Se Da","Myke Towers",54568,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
25,Delincuente,Farruko,53061,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
26,"Vuelva A Ver - Remix",Dalex,52080,https://open.spotify.com/track/3jUBszAaGpZq2Nw12j6bVR
27,"Esclavo de Tus Besos","Manuel Turizo",50370,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
28,Desconocidos,"Mau y Ricky",50226,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
29,"Un Año","Sebastian Yatra",48834,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
30,Lollipop,Boza,47110,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
31,HP,Maluma,45306,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
