,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Que Mas Pues - Remix",Sech,173957,https://open.spotify.com/track/1k1CJlU1eAEpAbNK0TVeKD
2,"Pa Mí - Remix",Dalex,143020,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
3,"Verte Ir","DJ Luian",116748,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
4,Solita,Sech,116246,https://open.spotify.com/track/6Bc48Fgqgb6j4K6JdkZTNk
5,"Me mato",Boza,113280,https://open.spotify.com/track/6ehcQY0jLuWqOIeVmUJFow
6,"Loco Fefo","Italian Somali",104758,https://open.spotify.com/track/3qFiDBVE1SmltkIw3IuUPD
7,"Sígueme - Remix",Feid,87075,https://open.spotify.com/track/3pAwh9JxSJxWyUy3BUBPb4
8,"Con Calma","Daddy Yankee",84314,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
9,Secreto,"Anuel AA",77104,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
10,"Qué Más Pues",Sech,76590,https://open.spotify.com/track/5O3cRP4ZHC9vvVIHtET1f0
11,"Calma - Remix","Pedro Capó",71437,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
12,"Vuelva A Ver - Remix",Dalex,63349,https://open.spotify.com/track/3jUBszAaGpZq2Nw12j6bVR
13,"Baila Baila Baila",Ozuna,63065,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
14,Lollipop,Boza,62976,https://open.spotify.com/track/4AFdUHHDslEOgQOzGjIJwJ
15,"Un Año","Sebastian Yatra",60424,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
16,"Te Robaré","Nicky Jam",59513,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
17,"Esclavo de Tus Besos","Manuel Turizo",58583,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
18,"Me Gustaría","Justin Quiles",57003,https://open.spotify.com/track/2EH0nzeRDSiYpjqBfHnX9r
19,Desconocidos,"Mau y Ricky",56411,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
20,"Si Se Da","Myke Towers",53929,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
21,Cristina,"Sebastian Yatra",50355,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
22,HP,Maluma,50232,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
23,Amanece,"Anuel AA",50181,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
24,"Adan y Eva","Paulo Londra",49704,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
25,"Ella Quiere Beber - Remix","Anuel AA",46452,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
26,"Miss Lonely - Dimelo Flow Remix",Sech,45680,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
27,"Te Vi","Piso 21",41606,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
28,ALOÓ,"Dímelo Flow",39402,https://open.spotify.com/track/7JcTzNFfS8msQqJp9A6vex
29,"Tal Vez","Paulo Londra",39171,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0
30,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,38527,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
31,Adictiva,"Daddy Yankee",38417,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
32,"A Solas - Remix",Lunay,37962,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
33,"Contra La Pared","Sean Paul",36933,https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp
34,Aullando,"Wisin & Yandel",36496,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
35,Créeme,"KAROL G",36484,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
36,"Boy With Luv (feat. Halsey)",BTS,36166,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
37,"La Vida",Sech,35923,https://open.spotify.com/track/7uOCu5eahcVWVAuObNzwZC
38,"Si Estuviésemos Juntos","Bad Bunny",35745,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
39,"MIA (feat. Drake)","Bad Bunny",35484,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
40,Caro,"Bad Bunny",34319,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
41,Bubalu,"Becky G",34085,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
42,Sola,"Manuel Turizo",33851,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
43,Controla,Brytiago,33037,https://open.spotify.com/track/4AKWHLChPxYdXAB2cHmZB7
44,"Que Le De","Rauw Alejandro",32807,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
45,Baby,Amenazzy,32212,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
46,Soltera,Lunay,31425,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM
47,Pelaita,"Italian Somali",30881,https://open.spotify.com/track/2jRgQKEFgyuPgHNSihFtDL
48,"Solo de Mi","Bad Bunny",30817,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
49,Inmortal,Aventura,30682,https://open.spotify.com/track/2swZ0X1njeU32SNJeBKIfW
50,"Punto G","KAROL G",30430,https://open.spotify.com/track/5Lb1pjnll07UQKxNpnnGBy
51,Ojalá,Sech,28764,https://open.spotify.com/track/3d2JQX7krunAaZ07gtQhCG
52,"Te Busco",Sech,27209,https://open.spotify.com/track/7AyXdBQAgRLJBK72gqq0Hz
53,"La Discusión",Sech,26697,https://open.spotify.com/track/2rJN09w9NKdmoLzlCeoMl4
54,Destino,Greeicy,26582,https://open.spotify.com/track/3tOmzBrWaHg97FKgsqhhEd
55,"Ta To Gucci (Remix)",Cauty,26165,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
56,"Vaina Loca",Ozuna,25532,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
57,"Con Altura",ROSALÍA,25384,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
58,"bad guy","Billie Eilish",25377,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
59,"Déjate Querer","Lalo Ebratt",24873,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
60,"La Playa","Myke Towers",24747,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71
61,Culpables,"KAROL G",24684,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
62,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",24242,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
63,"Maleantes Caros",Yemil,24173,https://open.spotify.com/track/0zOpk9qj9ZoCOZ6UTZ7CoN
64,"7 rings","Ariana Grande",24135,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
65,"Ni Gucci Ni Prada","Kenny Man",23213,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
66,"La Romana","Bad Bunny",22722,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
67,Desenfreno,"El Boza",22650,https://open.spotify.com/track/27XFG3vN7apr63WeTCnB26
68,Nadie,Farruko,21974,https://open.spotify.com/track/2VRVV7cvAGPJ2EBU4FIVCz
69,"Te Gusta Hacerla","Eddy Lover",21093,https://open.spotify.com/track/2o2gdSF4k51YO18WEWY40v
70,"Luz Apaga",Ozuna,20986,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
71,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",20837,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
72,"Ratas y Ratones",Boza,20579,https://open.spotify.com/track/2Ch60RcV8uYCxFWUC7D1SE
73,Ibiza,Ozuna,19834,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
74,"NI BIEN NI MAL","Bad Bunny",19752,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
75,Imposible,"Luis Fonsi",19736,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
76,Reggaeton,"J Balvin",19672,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
77,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",19344,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
78,Swing,"Danny Ocean",19218,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
79,"Ta Ponchi","Italian Somali",19217,https://open.spotify.com/track/5gXmgh4BYifXA4uoqQJtQB
80,Presiento,Morat,19148,https://open.spotify.com/track/7nHUD2xhqkehsYk3PT6QDs
81,"Lo Malo",Sech,19109,https://open.spotify.com/track/4e0sAwSNPxK9Zn3vnZoZ11
82,Happier,Marshmello,18973,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
83,"Sin Igual","Gian Varela",18892,https://open.spotify.com/track/4D20alJpwRnEN4XO6h3nDo
84,"La Forma en Que Me Miras","Super Yei",18539,https://open.spotify.com/track/6t94PGXYAuo9GbJEnMpPcW
85,Hipócrita,"Anuel AA",18535,https://open.spotify.com/track/4CbANooTL2aTHzJZqQ0Uvk
86,Cumpleaños,Sech,18526,https://open.spotify.com/track/6xBV9IPuFJmy1bzeEaePdJ
87,"Asesina - Remix",Brytiago,18506,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
88,Fantasía,"Sebastian Yatra",18305,https://open.spotify.com/track/3vytOevJomYPaAZM2OXwn5
89,Déjalo,Nacho,18230,https://open.spotify.com/track/4VTTpwcAxVSQNzEZLi75d0
90,Sucker,"Jonas Brothers",17485,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
91,"Puntos Suspensivos","Piso 21",17471,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
92,"Te Boté - Remix","Nio Garcia",17011,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
93,"La Mesera",Sech,16678,https://open.spotify.com/track/3DJHqEPwg9F8DUOvc3iRAi
94,"Te Hace Daño",BARBEL,16469,https://open.spotify.com/track/0peLQkGkCydx99ByiXam1W
95,Shallow,"Lady Gaga",16454,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
96,"Amigos Con Derechos",Reik,16306,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
97,"La player (Bandolera)","Zion & Lennox",16148,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
98,Vuelve,"Sebastian Yatra",16143,https://open.spotify.com/track/3wGRfBDRNQb0nFDFrUPvq6
99,"On My Way","Alan Walker",16068,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
100,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",15993,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
101,PPP,"Kevin Roldan",15981,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
102,"No Es Justo","J Balvin",15940,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
103,Mikrokosmos,BTS,15671,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
104,Rebota,Guaynaa,15459,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
105,"Pa’ Que Sude",Sech,15409,https://open.spotify.com/track/30vMTdUJCBlQCO8c9f34e7
106,"No Te Hagas la Loca",Noriel,15242,https://open.spotify.com/track/4NGbpyKrKMlJX4kP8iTQFJ
107,SOS,Avicii,15200,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
108,"Otra Noche en Miami","Bad Bunny",15197,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
109,"Kill This Love",BLACKPINK,15147,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
110,"Make It Right",BTS,15054,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
111,"Quiere Beber","Anuel AA",14971,https://open.spotify.com/track/0FDMH2ahuIVzCybwHJK9zh
112,BEBE,6ix9ine,14970,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
113,"La Serenata",Sech,14970,https://open.spotify.com/track/1W5k4lqvW6YQHfKkLVBa7V
114,"Falta Amor","Sebastian Yatra",14881,https://open.spotify.com/track/3KDKc5FyA5E1Lhr9xSJGLy
115,"Old Town Road","Lil Nas X",14784,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
116,"Dile la Verdad","The Rudeboyz",14590,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE
117,"Cuando Te Besé","Becky G",14551,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
118,HOME,BTS,14551,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
119,"Como Es",Akim,14294,https://open.spotify.com/track/3qq4E32TowNeYPtUqQHKsu
120,Mocca,"Lalo Ebratt",14034,https://open.spotify.com/track/0NKoPGc72yUKTIneVhFfg1
121,"Me Rehúso","Danny Ocean",13609,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
122,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",13425,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
123,"Girls Like You (feat. Cardi B)","Maroon 5",13319,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
124,"Toda - Remix","Alex Rose",13303,https://open.spotify.com/track/2ii8tVNAy0SRlSGzu5fADZ
125,"En Guerra","Sebastian Yatra",13259,https://open.spotify.com/track/6dJPqP0gHP6iAZuIk1njBs
126,"Ya No Tiene Novio","Sebastian Yatra",13256,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
127,"No Todavía","Kenny Man",13115,https://open.spotify.com/track/1GbEE9qAmGaZ1uO78xPiMC
128,Devuelveme,Ozuna,12974,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
129,Dionysus,BTS,12933,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
130,"Está Rico","Marc Anthony",12868,https://open.spotify.com/track/2wRkBumdItthjYP9XknImg
131,"Ni Gucci Ni Prada - Remix","Kenny Man",12730,https://open.spotify.com/track/3EwnwCYCO2mnCoYj5NLhER
132,"200 Mph","Bad Bunny",12639,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg
133,"Jamais Vu",BTS,12630,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
134,"Shape of You","Ed Sheeran",12619,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
135,"thank u, next","Ariana Grande",12577,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
136,"La Plata (feat. Lalo Ebratt)",Juanes,12552,https://open.spotify.com/track/7Eso5mURNFprb5PmhOXDlf
137,"Dancing With A Stranger (with Normani)","Sam Smith",12524,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
138,"Estamos Bien","Bad Bunny",12506,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
139,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",12501,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
140,"bury a friend","Billie Eilish",12451,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
141,"Sin Pijama","Becky G",12401,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
142,"Forever Alone","Paulo Londra",12285,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
143,"So High","Mr. Vegas",12267,https://open.spotify.com/track/41Q5dO5UhYF7ufAZ9wbWHa
144,"Me Niego (feat. Ozuna & Wisin)",Reik,12233,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
145,Llégale,Lunay,12154,https://open.spotify.com/track/4vK8Kvyw1mabkMXJqbZOZT
146,MALA,6ix9ine,12062,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
147,"I Like It","Cardi B",11815,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
148,"No Me Equivoqué","Lenny Tavárez",11788,https://open.spotify.com/track/735N73RiMdFDVV54nj2ZMA
149,"Vacia Sin Mi",Ozuna,11674,https://open.spotify.com/track/4l0O19WwpjzbDGkdFtkQ6W
150,"Robarte un Beso","Carlos Vives",11651,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
151,"wish you were gay","Billie Eilish",11617,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
152,Elena,"Sebastian Yatra",11518,https://open.spotify.com/track/0c8JmuKzaREJu3kUqoBfmo
153,Ácido,Akim,11475,https://open.spotify.com/track/32icAslYWfbJOsfBk0ppIK
154,"R.I.P. (feat. Rita Ora & Anitta)","Sofia Reyes",11440,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn
155,"Toco Mentir",Sech,11322,https://open.spotify.com/track/3s49gzIl93cvAbtimjs2c2
156,Culpables,"Manuel Turizo",11218,https://open.spotify.com/track/3RD0PGolM0mETGHaprwgMn
157,"PPP - Remix","Kevin Roldan",11145,https://open.spotify.com/track/3jOn1ZdPldABfKQY4JBhov
158,"Rock Your Body","Burna Boy",11099,https://open.spotify.com/track/4LbEUmACVAFj8e0WrMUdlN
159,"when the party's over","Billie Eilish",11027,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
160,Victoria,Dalex,10996,https://open.spotify.com/track/1kJMKvx1vAK7xt8vjO7Kym
161,"Meneo Sucio",Dubosky,10963,https://open.spotify.com/track/6akWGCJRwUyjjZTYVm0hde
162,"Mocca - Remix","Lalo Ebratt",10960,https://open.spotify.com/track/1usoXi4f0BnMART4uActEA
163,"Bohemian Rhapsody - 2011 Mix",Queen,10955,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
164,"Mi Persona Favorita","Alejandro Sanz",10937,https://open.spotify.com/track/1O4dGIPUXUanseRdv4fNzw
165,"Without Me",Halsey,10727,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
166,Yeyo,"Italian Somali",10636,https://open.spotify.com/track/08BrPVKAoYHsUt2JojMAnv
167,"Con Bochinche",Sech,10493,https://open.spotify.com/track/15FbNoazXVz3yJNfp9LF0S
168,Sola,"Luis Fonsi",10487,https://open.spotify.com/track/0mtdxzBRDbueLFpiwpbHKO
169,"DJ Pon La Plena De Danger",Japanese,10474,https://open.spotify.com/track/5TtG2bwHQFfsB6NrGMGB2L
170,"No Hay Nadie Más","Sebastian Yatra",10412,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
171,"Por Perro","Sebastian Yatra",10347,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
172,Henny,Yemil,10343,https://open.spotify.com/track/5VdTYUbQbNoWCAwNdEtWl4
173,Caliente,Darell,10336,https://open.spotify.com/track/4pN7yDeBmmAud5lBtuCsVs
174,"Intro : Persona",BTS,10290,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
175,"Vivir Bailando","Silvestre Dangond",10282,https://open.spotify.com/track/7gL0eIncXB5ELO8BFMR3Uv
176,Wow.,"Post Malone",10242,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
177,"Cuando Nadie Ve",Morat,10236,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
178,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",10206,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
179,Duele,Reik,10151,https://open.spotify.com/track/3NncP0ajz9lqYAZcQD7Bpo
180,"One Kiss (with Dua Lipa)","Calvin Harris",9697,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
181,"Say My Name","David Guetta",9642,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
182,"Besos En Guerra",Morat,9563,https://open.spotify.com/track/1mlGScrDQqHqmhdIqE8MmA
183,"Desde el Corazón","Bad Bunny",9527,https://open.spotify.com/track/1R2mapMAUiYqre6jcFX57g
184,"Mi Error","Eladio Carrion",9450,https://open.spotify.com/track/7ch7IMYm9DaujSfI1ToSzu
185,"A Partir De Hoy","David Bisbal",9405,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
186,"Atado Entre Tus Manos","Tommy Torres",9380,https://open.spotify.com/track/0A7Bx1u7ufBNclwcfs02mG
187,Ráptame,Reik,9298,https://open.spotify.com/track/0I6syWcqSUsZ3sXJEOIGsj
188,"Here With Me",Marshmello,9258,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
189,"Te Amo","Piso 21",9207,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
190,Bellaqueame,"Miky Woodz",9197,https://open.spotify.com/track/1yh9fKhT1jFWUA6YuuPNok
191,"Darte Remix","Alex Rose",9190,https://open.spotify.com/track/6xqbec9MHRmW7qtEINAlRx
192,"Cama Vacia",Ozuna,9142,https://open.spotify.com/track/6sR4WtcYJOCXzDsDfY9PwV
193,"No Te Vayas",Camilo,9093,https://open.spotify.com/track/4k9byIhs9ppbYWE22waJMB
194,"Na' Personal","Miky Woodz",9012,https://open.spotify.com/track/16fZpc0Md2q1SGu8FMTo6x
195,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",9006,https://open.spotify.com/track/6Cs7b9bu3fy5XhMwBA9Tz4
196,"Tu Pollo","Dímelo Flow",8949,https://open.spotify.com/track/6XSzJ3PyaVHjyTuFvnCLlE
197,Brindemos,"Anuel AA",8942,https://open.spotify.com/track/5P8TXlZCMwru6DaMsIbbO3
198,Unica,Ozuna,8912,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
199,"Ganas Sobran","Bryant Myers",8868,https://open.spotify.com/track/17iXKeQe2iVYXJcMpQqthG
200,Perfect,"Ed Sheeran",8867,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
