,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
351,Dance Monkey,Tones and I,australian pop,2019,12/31/1969,98,59,82,-6,15,51,209,69,9,100,canada
352,ROXANNE,Arizona Zervas,pop rap,2019,12/31/1969,117,60,62,-6,46,46,164,5,15,99,canada
366,The Box,Roddy Ricch,melodic rap,2019,12/31/1969,117,59,90,-7,79,64,197,10,6,89,canada
375,Like It's Christmas,Jonas Brothers,boy band,2019,12/31/1969,146,57,73,-6,5,61,201,2,10,87,canada
392,Christmas (Baby Please Come Home),Darlene Love,adult standards,2019,12/31/1969,126,76,34,-7,8,36,166,39,5,82,canada
397,Sleigh Ride,The Ronettes,adult standards,2019,12/31/1969,92,77,53,-7,32,85,181,40,3,77,canada
