,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Secreto,"Anuel AA",128536,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
2,"Con Calma","Daddy Yankee",120998,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
3,Desconocidos,"Mau y Ricky",106375,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
4,"Calma - Remix","Pedro Capó",97870,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
5,"Adan y Eva","Paulo Londra",89320,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
6,"Te Vi","Piso 21",84623,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
7,"Baila Baila Baila",Ozuna,76116,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
8,"Un Año","Sebastian Yatra",66508,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
9,Amanece,"Anuel AA",64046,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
10,"Ella Quiere Beber - Remix","Anuel AA",62886,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
11,Créeme,"KAROL G",59452,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
12,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,59366,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
13,"MIA (feat. Drake)","Bad Bunny",57107,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
14,"Ya No Tiene Novio","Sebastian Yatra",53357,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
15,Imposible,"Luis Fonsi",48042,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
16,"Puntos Suspensivos","Piso 21",47776,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
17,Adictiva,"Daddy Yankee",46984,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
18,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",46371,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
19,"Forever Alone","Paulo Londra",46259,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
20,Sola,"Manuel Turizo",45861,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
21,Bubalu,"Becky G",44634,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
22,Reggaeton,"J Balvin",41951,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
23,"Dile la Verdad","The Rudeboyz",40380,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE
