,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Secreto,"Anuel AA",132069,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
2,Desconocidos,"Mau y Ricky",110152,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
3,"Calma - Remix","Pedro Capó",103105,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
4,"Con Calma","Daddy Yankee",101109,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
5,"Adan y Eva","Paulo Londra",100069,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
6,"Te Vi","Piso 21",87174,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
7,"Baila Baila Baila",Ozuna,75170,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
8,"MIA (feat. Drake)","Bad Bunny",71526,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
9,"Un Año","Sebastian Yatra",65840,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
10,"Ella Quiere Beber - Remix","Anuel AA",62984,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
11,Amanece,"Anuel AA",62948,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
12,Créeme,"KAROL G",61150,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
13,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,59317,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
14,"Forever Alone","Paulo Londra",53169,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
15,"Ya No Tiene Novio","Sebastian Yatra",52787,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
16,Imposible,"Luis Fonsi",52387,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
17,"Puntos Suspensivos","Piso 21",49953,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
18,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",48742,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
19,Adictiva,"Daddy Yankee",48192,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
20,Bubalu,"Becky G",47390,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
21,Sola,"Manuel Turizo",46509,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
22,Reggaeton,"J Balvin",43499,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
23,"Cuando Te Besé","Becky G",42921,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
24,"Solo de Mi","Bad Bunny",41424,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
