,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,164336,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,"Tal Vez","Paulo Londra",93936,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0
3,"Pa Mí - Remix",Dalex,93703,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
4,"Soltera - Remix",Lunay,92599,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
5,HP,Maluma,88063,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
6,"Con Calma","Daddy Yankee",75912,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
7,"Verte Ir","DJ Luian",74479,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
8,Desconocidos,"Mau y Ricky",72504,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
9,Secreto,"Anuel AA",68717,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
10,"Que Mas Pues - Remix",Sech,66870,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
11,"Te Vi","Piso 21",60748,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
12,"Te Robaré","Nicky Jam",58519,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
13,"Esclavo de Tus Besos","Manuel Turizo",55117,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
14,"Calma - Remix","Pedro Capó",52174,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
15,"Un Año","Sebastian Yatra",49061,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
16,"Con Altura",ROSALÍA,47573,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
17,"Adan y Eva","Paulo Londra",47185,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
18,"I Don't Care (with Justin Bieber)","Ed Sheeran",46414,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
19,Amanece,"Anuel AA",44315,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
20,"Contra La Pared","Sean Paul",42409,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
21,Cristina,"Sebastian Yatra",40737,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
22,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,40162,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
23,"Baila Baila Baila - Remix",Ozuna,39858,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
24,Créeme,"KAROL G",38386,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
25,Aullando,"Wisin & Yandel",37963,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
26,Cuaderno,Dalex,37549,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
27,"No Te Vayas",Camilo,37116,https://open.spotify.com/track/4k9byIhs9ppbYWE22waJMB
28,"Punto G","KAROL G",37008,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
29,"bad guy","Billie Eilish",36445,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
30,Solita,Sech,35933,https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
31,"La Boca","Mau y Ricky",34417,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
32,"Ella Quiere Beber - Remix","Anuel AA",34154,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
33,Sola,"Manuel Turizo",33277,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
34,"Date La Vuelta","Luis Fonsi",32248,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
35,Rebota,Guaynaa,32042,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
36,Swing,"Danny Ocean",31114,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
37,Soltera,Lunay,30649,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM
38,"Si Se Da","Myke Towers",30480,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
39,"Cuando Te Besé","Becky G",30122,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
40,"Que Le De","Rauw Alejandro",29871,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
41,"Ya No Tiene Novio","Sebastian Yatra",29674,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
42,"Déjate Querer","Lalo Ebratt",28905,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
43,"Puntos Suspensivos","Piso 21",28844,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
44,Destino,Greeicy,28116,https://open.spotify.com/track/3tOmzBrWaHg97FKgsqhhEd
45,"Baila Baila Baila",Ozuna,28081,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
