,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Next,Ufo361,275625,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4
2,Rolex,"Capital Bra",206105,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
3,"bad guy","Billie Eilish",203762,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"Cherry Lady","Capital Bra",181409,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB
5,"Old Town Road","Lil Nas X",162057,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
6,SOS,Avicii,152174,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
7,Quarterback,"KC Rebell",147805,https://open.spotify.com/track/0WGG3xWyW6AlXOaW6CHu4A
8,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",145125,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
9,"Mercy Mercy",LX,127859,https://open.spotify.com/track/3Zg80xruh2KHx3jXrkSz6u
10,Harami,Samra,127575,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
11,"Wir ticken","Capital Bra",122534,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng
12,DNA,"KC Rebell",114619,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0
13,Prinzessa,"Capital Bra",113970,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti
14,"Wolke 10",MERO,108553,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
15,"cOcO MAmA",Dardan,107015,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
16,"Don't Call Me Up",Mabel,107007,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
17,"Blei (feat. Veysel)","Kontra K",106995,https://open.spotify.com/track/5kLUig6aFQQzY1n2TKzzYD
18,2x,Mathea,106762,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
19,"Wie im Traum","Ardian Bujupi",104824,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
20,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",103604,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
21,"Con Calma","Daddy Yankee",99925,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
22,Alleen,"KC Rebell",97917,https://open.spotify.com/track/0geta4Y77R76wvOVlGWnsl
23,"Blackberry Sky",Eno,96003,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j
24,"Bad Liar","Imagine Dragons",95574,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
25,Mary,Bausa,95059,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH
26,Affalterbach,Shindy,93782,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw
27,"500 PS","Bonez MC",93622,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
28,Benzema,"Capital Bra",90699,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40
29,"Someone You Loved","Lewis Capaldi",88478,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
30,"Sweet but Psycho","Ava Max",87009,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
31,"bury a friend","Billie Eilish",86162,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
32,"Bye Bye","Capital Bra",84571,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb
33,"Puerto Rico",Fero47,83142,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
34,"Shoote ma Shoote",Samra,82918,https://open.spotify.com/track/7FOQJQcTDqzXZJ72hZikCl
35,Sucker,"Jonas Brothers",81027,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
36,"Pass auf wen du liebst",Ufo361,78862,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1
37,"High Hopes","Panic! At The Disco",78459,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
38,"Gib Ihm","SHIRIN DAVID",76858,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
39,Millies,Luciano,76451,https://open.spotify.com/track/5lytS4eOWjLWKad2jipjc7
40,"i'm so tired...",Lauv,73562,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
41,"Capital Bra je m'appelle","Capital Bra",71494,https://open.spotify.com/track/5bAZzGAgjY3SZHmciyh8h7
42,Shallow,"Lady Gaga",67739,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
43,"when the party's over","Billie Eilish",66869,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
44,"So Am I","Ava Max",66295,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
45,"wish you were gay","Billie Eilish",65232,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
46,Earth,"Lil Dicky",65229,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
47,"Speechless (feat. Erika Sirola)","Robin Schulz",64745,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
48,RADIO,Rammstein,64712,https://open.spotify.com/track/1D3oQLA2xghgE1agGmDlPT
49,"Jay Jay",MERO,62753,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ
50,"Van der Vaart","Capital Bra",62496,https://open.spotify.com/track/22X5tbeWf9jQQjl7zb63eU
51,Wer,Jigzaw,61387,https://open.spotify.com/track/7rDQTLJHfihh90lauNKFag
52,"Herr Inspektor","Seiler und Speer",61200,https://open.spotify.com/track/2LoIqZWtpAo92Dp3d5WiZB
53,"Here With Me",Marshmello,60755,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
54,"Boy With Luv (feat. Halsey)",BTS,60189,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
55,"7 rings","Ariana Grande",59208,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
56,Kokain,"Bonez MC",59152,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
57,"Baller los",MERO,58769,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB
58,Ferrari,Eno,56014,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
59,Mosaik,Samra,55965,https://open.spotify.com/track/5nGrQOgkGVzqTGJHyEPvVu
60,"Giant (with Rag'n'Bone Man)","Calvin Harris",55588,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
61,"Hobby Hobby",MERO,55575,https://open.spotify.com/track/0dmrz4V5kiezQAqQ3VqGob
62,"Perfekt (feat. Sofiane)","RAF Camora",54895,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
63,"Steh auf","Capital Bra",54329,https://open.spotify.com/track/2IeMkz2ienHzdse2MsvKYv
64,Wow.,"Post Malone",54259,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
65,"Let Me Down Slowly","Alec Benjamin",54152,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
66,"In My Mind",Dynoro,53897,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
67,JAJA,Fero47,52057,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
68,"Tausend Tattoos",Sido,51512,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
69,Cabriolet,"Capital Bra",50536,https://open.spotify.com/track/5544wzOCuqHpqNELk3zYxA
70,Yapma,"C ARMA",50165,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
71,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",50075,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
72,"Click Click","Capital Bra",50012,https://open.spotify.com/track/0AKDcdzjQ7CNjrqfXgwnMt
73,"Schon ok","Capital Bra",49580,https://open.spotify.com/track/2s5nIYmnd65kDMLsPw1VuW
74,Hadouken,Capo,49265,https://open.spotify.com/track/2ikAxrRiVneSwr7jMsRBkd
75,Fragen,Azet,49001,https://open.spotify.com/track/3gs4lX2JSAFc8v8piogE3i
76,lovely,"Billie Eilish",48948,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
77,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",47917,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
78,Lifestyle,LX,47454,https://open.spotify.com/track/5M4IVueKXd2OntcoUHIxdr
79,"Walk Me Home",P!nk,47374,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
80,"Ya Salame",Luciano,47123,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b
81,Moonlight,Gaullin,47060,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW
82,"Be Alright","Dean Lewis",46382,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
83,Fading,"Alle Farben",46072,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
84,ICE,"SHIRIN DAVID",46026,https://open.spotify.com/track/2YC4rnhpt0sTIUcrIRHZSQ
85,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,46018,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
86,"In der Nacht","KC Rebell",46012,https://open.spotify.com/track/6mUGF0w6dkOcEosV0EpKWm
87,"Guadalajara (feat. Summer Cem)",Bausa,45993,https://open.spotify.com/track/0UtKZM25fa8kqy1k3sCiXG
88,"Wild Stare","Giant Rooks",45553,https://open.spotify.com/track/2SClPoLfPJmwrr3EyfgRTS
89,Happier,Marshmello,45497,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
90,"Talk (feat. Disclosure)",Khalid,45497,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
91,"Body (feat. brando)","Loud Luxury",45097,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
92,"Without Me",Halsey,44544,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
93,"you should see me in a crown","Billie Eilish",44505,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
94,"3 Nights","Dominic Fike",44231,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
95,"Never Go Back","Dennis Lloyd",44009,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
