,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",270522,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,Eiskalt,Loredana,259903,https://open.spotify.com/track/52UVKsw31NTOCTNPTpwbFJ
3,Nummer,Ufo361,194807,https://open.spotify.com/track/7HCTUZPqclRvsiefXWwyFz
4,Neptun,"KC Rebell",173641,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
5,Tilidin,"Capital Bra",156980,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
6,"Beautiful People (feat. Khalid)","Ed Sheeran",146424,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
7,"Jetzt rufst du an",Loredana,139059,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",134463,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
9,"Piece Of Your Heart",MEDUZA,131903,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
10,"Wieder Lila",Samra,131144,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
11,"bad guy","Billie Eilish",128321,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
12,"Run Run Run",Capo,128105,https://open.spotify.com/track/65NX0qTlnZTDYzTypKfOWD
13,Chaos,Mathea,124477,https://open.spotify.com/track/74GrgSGucjqiQ0l7ptknoB
14,Zombie,Samra,121911,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
15,"Du weißt",Trettmann,119588,https://open.spotify.com/track/2e5o25udr5nhMuklOTZUME
16,"Goodbyes (Feat. Young Thug)","Post Malone",116871,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
17,Narcotic,Younotus,113864,https://open.spotify.com/track/7M9w4C8WenlvWfNRAulZOX
18,"Old Town Road - Remix","Lil Nas X",111982,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
19,"Diamonds (feat. Capital Bra)","Summer Cem",110538,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
20,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",109488,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
21,"Rescue Me",OneRepublic,108908,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
22,"boyfriend (with Social House)","Ariana Grande",97463,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
23,Vincent,"Sarah Connor",96940,https://open.spotify.com/track/7vs1Yi6SUphHp0eW6ys8HG
24,"Someone You Loved","Lewis Capaldi",95944,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
25,"Mein Kopf",MERO,89633,https://open.spotify.com/track/4IdkFCIZvHcPmBHTKLP35p
26,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",87396,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
27,"Vermissen (feat. Henning May)",Juju,86502,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
28,"Money Money",Azet,82656,https://open.spotify.com/track/6CI8yUPEpOffkcevzFr7Qs
29,"All Around The World (La La La)",R3HAB,82019,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
30,"Higher Love",Kygo,81449,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
31,Mary,Bausa,81141,https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV
32,"ON OFF (feat. Maître Gims)","SHIRIN DAVID",78865,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
33,"SOS (feat. Aloe Blacc)",Avicii,77249,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
34,"500 PS","Bonez MC",75591,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
35,"Im Film",Luciano,75238,https://open.spotify.com/track/7FGhMXAnM4rHN8zN2eBhXI
36,"Takeaway (feat. Lennon Stella)","The Chainsmokers",73722,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
37,"On Time",Ufo361,72809,https://open.spotify.com/track/4e3VIoNlhRV6seqSAerKtG
38,"Yallah Goodbye (feat. Gringo)","Summer Cem",72586,https://open.spotify.com/track/70zRDnEkOhVb51fZA13khd
39,Shot,Ufo361,71857,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
40,"Calma - Remix","Pedro Capó",70191,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
41,Ransom,"Lil Tecca",68749,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
42,Millionär,"Farid Bang",68063,https://open.spotify.com/track/4W3SluZKfYC7Z0WFF700jo
43,Stars,VIZE,68053,https://open.spotify.com/track/0TId5TSbdcBP32haUV4Aet
44,"All This Love (feat. Harlœ)","Robin Schulz",67211,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV
45,"bad guy (with Justin Bieber)","Billie Eilish",66746,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
46,"Leben vor dem Tod",Sido,66322,https://open.spotify.com/track/1sGorUUJzayxTA5JF2Yt8c
47,"Dance Monkey","Tones And I",65866,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
48,Energie,Sido,65706,https://open.spotify.com/track/13d0lM7B8ermJVn9C1rOTD
49,"Bayram (feat. Elias)","Summer Cem",65076,https://open.spotify.com/track/3FWRHYAN0C050cpvD67Sk2
50,Lalala,Y2K,64345,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
51,Sucker,"Jonas Brothers",63597,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
52,"How Do You Sleep?","Sam Smith",61046,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
