,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Der Bratan bleibt der gleiche","Capital Bra",437523,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP
2,100%,Senidah,314877,https://open.spotify.com/track/58cWbqYLz06X69SqJiYeky
3,Roller,"Apache 207",264209,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
4,"Dance Monkey","Tones And I",256592,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"All I Want for Christmas Is You","Mariah Carey",218342,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,"Last Christmas",Wham!,199733,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
7,"Skifahren (feat. Joshi Mizu)","The Cratez",177085,https://open.spotify.com/track/1E1YyZjbteIz2XQyLvtRxD
8,110,"Capital Bra",145947,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
9,Hayabusa,"Miami Yacine",137553,https://open.spotify.com/track/5bWb0lSKQzqlRbq6lonxl7
10,"Santa Tell Me","Ariana Grande",137354,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
11,Falling,"Trevor Daniel",134972,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,KARMA,Nimo,131862,https://open.spotify.com/track/6oX9RuILbVIglevEhbg8iM
13,"Driving Home for Christmas - 2019 Remaster","Chris Rea",130223,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
14,Bietigheimication,RIN,130143,https://open.spotify.com/track/6zBgWdmXjYFGR5HqjSBHru
15,"Wieso tust Du dir das an?","Apache 207",128187,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89
16,"Merry Christmas Everyone","Shakin' Stevens",126620,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
17,"everything i wanted","Billie Eilish",125041,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
18,Sorry,Veysel,124127,https://open.spotify.com/track/4usaWLgpOAmNT8RLWVmNiB
19,"Puta Madre - Bonustrack","RAF Camora",123557,https://open.spotify.com/track/0bg9us6qbMWTAMSF3y4egO
20,"200 km/h","Apache 207",122313,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q
21,ROXANNE,"Arizona Zervas",117988,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
22,2002,Sido,111308,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
