,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",341296,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Tilidin,"Capital Bra",306983,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
3,"Jetzt rufst du an",Loredana,281543,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
4,"Wieder Lila",Samra,197840,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
5,"Yallah Goodbye (feat. Gringo)","Summer Cem",193973,https://open.spotify.com/track/70zRDnEkOhVb51fZA13khd
6,"I Don't Care (with Justin Bieber)","Ed Sheeran",183816,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
7,"Diamonds (feat. Capital Bra)","Summer Cem",177566,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
8,Shot,Ufo361,168644,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
9,"Goodbyes (Feat. Young Thug)","Post Malone",168468,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
10,"bad guy","Billie Eilish",168352,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11,"Beautiful People (feat. Khalid)","Ed Sheeran",157435,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
12,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",153733,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
13,"ON OFF (feat. Maître Gims)","SHIRIN DAVID",148276,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
14,"Piece Of Your Heart",MEDUZA,117729,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"Im Plus",Luciano,117130,https://open.spotify.com/track/4HzB8cumQgivTBscS2b487
16,"Rescue Me",OneRepublic,116342,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
17,"Royal Rumble",Kalazh44,115217,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y
18,"Vermissen (feat. Henning May)",Juju,112240,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
19,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",106905,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
20,Vincent,"Sarah Connor",101693,https://open.spotify.com/track/7vs1Yi6SUphHp0eW6ys8HG
21,"Someone You Loved","Lewis Capaldi",101371,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,"SOS (feat. Aloe Blacc)",Avicii,96955,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
23,"La Haine",Luciano,95101,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ
24,"kOMm zU hYPnOTizE",Dardan,94051,https://open.spotify.com/track/2Gioh12sRWq3iM23hbcPxU
25,Rolex,"Capital Bra",92092,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
26,"All Around The World (La La La)",R3HAB,90819,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
27,Mary,Bausa,89773,https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV
28,Labyrinth,Loredana,89159,https://open.spotify.com/track/1mLBX54nL0dwn54jesMXGU
29,"weR mAChT PaRA 2",Dardan,88635,https://open.spotify.com/track/2nvmHDiEWXRzS6FUDzUhVL
30,"500 PS","Bonez MC",82222,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
31,"Call You Mine","The Chainsmokers",79522,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
32,"Old Town Road","Lil Nas X",78646,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
33,Sucker,"Jonas Brothers",78189,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
34,"Con Calma","Daddy Yankee",78086,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
35,NENENE,Fero47,77588,https://open.spotify.com/track/5AiqL0ezAAauDuVK5EJvXU
36,"Maghreb Gang (feat. French Montana & Khaled)","Farid Bang",76452,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY
37,"Never Really Over","Katy Perry",74443,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
38,Chaos,Mathea,74083,https://open.spotify.com/track/74GrgSGucjqiQ0l7ptknoB
39,"If I Can't Have You","Shawn Mendes",73526,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
40,"Cherry Lady","Capital Bra",73321,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
41,"Don't Call Me Up",Mabel,73039,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
42,"Dein Fahrer","Sero El Mero",72362,https://open.spotify.com/track/3pXy4LGgbDzRGQyj506Kfy
43,"Higher Love",Kygo,70638,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
44,"cOcO MAmA",Dardan,70625,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
45,Nautilus,Shindy,70068,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
46,Narcotic,Younotus,69503,https://open.spotify.com/track/7M9w4C8WenlvWfNRAulZOX
47,"Glad You Came",VIZE,69415,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio
48,"All This Love (feat. Harlœ)","Robin Schulz",69347,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV
49,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",68860,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
50,Olabilir,MERO,68443,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo
51,"100 Round Drum",LX,68349,https://open.spotify.com/track/1ItPzUiqRo9GU0y2bnoxnG
52,Vintage,RIN,67352,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm
53,"One Thing Right",Marshmello,66847,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
54,Portofino,"Leon Machère",65868,https://open.spotify.com/track/0eQnRxB0jS7uG3sLNpYoMB
55,Panini,"Lil Nas X",64665,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
56,Prinzessa,"Capital Bra",63765,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti
57,DNA,"KC Rebell",61826,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0
58,"Mad Love",Mabel,61640,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
59,"You Need To Calm Down","Taylor Swift",61106,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
60,"Never Go Back","Dennis Lloyd",59956,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
61,"Irina Shayk",Ufo361,59207,https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1
62,"Calma - Remix","Pedro Capó",59014,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
63,"Bad Liar","Imagine Dragons",58077,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
64,"Money In The Grave (Drake ft. Rick Ross)",Drake,57509,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
65,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",57281,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
66,"Bittersweet Symphony (feat. Emily Roberts)","GAMPER & DADONI",57228,https://open.spotify.com/track/6sYJuVcEu4gFHmeTLdHzRz
67,Badewanne,"KC Rebell",57205,https://open.spotify.com/track/4qUjPb9J51kZ0PrGZWtpVc
68,"Wir ticken","Capital Bra",56943,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng
69,Unforgettable,"Nico Santos",55682,https://open.spotify.com/track/30f7TNgvsS1AWtyuVqMucH
70,"Marlboro Rot",Samra,55265,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H
71,"3 Nights","Dominic Fike",55010,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
72,Lalala,Y2K,54786,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
73,Barrio,Olexesh,54705,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r
74,Benzema,"Capital Bra",54071,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40
75,"Let Me Down Slowly","Alec Benjamin",54002,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
76,"Hellwach (feat. Jamule & MoTrip)","PA Sports",53705,https://open.spotify.com/track/5vXpHfsHhBQRVv4w8uq2Bn
77,2x,Mathea,53459,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
78,"Letzte Träne","Kontra K",52306,https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468
79,"Herr Inspektor","Seiler und Speer",52154,https://open.spotify.com/track/2LoIqZWtpAo92Dp3d5WiZB
80,"Sweet but Psycho","Ava Max",52071,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
81,"What I Like About You (feat. Theresa Rex)","Jonas Blue",52060,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
82,"Hi Babe",Juju,51147,https://open.spotify.com/track/6erIvryBSsAdebNU4a7Mrs
83,EFH,Shindy,50329,https://open.spotify.com/track/1fsaruaCPeyVquN9iQLHzX
84,"a miLLy",Dardan,50092,https://open.spotify.com/track/6kpOQJOBX0TjGkJk7oX7Pw
85,Stars,VIZE,49649,https://open.spotify.com/track/0TId5TSbdcBP32haUV4Aet
86,"Bye Bye","Capital Bra",49359,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb
87,"In My Mind",Dynoro,49274,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
88,"Best Part of Me (feat. YEBBA)","Ed Sheeran",49136,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX
89,"High Hopes","Panic! At The Disco",48774,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
90,Kokain,"Bonez MC",48745,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
91,"Go Loko (feat. Tyga, Jon Z)",YG,48461,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
92,"World At Our Feet","Timmy Trumpet",48252,https://open.spotify.com/track/4Bl3vhxLgSmTxbHTFR7eyd
93,"Back to the Start","Michael Schulte",48086,https://open.spotify.com/track/2i2JtDSr6GbkRpTToH15SN
94,Cabrio,"Yung Hurn",47745,https://open.spotify.com/track/40KdBH4W22BLxr6emgBIry
95,Yapma,"C ARMA",47567,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa
96,"Money (feat. Kazad)",Fero47,47077,https://open.spotify.com/track/7LVb4ZljO7779lokwBu9w4
97,"Wie im Traum","Ardian Bujupi",47022,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
98,Sixteen,"Ellie Goulding",46634,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
99,"Blei (feat. Veysel)","Kontra K",46315,https://open.spotify.com/track/0Cy2x4vkNHiZ2Z3XiZE5Yu
100,Harami,Samra,45714,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
101,"It's You","Ali Gatie",45681,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
102,"Wolke 10",MERO,45678,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
103,"Mother's Daughter","Miley Cyrus",45473,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
104,Feuer,Olexesh,45297,https://open.spotify.com/track/5Hrk6R4O2pgcdbDUK54nfn
105,Shallow,"Lady Gaga",45182,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
106,"La Libertad","Alvaro Soler",45100,https://open.spotify.com/track/3DsLBZjoU5AYxZXsepHtsW
107,Ghetto,Samra,44712,https://open.spotify.com/track/5h10tw9LYCWPFgqJttM2U0
108,Quarterback,"KC Rebell",43938,https://open.spotify.com/track/0WGG3xWyW6AlXOaW6CHu4A
109,"don't lie to me",Lena,43351,https://open.spotify.com/track/6hyl5rtrQw0FyGOWueYQsd
110,"The London (feat. J. Cole & Travis Scott)","Young Thug",43036,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
111,Malediven,MERO,42804,https://open.spotify.com/track/0H0MIfeqip6GKmafftx7kC
112,"when the party's over","Billie Eilish",42786,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
113,"Gib Ihm","SHIRIN DAVID",42389,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
114,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",42386,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
115,Pinocchio,Mozzik,42272,https://open.spotify.com/track/5qnQkyqNBUkO7t72EytFxi
116,"Perfekt (feat. Sofiane)","RAF Camora",42145,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
117,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,42134,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
118,tuansackl,"Pizzera & Jaus",41959,https://open.spotify.com/track/1wvzrtBMIamWWTESBSXuIe
119,Alleen,"KC Rebell",41801,https://open.spotify.com/track/0geta4Y77R76wvOVlGWnsl
120,"Blackberry Sky",Eno,41748,https://open.spotify.com/track/11rBlJlRoWNj69twOOki03
121,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,41687,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
122,"bury a friend","Billie Eilish",41643,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
123,"So Am I","Ava Max",41636,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
