,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",457785,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"Puta Madre","RAF Camora",399597,https://open.spotify.com/track/6cHxkkZ3TZUKsjd13pIO1p
3,110,"Capital Bra",321737,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
4,Roller,"Apache 207",305679,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo
5,"Honda Civic","The Cratez",213940,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud
6,"HIGHEST IN THE ROOM","Travis Scott",210653,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
7,"Berlin lebt wie nie zuvor","Capital Bra",196970,https://open.spotify.com/track/2pfio0uHpT4USTPBNeTIWo
8,"200 km/h","Apache 207",178171,https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2
9,2002,Sido,172377,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
10,Adriana,"RAF Camora",151383,https://open.spotify.com/track/4G3gFk4oyvt8klQEVJBzea
11,Tilidin,"Capital Bra",141554,https://open.spotify.com/track/0Dlcu2fgHklOnajVu2dUNU
12,Huracan,Samra,132851,https://open.spotify.com/track/6AFIVhbJLR7YVvW9fLFMu1
13,Circles,"Post Malone",129349,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,"Wir sind Kral",Ufo361,121976,https://open.spotify.com/track/44Fc0oSgRn1MFwu18TcY8S
15,Señorita,"Shawn Mendes",120596,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
16,"Kein Plan",Loredana,120113,https://open.spotify.com/track/2d3WpbJFBND2vwMJyULdfU
17,"Summer Cem (feat. Luciano)","Summer Cem",116456,https://open.spotify.com/track/3QIrkRSTz3yPd44HzN6qJr
18,"hot girl bummer",blackbear,115492,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
19,"Beautiful People (feat. Khalid)","Ed Sheeran",113366,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
20,"Lieber Gott","Capital Bra",110150,https://open.spotify.com/track/1vbkGTBLNJYRvT5GJlWXLf
21,Eiskalt,Loredana,107288,https://open.spotify.com/track/5sMugAU31Ug5SAUUbhBIKU
22,Fabergé,RIN,106740,https://open.spotify.com/track/7lnQCEtaDJeMZN75siSxLc
23,"bad guy","Billie Eilish",105329,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,"Im Rhythmus gefangen",Capo,105046,https://open.spotify.com/track/6gKOawgWqBvLXpKMp1307L
25,"Puta Madre - Long Version","RAF Camora",100939,https://open.spotify.com/track/5NODKGJfR0ztEHlmOZqdVu
26,"Someone You Loved","Lewis Capaldi",99996,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
27,"Wieder Lila",Samra,95830,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
28,Genick,Loredana,95788,https://open.spotify.com/track/1AGjF8pckOxTGeb5zubyqH
29,Lowrider,KALIM,89628,https://open.spotify.com/track/6zltHqh8Xjg6Rr6skelFdm
30,"Nummer 1","Capital Bra",88285,https://open.spotify.com/track/3ME2RHvx9JyVQjFFMbLIvt
31,"Lights Up","Harry Styles",88056,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
32,Memories,"Maroon 5",87481,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
33,"Purple Rain","Capital Bra",87424,https://open.spotify.com/track/5BQwQDyMKyo4GCV7cDId21
34,Better,Lena,87017,https://open.spotify.com/track/5Pwu8NkDhEkObPp8TvHMUn
35,"Takeaway (feat. Lennon Stella)","The Chainsmokers",84167,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
36,Chaos,Mathea,82438,https://open.spotify.com/track/74GrgSGucjqiQ0l7ptknoB
37,"Piece Of Your Heart",MEDUZA,79180,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
38,"Higher Love",Kygo,77138,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
39,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",77027,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
40,"UP IN SMOKE",RIN,75889,https://open.spotify.com/track/01vR5Z7AHinp9D2wu2BNQS
41,"I Don't Care (with Justin Bieber)","Ed Sheeran",75775,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
42,"10,000 Hours (with Justin Bieber)","Dan + Shay",74775,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
43,"Rescue Me",OneRepublic,74233,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
44,"500 PS","Bonez MC",74189,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
45,"Mr. Miyagi","Capital Bra",70174,https://open.spotify.com/track/7gIORSoIKw1q4BtD9xLv6K
46,"Goodbyes (Feat. Young Thug)","Post Malone",69675,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
47,Vendetta,"RAF Camora",69624,https://open.spotify.com/track/28r8yfatcoOTY7ZjqhKaJM
48,"Ride It",Regard,68699,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
49,Zombie,Samra,68686,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
50,Outnumbered,"Dermot Kennedy",68390,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE
51,"So alleine","Capital Bra",67835,https://open.spotify.com/track/3tvgQvCRAzZrVelEy3ca0t
52,Lalala,Y2K,67803,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
53,"Jetzt rufst du an",Loredana,66715,https://open.spotify.com/track/46QHfb0an5B7cgHRfuDHas
54,MONEYHONEYDRIP,Jamule,66032,https://open.spotify.com/track/7uj8AUQSUg8ZAzabYLwt8f
55,Instagram,"Dimitri Vegas & Like Mike",65873,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
56,Primetime,"Summer Cem",65220,https://open.spotify.com/track/1pUaqU8EUStLTqERPzcp3O
57,"Diamonds (feat. Capital Bra)","Summer Cem",63194,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
58,gENAuSo,Dardan,62177,https://open.spotify.com/track/5nmVf5dSgH4A25qsev28Mi
