,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Capital Bra je m'appelle","Capital Bra",269654,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz
2,DNA,"KC Rebell",249454,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq
3,Ferrari,Eno,227068,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
4,Prinzessa,"Capital Bra",202496,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
5,"Gib Ihm","SHIRIN DAVID",192939,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
6,Fragen,Azet,187926,https://open.spotify.com/track/26pr9oLIVAc1L62F2exIRT
7,"Sweet but Psycho","Ava Max",147307,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"Hobby Hobby",MERO,145800,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT
9,"7 rings","Ariana Grande",145317,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
10,"500 PS","Bonez MC",141204,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
11,2x,Mathea,139023,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
12,Benzema,"Capital Bra",135302,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
13,"High Hopes","Panic! At The Disco",122342,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
14,"Speechless (feat. Erika Sirola)","Robin Schulz",114528,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
15,"Hallo Hallo",Azet,113860,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh
16,"break up with your girlfriend, i'm bored","Ariana Grande",113641,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
17,"Tausend Tattoos",Sido,112118,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
18,"Baller los",MERO,110368,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
19,Shallow,"Lady Gaga",108545,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,"ROMEO & JULIET",Loredana,106267,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y
21,Kokain,"Bonez MC",104547,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
22,"bury a friend","Billie Eilish",103285,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
23,"Giant (with Rag'n'Bone Man)","Calvin Harris",99414,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
24,Fading,"Alle Farben",94015,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
25,"Perfekt (feat. Sofiane)","RAF Camora",93189,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
26,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,90403,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
27,"Without Me",Halsey,90096,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
28,Wow.,"Post Malone",89733,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
29,JAJA,Fero47,87914,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
30,Leyla,Nimo,87355,https://open.spotify.com/track/08OFGhKf7mK1BGhzMtXaqo
31,Happier,Marshmello,83438,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
32,DODI,Shindy,79539,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
33,"Say My Name","David Guetta",77769,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
34,"Be Alright","Dean Lewis",73974,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
35,"i'm so tired...",Lauv,73011,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
36,"In My Mind",Dynoro,70639,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
37,Cataleya,Samra,70284,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
38,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",KitschKrieg,68064,https://open.spotify.com/track/1rciHe0jRJnF3J6CuAwOH0
39,"WTF (feat. Amber Van Day)",HUGEL,67516,https://open.spotify.com/track/0gn93i7HJt0calph67R5Wu
40,"So Close",NOTD,67384,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
41,"Nummer unterdrückt","Bonez MC",67213,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI
