,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Ferrari,Eno,445629,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
2,Prinzessa,"Capital Bra",275996,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
3,"Hallo Hallo",Azet,227385,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh
4,"7 rings","Ariana Grande",208380,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
5,"Hobby Hobby",MERO,207058,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT
6,"Sweet but Psycho","Ava Max",171543,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"break up with your girlfriend, i'm bored","Ariana Grande",170914,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
8,"ROMEO & JULIET",Loredana,164788,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y
9,Benzema,"Capital Bra",160514,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
10,"bury a friend","Billie Eilish",135374,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
11,"High Hopes","Panic! At The Disco",131343,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
12,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",KitschKrieg,130216,https://open.spotify.com/track/1rciHe0jRJnF3J6CuAwOH0
13,"Tausend Tattoos",Sido,128804,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
14,"Baller los",MERO,125561,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
15,"Speechless (feat. Erika Sirola)","Robin Schulz",124307,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
16,DODI,Shindy,120611,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
17,2x,Mathea,119258,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
18,JAJA,Fero47,118900,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
19,"Without Me",Halsey,104716,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"500 PS","Bonez MC",103506,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
21,Wow.,"Post Malone",102292,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
22,Happier,Marshmello,96983,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
23,Fading,"Alle Farben",96570,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
24,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,96537,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
25,"Giant (with Rag'n'Bone Man)","Calvin Harris",92040,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
26,Hasso,"KC Rebell",91763,https://open.spotify.com/track/3TN6azWcvHM18VxhYVB1AG
27,"Wenn die Sonne untergeht",Azet,90884,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb
28,"Be Alright","Dean Lewis",87315,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
29,"Perfekt (feat. Sofiane)","RAF Camora",85652,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
30,"thank u, next","Ariana Grande",82006,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
31,Cataleya,Samra,79141,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
32,Shallow,"Lady Gaga",77589,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
33,Kokain,"Bonez MC",75661,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
