,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Nummer,Ufo361,307702,https://open.spotify.com/track/7HCTUZPqclRvsiefXWwyFz
2,Señorita,"Shawn Mendes",287742,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Neptun,"KC Rebell",228821,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
4,Tilidin,"Capital Bra",176211,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
5,Zombie,Samra,169952,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
6,"Mein Kopf",MERO,159599,https://open.spotify.com/track/4IdkFCIZvHcPmBHTKLP35p
7,"Jetzt rufst du an",Loredana,154207,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
8,"Beautiful People (feat. Khalid)","Ed Sheeran",152090,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,"I Don't Care (with Justin Bieber)","Ed Sheeran",146884,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
10,"Money Money",Azet,140086,https://open.spotify.com/track/6CI8yUPEpOffkcevzFr7Qs
11,"Wieder Lila",Samra,138015,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
12,"bad guy","Billie Eilish",134931,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,"Goodbyes (Feat. Young Thug)","Post Malone",124503,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
14,"Piece Of Your Heart",MEDUZA,120902,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"Diamonds (feat. Capital Bra)","Summer Cem",115690,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
16,"Old Town Road - Remix","Lil Nas X",114486,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
17,"Rescue Me",OneRepublic,114260,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
18,Chaos,Mathea,109502,https://open.spotify.com/track/74GrgSGucjqiQ0l7ptknoB
19,Narcotic,Younotus,102724,https://open.spotify.com/track/7M9w4C8WenlvWfNRAulZOX
20,Vincent,"Sarah Connor",100427,https://open.spotify.com/track/7vs1Yi6SUphHp0eW6ys8HG
21,"Im Film",Luciano,99885,https://open.spotify.com/track/7FGhMXAnM4rHN8zN2eBhXI
22,"On Time",Ufo361,99599,https://open.spotify.com/track/4e3VIoNlhRV6seqSAerKtG
23,"Someone You Loved","Lewis Capaldi",95191,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
24,Energie,Sido,93989,https://open.spotify.com/track/13d0lM7B8ermJVn9C1rOTD
25,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",93520,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
26,"Bayram (feat. Elias)","Summer Cem",91596,https://open.spotify.com/track/3FWRHYAN0C050cpvD67Sk2
27,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",88605,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
28,"ON OFF (feat. Maître Gims)","SHIRIN DAVID",87884,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
29,"Vermissen (feat. Henning May)",Juju,87186,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz
30,Mary,Bausa,85180,https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV
31,"Yallah Goodbye (feat. Gringo)","Summer Cem",85041,https://open.spotify.com/track/70zRDnEkOhVb51fZA13khd
32,"All Around The World (La La La)",R3HAB,84009,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
33,Shot,Ufo361,83638,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
34,"SOS (feat. Aloe Blacc)",Avicii,80963,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
35,Raffaello,Shindy,78627,https://open.spotify.com/track/7GGhY0m7PZ408BYVXgXtjt
36,"500 PS","Bonez MC",78559,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
37,"GUCCI GIRL","Katja Krasavice",77793,https://open.spotify.com/track/00gv2BypA7ieovRSsD7rO8
38,"Higher Love",Kygo,73256,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
39,"Takeaway (feat. Lennon Stella)","The Chainsmokers",72566,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
40,"Calma - Remix","Pedro Capó",71072,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
41,"All This Love (feat. Harlœ)","Robin Schulz",68453,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV
42,Stars,VIZE,67832,https://open.spotify.com/track/0TId5TSbdcBP32haUV4Aet
43,"bad guy (with Justin Bieber)","Billie Eilish",67507,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
44,kAdaLe,Dardan,66710,https://open.spotify.com/track/18VRnJOBksZVjCwwvMazA3
45,"How Do You Sleep?","Sam Smith",66615,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
46,"Royal Rumble",Kalazh44,66588,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y
47,Sucker,"Jonas Brothers",66515,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
48,"Con Calma","Daddy Yankee",65025,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
49,"Never Really Over","Katy Perry",64842,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
50,"Antisocial (with Travis Scott)","Ed Sheeran",62018,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
51,Lalala,Y2K,61677,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
52,"Herr Inspektor","Seiler und Speer",61135,https://open.spotify.com/track/6ofn7B56ZwvBvayGOdKjIY
53,"La Haine",Luciano,60193,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ
54,Rolex,"Capital Bra",60040,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
55,"Don't Call Me Up",Mabel,59674,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
56,Berlin,"AK AUSSERKONTROLLE",57203,https://open.spotify.com/track/5ghEGcYzpiC6sXeboeJMKn
57,"Let Me Down Slowly","Alec Benjamin",56757,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
58,"If I Can't Have You","Shawn Mendes",56702,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
59,"Cherry Lady","Capital Bra",56023,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
60,Nautilus,Shindy,55599,https://open.spotify.com/track/4qOTcNt9fUBA1PhA2VFg8W
61,"Glad You Came",VIZE,55090,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio
62,"Mad Love",Mabel,54921,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
63,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",54772,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
