,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wieder Lila",Samra,557324,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
2,Nautilus,Shindy,237203,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
3,"I Don't Care (with Justin Bieber)","Ed Sheeran",234905,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
4,"Gib Gas",Ufo361,228701,https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0
5,"Vermissen (feat. Henning May)",Juju,224303,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ
6,"Letzte Träne","Kontra K",210097,https://open.spotify.com/track/64A5aseVdsvdNOjobGQclN
7,"bad guy","Billie Eilish",192151,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
8,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",158129,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
9,"Fliegst Du mit","SHIRIN DAVID",153673,https://open.spotify.com/track/7d5OMedGbW3CZwFfiNMGeI
10,Rolex,"Capital Bra",149740,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
11,SOS,Avicii,139671,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
12,"Old Town Road","Lil Nas X",134058,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
13,"Cherry Lady","Capital Bra",130644,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h
14,Ghetto,Samra,130441,https://open.spotify.com/track/5h10tw9LYCWPFgqJttM2U0
15,"Someone You Loved","Lewis Capaldi",124974,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"If I Can't Have You","Shawn Mendes",109459,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
17,"cOcO MAmA",Dardan,107468,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
18,Perdono,LX,105167,https://open.spotify.com/track/6vqwNBT87x37nNvfmuNTaJ
19,Mary,Bausa,102990,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH
20,"Don't Call Me Up",Mabel,98693,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
21,Soldi,Mahmood,97878,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
22,sOrrY,Dardan,96082,https://open.spotify.com/track/3NhRXvQITM1OFwSpsMOYxx
23,"Wir ticken","Capital Bra",94646,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng
24,Prinzessa,"Capital Bra",92769,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti
25,Quarterback,"KC Rebell",92070,https://open.spotify.com/track/0WGG3xWyW6AlXOaW6CHu4A
26,Harami,Samra,90564,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
27,"Blei (feat. Veysel)","Kontra K",90129,https://open.spotify.com/track/5kLUig6aFQQzY1n2TKzzYD
28,"Con Calma","Daddy Yankee",89956,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
29,DNA,"KC Rebell",89723,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0
30,Sucker,"Jonas Brothers",88334,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
31,Barrio,Olexesh,87731,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r
32,"Ohne Sinn","Sero El Mero",86245,https://open.spotify.com/track/7KO3iofeNz34vOQgSnKuU1
33,2x,Mathea,84599,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
34,"500 PS","Bonez MC",84263,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
35,"Bad Liar","Imagine Dragons",83646,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
36,Next,Ufo361,83443,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4
37,"Wie im Traum","Ardian Bujupi",82642,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS
38,"Immer auf der Straße (feat. GZUZ)","18 Karat",79574,https://open.spotify.com/track/75BkOj9E4rIerxcXwFMcsX
39,Affalterbach,Shindy,79480,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw
40,"Wolke 10",MERO,77250,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
41,"Sweet but Psycho","Ava Max",77088,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
42,"ZEIG DICH",Rammstein,75869,https://open.spotify.com/track/3d3k8g4GTVx9EFIFlOZOEX
43,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",73405,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
44,"Blackberry Sky",Eno,72235,https://open.spotify.com/track/11rBlJlRoWNj69twOOki03
45,AUSLÄNDER,Rammstein,71508,https://open.spotify.com/track/7j43FohbLVulScL7S9sQZk
46,"Bye Bye","Capital Bra",70927,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb
47,"Wie Papa",Sido,70718,https://open.spotify.com/track/1qr2aRlz6DfGg5jjcUTW9y
48,Benzema,"Capital Bra",70692,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40
49,DEUTSCHLAND,Rammstein,67519,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
50,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",67281,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
51,Alleen,"KC Rebell",67189,https://open.spotify.com/track/0geta4Y77R76wvOVlGWnsl
52,"bury a friend","Billie Eilish",66814,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
53,"Rescue Me",OneRepublic,66744,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
54,PUPPE,Rammstein,66190,https://open.spotify.com/track/2iFgHPoa7FNHwgLnjXzu7F
55,"High Hopes","Panic! At The Disco",66023,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
56,"So Am I","Ava Max",65398,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
57,"i'm so tired...",Lauv,63986,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
58,"Shoote ma Shoote",Samra,63982,https://open.spotify.com/track/7FOQJQcTDqzXZJ72hZikCl
59,"Gib Ihm","SHIRIN DAVID",61697,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
60,Arcade,"Duncan Laurence",61243,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
61,Shallow,"Lady Gaga",60800,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
62,"Puerto Rico",Fero47,60617,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
63,"1K Shotz",SosMula,59637,https://open.spotify.com/track/2WueTxY1xyhYzGfDEq2eDX
64,RADIO,Rammstein,57821,https://open.spotify.com/track/5vZ4IeUenK2cHub2d7yfWk
65,SEX,Rammstein,57748,https://open.spotify.com/track/15f16lrsDzFeNpHYBTzHLI
66,Earth,"Lil Dicky",57562,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
67,"Never Go Back","Dennis Lloyd",56523,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
68,"3 Nights","Dominic Fike",56084,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
69,Nightmare,Halsey,55892,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
70,"Herr Inspektor","Seiler und Speer",55533,https://open.spotify.com/track/2LoIqZWtpAo92Dp3d5WiZB
71,"when the party's over","Billie Eilish",55511,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
72,"Here With Me",Marshmello,54172,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
73,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,53704,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
74,"don't lie to me",Lena,53693,https://open.spotify.com/track/6hyl5rtrQw0FyGOWueYQsd
75,"She Got Me","Luca Hänni",53163,https://open.spotify.com/track/6TNK1SFt77MvTFoiTloiFQ
76,"Homicide (feat. Eminem)",Logic,53132,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
77,Kokain,"Bonez MC",52666,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
78,"WAS ICH LIEBE",Rammstein,52233,https://open.spotify.com/track/4anzVbFPUuZTw0KQeZ0qnu
79,EARFQUAKE,"Tyler, The Creator",51365,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
80,"We’re Going to Ibiza!",Vengaboys,51356,https://open.spotify.com/track/0b8PKDeFc2T5u9cRbLLv2r
81,"Speechless (feat. Erika Sirola)","Robin Schulz",51347,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
82,"Truth Hurts",Lizzo,51217,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
83,"Bella Donna","Pietro Lombardi",50754,https://open.spotify.com/track/3v9OYjvyB1tJ9sMrZIlfcz
84,"Pass auf wen du liebst",Ufo361,50182,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1
85,"Piece Of Your Heart",MEDUZA,49886,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
86,"In My Mind",Dynoro,49848,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
87,DIAMANT,Rammstein,49363,https://open.spotify.com/track/1UZs9dauJnxrqYxMIzxnwC
88,Wow.,"Post Malone",48632,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
89,"Perfekt (feat. Sofiane)","RAF Camora",48571,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
90,"Baller los",MERO,48039,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB
91,TATTOO,Rammstein,47998,https://open.spotify.com/track/6X5zsgjDlssIkv0sVYZgx1
92,"WEIT WEG",Rammstein,47876,https://open.spotify.com/track/0sMmtnF7by7WPNeRXCam9H
93,"Capital Bra je m'appelle","Capital Bra",47359,https://open.spotify.com/track/5bAZzGAgjY3SZHmciyh8h7
94,"7 rings","Ariana Grande",46292,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
95,"Let Me Down Slowly","Alec Benjamin",46078,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
