,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Cherry Lady","Capital Bra",591607,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB
2,"Wir ticken","Capital Bra",325878,https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE
3,"Blackberry Sky",Eno,297629,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j
4,"Puerto Rico",Fero47,293740,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP
5,"Pass auf wen du liebst",Ufo361,283457,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1
6,"Wolke 10",MERO,275393,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2
7,"Ya Salame",Luciano,256018,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b
8,Alleen,"KC Rebell",235605,https://open.spotify.com/track/3UDsmMZsEMsvM82OcdqJWu
9,Affalterbach,Shindy,174647,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw
10,2x,Mathea,160430,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw
11,"Jay Jay",MERO,159943,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ
12,DNA,"KC Rebell",157746,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq
13,Prinzessa,"Capital Bra",155651,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
14,"Gib Ihm","SHIRIN DAVID",133914,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs
15,"Hobby Hobby",MERO,131898,https://open.spotify.com/track/0dmrz4V5kiezQAqQ3VqGob
16,"Capital Bra je m'appelle","Capital Bra",123412,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz
17,Benzema,"Capital Bra",119791,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
18,"Sweet but Psycho","Ava Max",118741,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
19,"500 PS","Bonez MC",116659,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
20,"Baller los",MERO,115337,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB
21,Sucker,"Jonas Brothers",108076,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
22,Ferrari,Eno,106909,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
23,"High Hopes","Panic! At The Disco",100559,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
24,"Speechless (feat. Erika Sirola)","Robin Schulz",98577,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
25,"7 rings","Ariana Grande",97309,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
26,"Giant (with Rag'n'Bone Man)","Calvin Harris",97253,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
27,Dunkel,Nimo,95001,https://open.spotify.com/track/7oucWf5O0GQOdUWTAIGP9u
28,"Con Calma","Daddy Yankee",94622,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
29,"i'm so tired...",Lauv,90196,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
30,"Wie Buffon",MERO,87718,https://open.spotify.com/track/09Yoq7UUSqh9aJSBoRMDfA
31,"Perfekt (feat. Sofiane)","RAF Camora",87174,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
32,Fragen,Azet,84765,https://open.spotify.com/track/3gs4lX2JSAFc8v8piogE3i
33,"Bad Liar","Imagine Dragons",82810,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
34,"Don't Call Me Up",Mabel,82220,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
35,Fading,"Alle Farben",81857,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
36,Shallow,"Lady Gaga",81198,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
