,Position,Track Name,Artist,Streams,URL,Week,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,valence,year
78,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.721,['M1ND'],0.17300000000000001,149697.0,0.0255,0.0,7d3KZr4HSC2Pt3r4a9Jx91,0.893,1.0,0.109,-31.796999999999997,1.0,61.0,2019-12-15,0.046,124.49,0.336,2019.0
79,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.556,['XXXTENTACION'],0.9209999999999999,135090.0,0.537,1.0,0JP9xo3adEtGSdUEISiszL,0.00404,9.0,0.102,-5.723,0.0,85.0,2018-03-16,0.0804,128.009,0.711,2018.0
80,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.42,['Ariana Grande'],0.633,202360.0,0.41200000000000003,0.0,4TZdeM7zelZGz6JPrXSEZ1,3.57e-06,9.0,0.048,-7.338999999999999,1.0,68.0,2016-05-20,0.0284,102.215,0.214,2016.0
81,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.494,['Ali Gatie'],0.804,228484.0,0.479,0.0,6L4F4btXioJPhEwz6T7YYt,0.0,11.0,0.0994,-6.6610000000000005,1.0,73.0,2019-11-08,0.0321,120.0,0.462,2019.0
82,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.162,['Tribal Seeds'],0.7559999999999999,341280.0,0.539,0.0,5G8xknglIO3jFYIXS34YB2,2.78e-05,0.0,0.373,-8.017000000000001,1.0,56.0,2014-05-13,0.0671,134.951,0.741,2014.0
83,37,Moonlight,XXXTENTACION,10148769,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,01-04,0.273,['Agust D'],0.6890000000000001,163016.0,0.7290000000000001,1.0,5uHrWZqndnheP1qtYr6xGC,0.0,7.0,0.059000000000000004,-5.801,1.0,74.0,2020-05-22,0.225,97.057,0.773,2020.0
84,38,Solo de Mi,Bad Bunny,10096032,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,01-04,0.287,['Bad Bunny'],0.743,197968.0,0.73,1.0,5YOkA7qd2983FtBQnP8sYx,8.1e-05,10.0,0.0778,-4.314,0.0,71.0,2018-12-14,0.125,179.972,0.15,2018.0
85,38,Solo de Mi,Bad Bunny,10096032,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,01-04,0.287,['Bad Bunny'],0.743,197968.0,0.73,1.0,4uP3pUP18ennmz0tb3GphR,8.1e-05,10.0,0.0778,-4.314,0.0,69.0,2018-12-23,0.125,179.972,0.15,2018.0
86,39,Saturday Nights,Khalid,10067968,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-04,0.634,['Khalid'],0.574,211627.0,0.37,0.0,1fHRzxbts9A8J1ergDe7Kz,9.4e-05,10.0,0.0986,-10.802999999999999,1.0,68.0,2019-04-05,0.0841,83.162,0.354,2019.0
87,39,Saturday Nights,Khalid,10067968,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-04,0.606,['Khalid'],0.551,210667.0,0.44,0.0,5kfNriitmkNE8mUbZ7gbq8,3.02e-05,10.0,0.11,-8.559,1.0,76.0,2018-10-18,0.0985,167.923,0.341,2018.0
88,39,Saturday Nights,Khalid,10067968,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-04,0.635,['Khalid'],0.54,209547.0,0.439,0.0,7vGGAJBkHKxKtOnGjQduDV,1.93e-05,10.0,0.0993,-8.591000000000001,1.0,69.0,2018-10-19,0.115,167.908,0.371,2018.0
89,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.8,['Lesley Gore'],0.517,103000.0,0.5710000000000001,0.0,4r5Xt4DhXBG9ksO51gTGLI,0.0,7.0,0.62,-9.466000000000001,1.0,19.0,1964-04-01,0.0519,138.418,0.655,1964.0
90,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.282,['Johnny Thunders'],0.314,167907.0,0.937,0.0,67ecnJIqWYSIKepTpQx8VZ,0.0667,9.0,0.379,-10.243,1.0,24.0,1978,0.0537,142.471,0.24600000000000002,1978.0
91,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.00783,['Tyler Braden'],0.40299999999999997,196592.0,0.617,0.0,6OI4kx6HcKUAgZKGr9IlXg,0.0,0.0,0.14800000000000002,-7.02,0.0,57.0,2018-07-20,0.0337,150.064,0.204,2018.0
92,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.107,['Flipp Dinero'],0.792,195637.0,0.743,1.0,14mHfNsSHN0FbLftyjrV9g,0.0,7.0,0.183,-2.806,1.0,75.0,2018-09-04,0.0851,150.024,0.742,2018.0
93,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.107,['Flipp Dinero'],0.792,195637.0,0.743,1.0,6V7g6qM8wheMivMWrzbPTM,0.0,7.0,0.183,-2.806,1.0,74.0,2019-11-22,0.0851,150.024,0.742,2019.0
94,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.249,['NF'],0.722,308652.0,0.741,0.0,3EtyEzMpfKSaoVhPunvbRV,0.0,1.0,0.151,-3.72,1.0,72.0,2019-07-26,0.19,162.11,0.46,2019.0
95,40,Leave Me Alone,Flipp Dinero,9919193,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-04,0.0038299999999999996,['Circle Jerks'],0.589,80773.0,0.855,0.0,0BOHrlOxCq6g7WkshTGDNe,2.83e-06,2.0,0.221,-8.986,1.0,34.0,1982,0.0489,103.749,0.42100000000000004,1982.0
96,41,Vaina Loca,Ozuna,9610556,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,01-04,0.315,"['Ozuna', 'Manuel Turizo']",0.754,176133.0,0.805,0.0,48zFZh27QU5qsrBjn4C2FA,0.0,6.0,0.203,-4.249,1.0,76.0,2018-08-24,0.0752,93.98200000000001,0.555,2018.0
97,42,Adictiva,Daddy Yankee,9430390,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,01-04,0.29100000000000004,"['Daddy Yankee', 'Anuel AA']",0.7879999999999999,207853.0,0.7709999999999999,0.0,6MJUCumnQsQEKbCy28tbCP,5.6200000000000004e-05,4.0,0.172,-3.2060000000000004,0.0,73.0,2018-11-09,0.0563,99.038,0.701,2018.0
98,43,Youngblood,5 Seconds of Summer,9362217,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,01-04,0.0169,['5 Seconds of Summer'],0.596,203418.0,0.8540000000000001,0.0,2iUXsYOEPhVqEBwsqP70rE,0.0,7.0,0.124,-5.114,0.0,83.0,2018-06-15,0.46299999999999997,120.274,0.152,2018.0
99,43,Youngblood,5 Seconds of Summer,9362217,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,01-04,0.0169,['5 Seconds of Summer'],0.596,203418.0,0.8540000000000001,0.0,55S2PQgSMYAhgoTCcGCDfw,0.0,7.0,0.124,-5.114,0.0,77.0,2018-04-12,0.46299999999999997,120.274,0.152,2018.0
100,44,Wake Up in the Sky,Gucci Mane,9333229,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,01-04,0.00381,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']",0.8,204665.0,0.578,1.0,0QIjsbm2fh1cJ45XO9eGqq,0.0,4.0,0.359,-5.144,0.0,77.0,2018-09-14,0.0485,143.01,0.3670000000000001,2018.0
101,44,Wake Up in the Sky,Gucci Mane,9333229,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,01-04,0.00381,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']",0.8,203161.0,0.578,1.0,2G1tXoGBaEMJ7FKGnkf6ud,0.0,4.0,0.3670000000000001,-5.144,0.0,71.0,2018-12-07,0.0485,143.01,0.3670000000000001,2018.0
102,45,whoa (mind in awe),XXXTENTACION,9309724,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,01-04,0.653,['XXXTENTACION'],0.735,157777.0,0.525,0.0,7pdF27mSDuPWhppnHAmWHa,0.9179999999999999,6.0,0.10099999999999999,-2.9389999999999996,0.0,74.0,2018-12-07,0.0441,160.14700000000005,0.369,2018.0
103,46,Taste (feat. Offset),Tyga,9201890,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,01-04,0.0236,"['Tyga', 'Offset']",0.884,232959.0,0.5589999999999999,1.0,5IaHrVsrferBYDm0bDyABy,0.0,0.0,0.10099999999999999,-7.442,1.0,80.0,2018-05-16,0.12,97.994,0.342,2018.0
104,46,Taste (feat. Offset),Tyga,9201890,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,01-04,0.0293,"['Tyga', 'Offset']",0.866,229210.0,0.613,1.0,2toVe5hfuIi97ytDPDbQFt,0.0,0.0,0.10400000000000001,-6.385,1.0,72.0,2019-06-07,0.151,98.001,0.359,2019.0
105,47,monster,21 Savage,9056278,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,01-04,0.158,['21 Savage'],0.89,233040.0,0.607,1.0,2FUNBaa5DwItJtYEBgAblU,0.00022799999999999999,9.0,0.11800000000000001,-6.916,0.0,68.0,2018-12-21,0.124,134.02200000000002,0.22399999999999998,2018.0
106,48,Bad Liar,Imagine Dragons,9035253,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,01-04,0.0722,['Imagine Dragons'],0.38299999999999995,260773.0,0.637,0.0,2RSHsoi04658QL5xgQVov3,0.0,3.0,0.368,-6.992999999999999,1.0,83.0,2018-11-09,0.0703,177.91299999999995,0.0827,2018.0
107,48,Bad Liar,Imagine Dragons,9035253,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,01-04,0.18899999999999997,['Selena Gomez'],0.965,214648.0,0.414,0.0,2fZQIJew3nkNe99s2PKzul,0.0,1.0,0.0767,-6.4079999999999995,1.0,71.0,2017-05-18,0.0713,121.03200000000001,0.728,2017.0
108,49,In My Feelings,Drake,8967851,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,01-04,0.0863,['Kevin Gates'],0.7490000000000001,214357.0,0.606,1.0,2WwvvEPtnf60Lh9selqWtv,0.0,5.0,0.13,-5.597,0.0,49.0,2014-12-15,0.34600000000000003,124.527,0.474,2014.0
109,49,In My Feelings,Drake,8967851,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,01-04,0.0553,['Lana Del Rey'],0.54,238719.0,0.674,1.0,269xqcgGTN9PlivhUkOLhX,0.0608,2.0,0.11199999999999999,-6.351,1.0,63.0,2017-07-21,0.0802,89.93299999999998,0.309,2017.0
110,49,In My Feelings,Drake,8967851,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,01-04,0.0293,['Kehlani'],0.556,219596.0,0.723,1.0,4cA6e3U7mtJfAOq3dWNAUZ,0.0,0.0,0.13,-5.337999999999999,1.0,58.0,2017-01-27,0.149,110.62799999999999,0.555,2017.0
111,49,In My Feelings,Drake,8967851,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,01-04,0.0589,['Drake'],0.835,217925.0,0.626,1.0,2G7V7zsVDxg1yRsu7Ew9RJ,5.9999999999999995e-05,1.0,0.396,-5.8329999999999975,1.0,81.0,2018-06-29,0.125,91.03,0.35,2018.0
112,50,One Kiss (with Dua Lipa),Calvin Harris,8961013,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,01-04,0.037000000000000005,"['Calvin Harris', 'Dua Lipa']",0.7909999999999999,214847.0,0.862,0.0,7ef4DlsgrMEH11cDZd32M6,2.1899999999999997e-05,9.0,0.0814,-3.24,0.0,84.0,2018-04-06,0.11,123.994,0.5920000000000001,2018.0
113,51,Ruin My Life,Zara Larsson,8958749,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,01-04,0.423,['Zara Larsson'],0.665,190932.0,0.6990000000000001,1.0,5tAa8Uaqr4VvA3693mbIhU,0.0,11.0,0.0969,-5.265,1.0,79.0,2018-10-18,0.0578,124.896,0.585,2018.0
114,52,Look Back at It,A Boogie Wit da Hoodie,8627221,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,01-04,0.40700000000000003,['A Boogie Wit da Hoodie'],0.7909999999999999,179449.0,0.5870000000000001,1.0,3J5YrOvX2A0EA0j4BARQ9o,0.0,3.0,0.14800000000000002,-5.075,0.0,61.0,2018-12-07,0.0413,96.057,0.536,2018.0
115,52,Look Back at It,A Boogie Wit da Hoodie,8627221,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,01-04,0.40700000000000003,['A Boogie Wit da Hoodie'],0.7909999999999999,179449.0,0.5870000000000001,1.0,3Ol2xnObFdKV9pmRD2t9x8,0.0,3.0,0.14800000000000002,-5.075,0.0,79.0,2018-12-21,0.0413,96.057,0.536,2018.0
116,53,Kiss and Make Up,Dua Lipa,8625735,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,01-04,0.0658,"['Dua Lipa', 'BLACKPINK']",0.6779999999999999,189173.0,0.7290000000000001,0.0,7jr3iPu4O4bTCVwLMbdU2i,0.0,8.0,0.303,-4.188,1.0,77.0,2018-10-19,0.13699999999999998,99.895,0.643,2018.0
117,54,a lot,21 Savage,8479403,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,01-04,0.0395,['21 Savage'],0.8370000000000001,288624.0,0.636,1.0,2t8yVaLvJ0RenpXUIAC52d,0.00125,1.0,0.342,-7.643,1.0,80.0,2018-12-21,0.086,145.972,0.27399999999999997,2018.0
118,55,lovely,Billie Eilish,8196083,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,01-04,,,,,,,,,,,,,,,,,,
119,56,BEBE,6ix9ine,8126353,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,01-04,0.172,"['6ix9ine', 'Anuel AA']",0.635,217822.0,0.902,1.0,6mKs2kkBgvf090H566n1pd,0.0,0.0,0.125,-3.5589999999999997,1.0,78.0,2018-11-27,0.109,102.06299999999999,0.28600000000000003,2018.0
120,57,Shape of You,Ed Sheeran,8119134,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,01-04,0.581,['Ed Sheeran'],0.825,233713.0,0.652,0.0,7qiZfU4dY1lWllzX7mPBI3,0.0,1.0,0.0931,-3.1830000000000003,0.0,85.0,2017-03-03,0.0802,95.977,0.9309999999999999,2017.0
121,57,Shape of You,Ed Sheeran,8119134,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,01-04,0.581,['Ed Sheeran'],0.825,233713.0,0.652,0.0,0FE9t6xYkqWXU2ahLh6D8X,0.0,1.0,0.0931,-3.1830000000000003,0.0,73.0,2017-01-06,0.0802,95.977,0.9309999999999999,2017.0
122,58,Desconocidos,Mau y Ricky,8078078,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,01-04,0.11800000000000001,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']",0.7190000000000001,204564.0,0.753,1.0,56f5qnyAlZdlz8wrUDA50h,4.21e-06,7.0,0.212,-4.891,1.0,76.0,2019-05-03,0.179,174.107,0.675,2019.0
123,58,Desconocidos,Mau y Ricky,8078078,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,01-04,0.146,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']",0.7090000000000001,204453.0,0.7709999999999999,1.0,0s5DNDV6LAKn2u2Ufa3VjQ,3.29e-06,7.0,0.249,-4.598,1.0,74.0,2018-10-12,0.166,174.00599999999997,0.7090000000000001,2018.0
124,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.032,['Michael Jackson'],0.899,281800.0,0.6809999999999999,0.0,2VCSO1mqWPALcPbEQwgSd3,1.82e-05,10.0,0.196,-6.912999999999999,0.0,45.0,1995-06-16,0.0804,102.94200000000001,0.8170000000000001,1995.0
125,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.0166,['The Rolling Stones'],0.381,152187.0,0.797,0.0,6xQWh3JNJGYTjXSgq7MYf8,0.000737,2.0,0.0786,-9.113,1.0,20.0,1964,0.0416,137.584,0.883,1964.0
126,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.0462,['Mystery Skulls'],0.708,218400.0,0.516,0.0,6uoccjn6gLDixD0EKYH3AY,2.61e-05,9.0,0.20800000000000002,-5.7479999999999976,1.0,48.0,2011-12-28,0.0546,99.99600000000001,0.505,2011.0
127,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.0647,['Leikeli47'],0.938,175147.0,0.59,1.0,7wfQfnNFGWLD0BzcDngCRg,0.0,7.0,0.086,-7.117000000000001,1.0,60.0,2017-09-08,0.282,100.07,0.465,2017.0
128,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.256,['Easy Star All-Stars'],0.772,386213.0,0.755,0.0,5QREkNN2kAKUsXppK9Vrcu,0.0087,11.0,0.0963,-7.375,0.0,48.0,2003-02-18,0.132,133.136,0.89,2003.0
129,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.14,['Speaker Knockerz'],0.8109999999999999,181277.0,0.83,0.0,1KQNv2G5l9Atqw2DTTUGfE,0.0,9.0,0.0868,-7.015,0.0,47.0,2013-04-18,0.0393,143.141,0.883,2013.0
130,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.0241,['Pink Floyd'],0.469,382834.0,0.537,0.0,0vFOzaXqZHahrZp6enQwQb,0.00201,9.0,0.26899999999999996,-10.421,1.0,73.0,1973-03-01,0.152,124.193,0.7829999999999999,1973.0
131,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.00534,['Cardi B'],0.95,183527.0,0.59,1.0,2GGMabyHXnJmjY6CXhhB2e,0.0,8.0,0.11,-6.507999999999999,0.0,77.0,2018-10-23,0.29,130.003,0.21899999999999997,2018.0
132,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.21600000000000005,['The Drums'],0.603,233655.0,0.9179999999999999,0.0,0vAb3U3NJhiuib2B7sJdeJ,0.146,4.0,0.287,-6.652,0.0,61.0,2011-09-06,0.0641,102.473,0.452,2011.0
133,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.428,['Jerry Lee Lewis'],0.594,157512.0,0.85,0.0,5P15Hbdf9wuQpDqfgXUhTe,2.01e-05,9.0,0.20800000000000002,-6.015,0.0,27.0,1961-01-01,0.0367,151.732,0.9620000000000001,1961.0
134,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.0342,['The Flying Lizards'],0.858,338187.0,0.937,0.0,5rgY6vN5CaEL3boucCi3CT,0.142,5.0,0.612,-11.667,1.0,36.0,1979,0.163,130.11700000000002,0.539,1979.0
135,59,Money,Cardi B,8030937,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,01-04,0.39399999999999996,['The Sonics'],0.461,120707.0,0.95,0.0,6qBYciZgi7JqSoNf8g7NpY,0.0,5.0,0.32799999999999996,-5.199,1.0,29.0,1965,0.0641,148.30200000000005,0.8370000000000001,1965.0
136,60,Nonstop,Drake,7842624,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,01-04,0.171,['OH MY GIRL'],0.753,202760.0,0.91,0.0,5joNJn9LUvYcamWwa2iYCL,0.0,0.0,0.3670000000000001,-2.591,1.0,71.0,2020-04-27,0.0517,123.98299999999999,0.825,2020.0
137,60,Nonstop,Drake,7842624,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,01-04,0.0164,['Drake'],0.912,238614.0,0.41200000000000003,1.0,0TlLq3lA83rQOYtrqBqSct,0.013000000000000001,7.0,0.10400000000000001,-8.074,1.0,81.0,2018-06-29,0.124,154.983,0.42200000000000004,2018.0
138,61,KIKA,6ix9ine,7790428,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,01-04,0.128,"['6ix9ine', 'Tory Lanez']",0.745,136032.0,0.715,1.0,6VRwEqn7BvsN0dChfDrMAf,0.0,1.0,0.182,-3.3680000000000003,0.0,78.0,2018-11-27,0.245,94.51299999999999,0.342,2018.0
139,62,Body (feat. brando),Loud Luxury,7705347,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,01-04,,,,,,,,,,,,,,,,,,
140,63,Solo (feat. Demi Lovato),Clean Bandit,7694152,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,01-04,0.0357,"['Clean Bandit', 'Demi Lovato']",0.74,222707.0,0.622,0.0,3NuK5xMlSlB6K2Qp16zf3h,4.85e-05,11.0,0.35600000000000004,-4.6080000000000005,0.0,72.0,2018-11-30,0.0446,104.96600000000001,0.556,2018.0
141,63,Solo (feat. Demi Lovato),Clean Bandit,7694152,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,01-04,0.0441,"['Clean Bandit', 'Demi Lovato']",0.737,222653.0,0.636,0.0,6kPJZM97LwdG9QIsT7khp6,6.659999999999999e-05,11.0,0.35,-4.546,0.0,77.0,2018-05-17,0.0437,105.005,0.565,2018.0
142,64,no tears left to cry,Ariana Grande,7690380,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,01-04,0.04,['Ariana Grande'],0.6990000000000001,205920.0,0.713,0.0,2qT1uLXPVPzGgFOx4jtEuo,3.11e-06,9.0,0.294,-5.5070000000000014,0.0,82.0,2018-08-17,0.0594,121.993,0.354,2018.0
143,65,Natural,Imagine Dragons,7678923,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,01-04,0.217,['Imagine Dragons'],0.7040000000000001,189467.0,0.611,0.0,2FY7b99s15jUprqC0M5NCT,0.0,2.0,0.0812,-6.112,1.0,82.0,2018-11-09,0.0409,100.0,0.22,2018.0
144,66,Love Someone,Lukas Graham,7638904,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,01-04,0.172,['Lukas Graham'],0.5379999999999999,205440.0,0.409,0.0,0OCRwXbQRdOZ1OtB4Imsp1,0.0,9.0,0.11,-6.581,0.0,71.0,2018-10-26,0.0505,171.838,0.265,2018.0
145,66,Love Someone,Lukas Graham,7638904,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,01-04,0.306,['Jason Mraz'],0.579,256973.0,0.363,0.0,1qvToOLpOdxoxmEyebs0Wi,0.00692,7.0,0.111,-14.185,1.0,47.0,2014-07-13,0.0308,97.955,0.0754,2014.0
146,66,Love Someone,Lukas Graham,7638904,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,01-04,0.218,['Brett Eldredge'],0.423,211720.0,0.813,0.0,43CFDpciGFDm226POTLEXU,1.62e-06,9.0,0.0732,-5.011,1.0,67.0,2017-08-04,0.0507,173.995,0.42100000000000004,2017.0
147,66,Love Someone,Lukas Graham,7638904,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,01-04,0.161,['Lukas Graham'],0.55,205463.0,0.415,0.0,2JqnpexlO9dmvjUMCaLCLJ,0.0,9.0,0.10800000000000001,-6.557,0.0,75.0,2018-09-07,0.052000000000000005,172.065,0.27399999999999997,2018.0
148,67,Cuando Te Besé,Becky G,7633546,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,01-04,,,,,,,,,,,,,,,,,,
149,68,Psycho (feat. Ty Dolla $ign),Post Malone,7626887,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,01-04,0.546,"['Post Malone', 'Ty Dolla $ign']",0.75,221440.0,0.56,1.0,3swc6WTsr7rl9DqQKQA55C,0.0,8.0,0.111,-8.094,1.0,81.0,2018-04-27,0.105,140.06,0.45899999999999996,2018.0
150,69,Imposible,Luis Fonsi,7593262,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,01-04,0.951,['Cuco Sánchez'],0.5,130600.0,0.113,0.0,11EDAN6sOENViR89CQyNGI,0.00115,2.0,0.146,-16.215,1.0,0.0,1954,0.0367,110.609,0.3670000000000001,1954.0
151,69,Imposible,Luis Fonsi,7593262,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,01-04,0.122,"['Luis Fonsi', 'Ozuna']",0.7859999999999999,163880.0,0.764,0.0,3ao3OVxHlb3C08vAaApUlm,0.0,11.0,0.102,-2.935,1.0,71.0,2018-10-19,0.0798,90.979,0.9129999999999999,2018.0
152,70,BAD!,XXXTENTACION,7556846,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,01-04,0.0643,['XXXTENTACION'],0.78,94246.0,0.4920000000000001,0.0,4CH66Rxcjcj3VBHwmIBj4T,0.0313,5.0,0.174,-3.4,0.0,69.0,2018-11-09,0.0671,143.983,0.374,2018.0
153,70,BAD!,XXXTENTACION,7556846,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,01-04,0.0643,['XXXTENTACION'],0.78,94246.0,0.4920000000000001,0.0,22An65gG31JLf9n18qjdhZ,0.0313,5.0,0.174,-3.4,0.0,70.0,2018-12-07,0.0671,143.983,0.374,2018.0
154,71,Jocelyn Flores,XXXTENTACION,7464907,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,01-04,0.469,['XXXTENTACION'],0.872,119133.0,0.391,1.0,7m9OqQk4RVRkw9JJdeAw96,4.13e-06,0.0,0.297,-9.144,0.0,87.0,2017-08-25,0.242,134.02100000000002,0.4370000000000001,2017.0
155,72,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,7376774,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,01-04,0.0235,"['A Boogie Wit da Hoodie', 'Tyga', 'Offset']",0.736,192779.0,0.622,1.0,6uSSupG4TMu3vW8QgynAB6,0.0,6.0,0.151,-4.6530000000000005,0.0,62.0,2018-12-14,0.133,191.97099999999998,0.506,2018.0
156,72,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,7376774,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,01-04,0.0235,"['A Boogie Wit da Hoodie', 'Tyga', 'Offset']",0.736,192779.0,0.622,1.0,0jAfdqv18goRTUxm3ilRjb,0.0,6.0,0.151,-4.6530000000000005,0.0,69.0,2018-12-21,0.133,191.97099999999998,0.506,2018.0
157,73,Beautiful (feat. Camila Cabello),Bazzi,7357123,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,01-04,0.34600000000000003,"['Bazzi', 'Camila Cabello']",0.638,180000.0,0.7170000000000001,0.0,4VUwkH455At9kENOfzTqmF,0.0,2.0,0.105,-4.7219999999999995,1.0,79.0,2018-08-02,0.0337,100.027,0.249,2018.0
