,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",317073,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
2,Shallow,"Lady Gaga",265988,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
3,"Sweet but Psycho","Ava Max",235740,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
4,"break up with your girlfriend, i'm bored","Ariana Grande",230246,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
5,"bury a friend","Billie Eilish",224619,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
6,"Giant (with Rag'n'Bone Man)","Calvin Harris",213788,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
7,"High Hopes","Panic! At The Disco",195907,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
8,"Goutte d'eau",Ninho,188868,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn
9,"Someone You Loved","Lewis Capaldi",184506,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
10,Wow.,"Post Malone",180580,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
11,"Dancing With A Stranger (with Normani)","Sam Smith",178357,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
12,"Tout oublier",Angèle,171589,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
13,Happier,Marshmello,168264,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
14,"Without Me",Halsey,165060,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
15,Malade,"Roméo Elvis",161015,https://open.spotify.com/track/0MEriM1ajYAQOZTzLSz7o7
16,"Let Me Down Slowly","Alec Benjamin",154608,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
17,"Be Alright","Dean Lewis",153976,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
18,"thank u, next","Ariana Grande",140243,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
19,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",133724,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
20,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",130224,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
21,"Who Do You Love","The Chainsmokers",130184,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
22,Leef,"André Hazes Jr.",127918,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",121725,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
24,"Con Calma","Daddy Yankee",121291,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
25,"Say My Name","David Guetta",115663,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
26,"In My Mind",Dynoro,113948,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
27,Youngblood,"5 Seconds of Summer",113572,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
28,Khapta,"Heuss L'enfoiré",112216,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
29,"MIDDLE CHILD","J. Cole",110411,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
30,"when the party's over","Billie Eilish",110384,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
31,Ordinary,Regi,110349,https://open.spotify.com/track/1D4TcxXCgq6WVrM2JLPffr
32,HUTS,"The Blockparty",109731,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
33,"Bad Liar","Imagine Dragons",109417,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
34,"Don't Call Me Up",Mabel,107413,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
35,"Let You Love Me","Rita Ora",104088,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
36,"Promises (with Sam Smith)","Calvin Harris",104048,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
37,"Speechless (feat. Erika Sirola)","Robin Schulz",102875,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
38,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",102693,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
39,"Trop beau",Lomepal,98113,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
40,Talk,Khalid,97232,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
41,"i'm so tired...",Lauv,96972,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
42,"Happy Now",Kygo,94341,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
43,"Going Bad (feat. Drake)","Meek Mill",93908,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
44,Robbery,"Juice WRLD",93424,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV
45,"Eastside (with Halsey & Khalid)","benny blanco",93012,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
46,"Mo Bamba","Sheck Wes",92719,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
47,2002,Anne-Marie,92649,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
48,Djadja,"Aya Nakamura",92060,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
49,lovely,"Billie Eilish",83216,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
50,"Bohemian Rhapsody - 2011 Mix",Queen,81619,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
51,Shotgun,"George Ezra",81611,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
52,SAD!,XXXTENTACION,80107,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
53,1000°C,Lomepal,79951,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
54,"a lot","21 Savage",76592,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
55,"HS (feat. SCH)",Hamza,76583,https://open.spotify.com/track/3Orh7rBLR3SbekWQQs3N1L
56,"Better Now","Post Malone",75640,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
57,"Always Remember Us This Way","Lady Gaga",75639,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
58,"One Kiss (with Dua Lipa)","Calvin Harris",74012,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
59,Thotiana,Blueface,73882,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
60,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",73730,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
61,Moonlight,XXXTENTACION,73020,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
62,"Power Over Me","Dermot Kennedy",72917,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
63,"Walk Me Home",P!nk,71257,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
64,"MIA (feat. Drake)","Bad Bunny",69882,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
65,"Girls Like You (feat. Cardi B)","Maroon 5",69673,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
66,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",69559,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
67,"Daar Gaat Ze (Nooit Verdiend)","Dimitri Vegas & Like Mike",69077,https://open.spotify.com/track/1gnu3dukNUACZjNOF6NAwT
68,"SICKO MODE","Travis Scott",68203,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
69,"Look Back at It","A Boogie Wit da Hoodie",68071,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
70,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,67960,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
71,"Like I Love You (feat. The NGHBRS)","Lost Frequencies",67160,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
72,"Please Me","Cardi B",66970,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
73,Rise,"Jonas Blue",65643,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
