,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",543806,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",297041,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,"everything i wanted","Billie Eilish",281542,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
4,"Ride It",Regard,276505,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
5,Memories,"Maroon 5",266549,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
6,"Someone You Loved","Lewis Capaldi",256363,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
7,"Ne reviens pas",Gradur,251489,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
8,"Don't Start Now","Dua Lipa",251451,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,"Lucid Dreams","Juice WRLD",236672,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
10,"All I Want for Christmas Is You","Mariah Carey",234928,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
11,Señorita,"Shawn Mendes",221695,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
12,"Hoe Het Danst","Marco Borsato",210715,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
13,Circles,"Post Malone",209860,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,"bad guy","Billie Eilish",208028,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
15,"hot girl bummer",blackbear,196578,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
16,Reünie,Snelle,192288,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu
17,"Lose You To Love Me","Selena Gomez",190979,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
18,"Oui ou non",Angèle,189952,https://open.spotify.com/track/7rBP4bLjMLNkix1nGHjheP
19,"Lose Control",MEDUZA,188494,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
20,Falling,"Trevor Daniel",179607,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
21,"Blinding Lights","The Weeknd",178138,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
22,Lalala,Y2K,177692,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
23,"Trampoline (with ZAYN)",SHAED,173397,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
24,"Last Christmas",Wham!,163950,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
25,Pookie,"Aya Nakamura",163838,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
26,"RITMO (Bad Boys For Life)","Black Eyed Peas",154464,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
27,"Beautiful People (feat. Khalid)","Ed Sheeran",152115,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
28,POPOPOP,Gambi,150716,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
29,Liar,"Camila Cabello",140218,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA
30,Instagram,"Dimitri Vegas & Like Mike",139749,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
31,"Sun is Shining","Lost Frequencies",139520,https://open.spotify.com/track/5ucCPnp8gVYluxSXiy4J5d
32,"HIGHEST IN THE ROOM","Travis Scott",137101,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
33,Ransom,"Lil Tecca",132864,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
34,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",131855,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
