,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",244729,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"High Hopes","Panic! At The Disco",204274,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
3,"thank u, next","Ariana Grande",181342,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Be Alright","Dean Lewis",179267,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
5,"Without Me",Halsey,175929,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,Wow.,"Post Malone",160235,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
7,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",153263,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
8,Shallow,"Lady Gaga",152898,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",149978,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,"In My Mind",Dynoro,144308,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,Happier,Marshmello,135814,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",132471,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
13,Youngblood,"5 Seconds of Summer",127232,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
14,"Tout oublier",Angèle,126103,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
15,"when the party's over","Billie Eilish",124825,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,"Promises (with Sam Smith)","Calvin Harris",118054,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
17,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,109624,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
18,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",108500,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
19,"Amigo (feat. Mula B)","Soufiane Eddyani",106802,https://open.spotify.com/track/567sFGii0JsIoFlHkO6h8Z
20,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",106335,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
21,Shotgun,"George Ezra",105981,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
22,Djadja,"Aya Nakamura",103727,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
23,"Eastside (with Halsey & Khalid)","benny blanco",102175,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
24,SAD!,XXXTENTACION,100646,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
25,"Let You Love Me","Rita Ora",98035,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
26,Ordinary,Regi,96601,https://open.spotify.com/track/21mc1eFteHzSHuS7zJr3nw
27,Moonlight,XXXTENTACION,96187,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
28,"Girls Like You (feat. Cardi B)","Maroon 5",95292,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
29,"Going Bad (feat. Drake)","Meek Mill",94926,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
30,"Mo Bamba","Sheck Wes",93162,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
31,HUTS,"The Blockparty",91215,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
32,"Verleden Tijd",Frenna,91003,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
33,"One Kiss (with Dua Lipa)","Calvin Harris",90513,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
34,"Better Now","Post Malone",89096,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
35,"SICKO MODE","Travis Scott",88856,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
36,"Happy Now",Kygo,87028,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
37,Leef,"André Hazes Jr.",86601,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
38,2002,Anne-Marie,84753,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
39,"Ruin My Life","Zara Larsson",83032,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
40,Rise,"Jonas Blue",82738,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
41,"Lucid Dreams","Juice WRLD",82054,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
42,"Solo (feat. Demi Lovato)","Clean Bandit",80312,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
43,"Bohemian Rhapsody - 2011 Mix",Queen,79439,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
44,Spiegel,"Tourist LeMC",79206,https://open.spotify.com/track/3ntgBmbCmFYu3hGpUscH7i
45,"rockstar (feat. 21 Savage)","Post Malone",75641,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
46,Natural,"Imagine Dragons",75574,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
47,"MIA (feat. Drake)","Bad Bunny",73450,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
48,"God's Plan",Drake,72324,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
49,"Shape of You","Ed Sheeran",72312,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
50,"Saturday Nights",Khalid,71295,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
