,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Au DD",PNL,441229,https://open.spotify.com/track/6VSaNvPPagk4U5Skxp6XfV
2,"7 rings","Ariana Grande",262096,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,Shallow,"Lady Gaga",259762,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
4,"Giant (with Rag'n'Bone Man)","Calvin Harris",257005,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
5,"Don't Call Me Up",Mabel,247130,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
6,"Sweet but Psycho","Ava Max",231909,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"Let Me Down Slowly","Alec Benjamin",230304,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
8,"Someone You Loved","Lewis Capaldi",229394,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
9,Sucker,"Jonas Brothers",224891,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
10,"Con Calma","Daddy Yankee",219404,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
11,Wow.,"Post Malone",204882,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
12,"High Hopes","Panic! At The Disco",201275,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
13,"bury a friend","Billie Eilish",193978,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
14,"Maman ne le sait pas (feat. Niska)",Ninho,184619,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI
15,"Dancing With A Stranger (with Normani)","Sam Smith",173514,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
16,"break up with your girlfriend, i'm bored","Ariana Grande",172193,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
17,"Be Alright","Dean Lewis",167408,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
18,"Tout oublier",Angèle,163909,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
19,"Goutte d'eau",Ninho,156544,https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf
20,Happier,Marshmello,156086,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
21,"Always Remember Us This Way","Lady Gaga",152219,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
22,"La vie qu'on mène",Ninho,148907,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No
23,"Without Me",Halsey,145996,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
24,"Bad Liar","Imagine Dragons",144590,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
25,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",134935,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
26,"Speechless (feat. Erika Sirola)","Robin Schulz",133425,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
27,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",132991,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
28,Putana,Ninho,132757,https://open.spotify.com/track/5oePa8PlOTPAlRaGs2OZ3A
29,"Who Do You Love","The Chainsmokers",132534,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
30,"Say My Name","David Guetta",127921,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
31,"Paris c'est magique",Ninho,123546,https://open.spotify.com/track/5gNZjp6r2TfC3uh9iopWxt
32,"Sans peine",Ninho,116235,https://open.spotify.com/track/4smLSyGtyNJLPb9J1Iuwsb
33,"wish you were gay","Billie Eilish",115647,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
34,Leef,"André Hazes Jr.",114909,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
35,Khapta,"Heuss L'enfoiré",114839,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
36,Youngblood,"5 Seconds of Summer",114441,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
37,"In My Mind",Dynoro,113736,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
38,"Power Over Me","Dermot Kennedy",112669,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
39,"La vivance (feat. Koba LaD)",Ninho,111729,https://open.spotify.com/track/4waeGjPW1ovLjhbScVibAH
40,"i'm so tired...",Lauv,109895,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
41,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",108932,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
42,"Here With Me",Marshmello,108748,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
43,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",107108,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
