,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",751313,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Lalala,Y2K,299749,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
3,"Hoe Het Danst","Marco Borsato",278822,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
4,Señorita,"Shawn Mendes",278567,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
5,"HIGHEST IN THE ROOM","Travis Scott",278106,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
6,POPOPOP,Gambi,245112,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
7,"Someone You Loved","Lewis Capaldi",244296,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,Ransom,"Lil Tecca",228576,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
9,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",226161,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
10,Instagram,"Dimitri Vegas & Like Mike",221635,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
11,"Ride It",Regard,211165,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
12,Circles,"Post Malone",208657,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
13,Reünie,Snelle,203711,https://open.spotify.com/track/0C9JPibPAdaBvt60rbwEsJ
14,"Beautiful People (feat. Khalid)","Ed Sheeran",203371,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
15,"Piece Of Your Heart",MEDUZA,190654,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
16,"bad guy","Billie Eilish",189729,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
17,Pookie,"Aya Nakamura",182632,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
18,Perdus,Angèle,177906,https://open.spotify.com/track/7eMBDipvMwVnYiMe0yrS5x
19,Memories,"Maroon 5",177833,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
20,"Higher Love",Kygo,175336,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
21,"Sun is Shining","Lost Frequencies",174379,https://open.spotify.com/track/5ucCPnp8gVYluxSXiy4J5d
22,"I Don't Care (with Justin Bieber)","Ed Sheeran",173879,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
23,"How Do You Sleep?","Sam Smith",172573,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
24,"Goodbyes (Feat. Young Thug)","Post Malone",159194,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
25,"HÉ OH",Gambi,156474,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9
26,Panini,"Lil Nas X",147587,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
27,"Takeaway (feat. Lennon Stella)","The Chainsmokers",146989,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
28,"Old Town Road - Remix","Lil Nas X",146490,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
29,Lippenstift,"Marco Borsato",144158,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm
30,Liar,"Camila Cabello",139525,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
31,Ritual,Tiësto,138369,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
32,"Don't Call Me Up",Mabel,138058,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
33,"Lights Up","Harry Styles",137323,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
34,"All Around The World (La La La)",R3HAB,132830,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
35,"Blauwe Dag","Suzan & Freek",131121,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2
36,Flou,Angèle,121724,https://open.spotify.com/track/3b89BehicGUgc60pLBo092
