,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",392183,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"bad guy","Billie Eilish",369968,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",348418,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,SOS,Avicii,328690,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
5,"Old Town Road","Lil Nas X",316931,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
6,"Don't Call Me Up",Mabel,282273,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
7,"Someone You Loved","Lewis Capaldi",250206,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
8,"Let Me Down Slowly","Alec Benjamin",223965,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
9,"If I Can't Have You","Shawn Mendes",221260,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
10,"Balance ton quoi",Angèle,213601,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
11,"Con Calma","Daddy Yankee",210579,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
12,Shallow,"Lady Gaga",194490,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
13,Sucker,"Jonas Brothers",189447,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
14,"Giant (with Rag'n'Bone Man)","Calvin Harris",189012,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
15,"Als Het Avond Is","Suzan & Freek",176047,https://open.spotify.com/track/3ciQQMSy1lKDqJbwU9l1LT
16,"Piece Of Your Heart",MEDUZA,174310,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
17,"bury a friend","Billie Eilish",173438,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
18,"7 rings","Ariana Grande",169643,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
19,"Power Over Me","Dermot Kennedy",160339,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo
20,"So Am I","Ava Max",156114,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
21,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",155181,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
22,"Au DD",PNL,151474,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
23,"High Hopes","Panic! At The Disco",148609,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
24,"Always Remember Us This Way","Lady Gaga",148123,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
25,"Here With Me",Marshmello,144954,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
26,"Sweet but Psycho","Ava Max",141633,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
27,"Speechless (feat. Erika Sirola)","Robin Schulz",139335,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
28,"when the party's over","Billie Eilish",137522,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
29,"Bad Liar","Imagine Dragons",133094,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
30,"Tout oublier",Angèle,125374,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
31,Pookie,"Aya Nakamura",123101,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
32,"Walk Me Home",P!nk,122686,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
33,"Dichterbij Je","Lil Kleine",121597,https://open.spotify.com/track/5TU8eIPFfQ7uUeOITnxxpb
34,"Be Alright","Dean Lewis",121091,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
35,Wow.,"Post Malone",120930,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
36,"Talk (feat. Disclosure)",Khalid,119978,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
37,"Dancing With A Stranger (with Normani)","Sam Smith",117778,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
38,"Homicide (feat. Eminem)",Logic,110896,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
39,Earth,"Lil Dicky",109155,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
40,Happier,Marshmello,108884,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
41,"i'm so tired...",Lauv,107159,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
42,Malade,"Roméo Elvis",102516,https://open.spotify.com/track/35e7ckbWgHjHI9n3oL6jnd
43,"Truth Hurts",Lizzo,101887,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
44,"Who Do You Love","The Chainsmokers",100190,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
45,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",99207,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
46,"Without Me",Halsey,96951,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
47,Herres,"Sevn Alias",95663,https://open.spotify.com/track/411fSfMfrNGxVsIGK3drHT
48,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",94840,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
49,"Boy With Luv (feat. Halsey)",BTS,89577,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
