,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",257412,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"High Hopes","Panic! At The Disco",222107,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
3,"Without Me",Halsey,204172,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
4,"Be Alright","Dean Lewis",187936,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
5,"thank u, next","Ariana Grande",179314,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
6,Wow.,"Post Malone",171507,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
7,Shallow,"Lady Gaga",167887,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",160336,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
9,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",157583,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
10,"In My Mind",Dynoro,147018,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,Happier,Marshmello,138451,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"when the party's over","Billie Eilish",132788,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
13,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",131404,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
14,Youngblood,"5 Seconds of Summer",130057,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Tout oublier",Angèle,128417,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
16,"Promises (with Sam Smith)","Calvin Harris",125438,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
17,"Dancing With A Stranger (with Normani)","Sam Smith",119073,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
18,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",116832,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
19,HUTS,"The Blockparty",116620,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
20,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,112497,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
21,"Lost in the Fire",Gesaffelstein,111672,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
22,Ordinary,Regi,108939,https://open.spotify.com/track/21mc1eFteHzSHuS7zJr3nw
23,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",106486,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
24,"Mo Bamba","Sheck Wes",106221,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
25,Leef,"André Hazes Jr.",105851,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
26,"Eastside (with Halsey & Khalid)","benny blanco",105364,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
27,Shotgun,"George Ezra",104905,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
28,Djadja,"Aya Nakamura",103546,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
29,"Going Bad (feat. Drake)","Meek Mill",100767,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
30,"Let You Love Me","Rita Ora",100544,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
31,SAD!,XXXTENTACION,98454,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
32,Moonlight,XXXTENTACION,97872,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
33,"Saturday Nights",Khalid,93863,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
34,"Verleden Tijd",Frenna,92327,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
35,"Girls Like You (feat. Cardi B)","Maroon 5",91358,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
36,"Amigo (feat. Mula B)","Soufiane Eddyani",90979,https://open.spotify.com/track/567sFGii0JsIoFlHkO6h8Z
37,"SICKO MODE","Travis Scott",90205,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
38,"SVP (feat. JoeyAK, Young Ellens & Sevn Alias)",Boef,88379,https://open.spotify.com/track/036HGg6Bs7n15m99zcnPwZ
39,"Better Now","Post Malone",88163,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
40,"One Kiss (with Dua Lipa)","Calvin Harris",85650,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
41,2002,Anne-Marie,83425,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
42,"Terug Naar Toen (feat. Lijpe)",Boef,83417,https://open.spotify.com/track/3ELaEOpbAaXnahwApLkUvR
43,Rise,"Jonas Blue",82263,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
44,"Lucid Dreams","Juice WRLD",81821,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
45,"Bohemian Rhapsody - 2011 Mix",Queen,81414,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
46,"Look Back at It","A Boogie Wit da Hoodie",81283,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
