,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",475424,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Hoe Het Danst","Marco Borsato",340294,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",324595,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"Piece Of Your Heart",MEDUZA,323035,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
5,"I Don't Care (with Justin Bieber)","Ed Sheeran",321835,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
6,"Loco Contigo","DJ Snake",295392,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI
7,"Someone You Loved","Lewis Capaldi",235273,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,"Beautiful People (feat. Khalid)","Ed Sheeran",223874,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,Instagram,"Dimitri Vegas & Like Mike",218780,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
10,"bad guy","Billie Eilish",218760,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11,"Don't Call Me Up",Mabel,215481,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
12,"Con Calma","Daddy Yankee",201185,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,"SOS (feat. Aloe Blacc)",Avicii,198419,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
14,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",197781,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
15,"Goodbyes (Feat. Young Thug)","Post Malone",180376,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
16,Pookie,"Aya Nakamura",170939,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
