,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Au DD",PNL,366811,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
2,"bad guy","Billie Eilish",320022,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Don't Call Me Up",Mabel,263784,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
4,Shallow,"Lady Gaga",230265,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,"Let Me Down Slowly","Alec Benjamin",228138,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
6,"bury a friend","Billie Eilish",223827,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
7,"7 rings","Ariana Grande",217570,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
8,"Giant (with Rag'n'Bone Man)","Calvin Harris",216051,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
9,"Con Calma","Daddy Yankee",212514,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"Sweet but Psycho","Ava Max",202880,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
11,"Deux frères",PNL,198802,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
12,Sucker,"Jonas Brothers",197886,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
13,"Someone You Loved","Lewis Capaldi",190091,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
14,"Autre monde",PNL,186251,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0
15,"High Hopes","Panic! At The Disco",184628,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
16,Chang,PNL,178297,https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua
17,Blanka,PNL,175260,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
18,Wow.,"Post Malone",168585,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
19,"Hasta la vista",PNL,162308,https://open.spotify.com/track/6YHnhfw8yMCx4vZvsgem3D
20,"Tout oublier",Angèle,161055,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
21,"Allang Al Niet Meer",Boef,158903,https://open.spotify.com/track/0swDm00DqCRinE11XvLSey
22,"Old Town Road","Lil Nas X",157673,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
23,Shenmue,PNL,156456,https://open.spotify.com/track/5gqh2FMBquUEwDsRUU4pCF
24,Celsius,PNL,153027,https://open.spotify.com/track/5Bj9llJ7xr70Ny2nWiSM6G
25,"Dancing With A Stranger (with Normani)","Sam Smith",151483,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
26,"wish you were gay","Billie Eilish",151109,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
27,"Bad Liar","Imagine Dragons",147725,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
28,Happier,Marshmello,143681,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
29,"Always Remember Us This Way","Lady Gaga",143562,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
30,"Zoulou tchaing",PNL,141983,https://open.spotify.com/track/1gRMO4h3NGb1ZJA7TNdMPj
31,"Be Alright","Dean Lewis",141455,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
32,Menace,PNL,141167,https://open.spotify.com/track/3cdxShmWeMHolKPDi3SRXM
33,"when the party's over","Billie Eilish",140059,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
34,Cœurs,PNL,138962,https://open.spotify.com/track/0VPKan5aM2nQy5voiAjjUo
35,"Kuta ubud",PNL,137328,https://open.spotify.com/track/25yiHDniULzQL1BaFgV4Tq
36,91's,PNL,136910,https://open.spotify.com/track/4LAGHmHcSt0HHwXCJcFri6
37,"Speechless (feat. Erika Sirola)","Robin Schulz",136618,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
38,"break up with your girlfriend, i'm bored","Ariana Grande",133411,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
