,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",482502,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",382397,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"Piece Of Your Heart",MEDUZA,347715,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
4,"I Don't Care (with Justin Bieber)","Ed Sheeran",333955,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
5,"bad guy","Billie Eilish",307605,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
6,"Hoe Het Danst","Marco Borsato",291010,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
7,"Someone You Loved","Lewis Capaldi",251065,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",231920,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
9,"Don't Call Me Up",Mabel,228866,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
10,"SOS (feat. Aloe Blacc)",Avicii,219263,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
11,"Con Calma","Daddy Yankee",213281,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
12,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",200854,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
13,"Beautiful People (feat. Khalid)","Ed Sheeran",197796,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
14,Pookie,"Aya Nakamura",180771,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
15,"Balance ton quoi",Angèle,174116,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
16,"Goodbyes (Feat. Young Thug)","Post Malone",172182,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
17,"Let Me Down Slowly","Alec Benjamin",165758,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
