,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",242081,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"thank u, next","Ariana Grande",196747,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",182314,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"Be Alright","Dean Lewis",178042,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
5,"In My Mind",Dynoro,177036,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
6,"High Hopes","Panic! At The Disco",172224,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
7,Wow.,"Post Malone",165339,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
8,"Without Me",Halsey,161274,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,Happier,Marshmello,150076,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",149718,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,Shallow,"Lady Gaga",141522,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,"Promises (with Sam Smith)","Calvin Harris",134899,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
13,Youngblood,"5 Seconds of Summer",133908,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
14,"Tout oublier",Angèle,129725,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
15,Djadja,"Aya Nakamura",129387,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
16,Shotgun,"George Ezra",128333,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
17,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",123620,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
18,"One Kiss (with Dua Lipa)","Calvin Harris",119721,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,"when the party's over","Billie Eilish",112558,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
20,Leef,"André Hazes Jr.",110906,https://open.spotify.com/track/1MZkpg4JmhAWCvysue8VDd
21,SAD!,XXXTENTACION,110665,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
