,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",518498,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,ROXANNE,"Arizona Zervas",303384,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,"Ne reviens pas",Gradur,288076,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
4,"All I Want for Christmas Is You","Mariah Carey",273584,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
5,"Ride It",Regard,265433,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
6,"everything i wanted","Billie Eilish",262313,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
7,Memories,"Maroon 5",252315,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
8,"Don't Start Now","Dua Lipa",246895,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,"Blinding Lights","The Weeknd",228059,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
10,"Someone You Loved","Lewis Capaldi",223769,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,Circles,"Post Malone",203157,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12,"Lucid Dreams","Juice WRLD",202733,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
13,Falling,"Trevor Daniel",202573,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
14,Señorita,"Shawn Mendes",200811,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
15,"Last Christmas",Wham!,192825,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
16,"Hoe Het Danst","Marco Borsato",189186,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq
17,"Lose Control",MEDUZA,185311,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
18,"hot girl bummer",blackbear,184770,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
19,"Lose You To Love Me","Selena Gomez",183317,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
20,"bad guy","Billie Eilish",176775,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
