Position,"Track Name",Artist,URL
1,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
2,Ignorantes,"Bad Bunny",https://open.spotify.com/track/38RIEav39FGi86jppxO0du
3,Medusa,"Jhay Cortez",https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
4,"Lose Control",MEDUZA,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
5,"Intentions (feat. Quavo)","Justin Bieber",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"Dance Monkey","Tones And I",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
7,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
8,"A Dónde Vamos",Morat,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
9,"No Me Conoce - Remix","Jhay Cortez",https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
10,Zorra,"Bad Gyal",https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
11,"Life Is Good (feat. Drake)",Future,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
12,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
13,"Calma - Remix","Pedro Capó",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
14,"B11 (feat. Myke Towers)",Rvssian,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
15,"I Don't Care (with Justin Bieber)","Ed Sheeran",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
16,"MONEY TILL I DIE","Kidd Keo",https://open.spotify.com/track/1MMhI6ISQt0UOVtU6DoAtE
17,Secreto,"Anuel AA",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
18,"Soltera - Remix",Lunay,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
19,"Know Your Worth",Khalid,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
20,"Nada Sale Mal",Aitana,https://open.spotify.com/track/51ltTOzVJWp3BUHzYrRxEa
21,"If the World Was Ending - feat. Julia Michaels","JP Saxe",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
22,Recuerdo,TINI,https://open.spotify.com/track/3DjInVTE03icrWsq2UZV9n
23,"Te Robaré","Nicky Jam",https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T
24,"Here Comes The Sun - Remastered 2009","The Beatles",https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
25,"Un Planeta Llamado Nosotros","Maldita Nerea",https://open.spotify.com/track/29UkXUrWYGoPsxEesEH3qZ
26,"Walk Of Life","Dire Straits",https://open.spotify.com/track/3Ud6fFep5ZlXzRWw6Sm8no
27,"Tant de bo",Suu,https://open.spotify.com/track/4PUxQfRnxk0WIcdURld3du
28,Thunderstruck,AC/DC,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj
29,Música,"DJ Luian",https://open.spotify.com/track/4xvTPuwHaXoDM3p0QcY7bH
30,"A Thousand Years","Christina Perri",https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
31,"Si Me Gano Un Grammy","Jon Z",https://open.spotify.com/track/0e0BqjHEcb6pJAVJ7WZA7V
32,"Wake Me up Before You Go-Go",Wham!,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
33,"Billie Jean","Michael Jackson",https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
34,"Perdiendo la Cabeza","Carlos Rivera",https://open.spotify.com/track/2GTCK8zYHwkcu0i0jtKjFz
35,"Cicatrices (feat. Indara)","Sergio Contreras",https://open.spotify.com/track/17nYNma8AncLFqOBk6tu6m
36,"Pa Los Gustos Los Colores",Javiielo,https://open.spotify.com/track/6EWWkqE4aFlZRyoFwwOT8u
37,"Te Sale","Lennis Rodriguez",https://open.spotify.com/track/61PohFNZfNQA1bzMoV137g
38,"Reggaetón Lento (Bailemos)",CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
39,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn
40,"Happy - From ""Despicable Me 2""","Pharrell Williams",https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH
41,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,https://open.spotify.com/track/4lJNen4SMTIJMahALc3DcB
42,Summer,"Calvin Harris",https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
43,"Eres Top",Ozuna,https://open.spotify.com/track/0iQmZXv7e8EHcmJmHpZX3o
44,"Ve y dile (feat. Antonio José)","Nyno Vargas",https://open.spotify.com/track/0xZqDPkDNEPQGuNqcyzmPG
45,Toxic,"Britney Spears",https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak
46,"Basket Case","Green Day",https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s
47,"Ne reviens pas",Gradur,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
48,Colegas,Babi,https://open.spotify.com/track/2cCAtgB5XDZJSRYzA6kmWY
49,"ily (i love you baby) (feat. Emilee)","Surf Mesa",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
50,"Me Cuesta Tanto Olvidarte",Mecano,https://open.spotify.com/track/4iqXKJhwbOtOT5aHZr7Fxj
