Position,"Track Name",Artist,URL
1,"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",KHEA,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9
2,Caramelo,Ozuna,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
3,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
4,"Jerusalema (feat. Nomcebo Zikode)","Master KG",https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
5,"Sueño (con Pablo Alborán)",Beret,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
6,"Pegao / Me Miro y La Mire (TikTok Hit)",Omega,https://open.spotify.com/track/4Pzk85DqWoLqptyA5IlhLk
7,Fabuloso,Sech,https://open.spotify.com/track/3cg2Y9mIiYNdcPTLKaQgK3
8,"Sur y Norte","Ñengo Flow",https://open.spotify.com/track/2uy5wXDZQcdd89PvDBSfyy
9,Heather,"Conan Gray",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
10,"The Bright Side","Stay Homas",https://open.spotify.com/track/4FT39hcPLSrP02YDBqOGLe
11,Relación,Sech,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
12,"Roses - Imanbek Remix","SAINt JHN",https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
13,"Kikiki (feat. Yay)","Kidd Keo",https://open.spotify.com/track/22YVt0f3WR4XaK6l1TEgOr
14,"Los Huesos","Dani Martín",https://open.spotify.com/track/6HboVMO4VF8gQUtR6ZQttz
15,4K,"El Alfa",https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp
16,"LA CANCIÓN","J Balvin",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
17,"Si por mi fuera",Beret,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
18,Bésame,"David Bisbal",https://open.spotify.com/track/7kcSKOl5rR4zGxFNYhkeRX
19,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
20,"Mad at Disney","salem ilese",https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
21,"Enchochado de Ti","Don Patricio",https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA
22,"El Farsante",Ozuna,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
23,"Don't Stop Me Now - 2011 Mix",Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
24,PORFA,Feid,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
25,"Someone To You",BANNERS,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
26,"Adore You","Harry Styles",https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
27,"RITMO (Bad Boys For Life)","Black Eyed Peas",https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
28,"Don't Call Me Up",Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
29,Copenhague,"Vetusta Morla",https://open.spotify.com/track/4bZEZhCq2kqUxnMacXVl5x
30,"Don't Start Now","Dua Lipa",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
31,"MALA SANTA","Becky G",https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
32,"Livin' On A Prayer","Bon Jovi",https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
33,Milionària,ROSALÍA,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p
34,Thunderstruck,AC/DC,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj
35,Agua,"Jarabe De Palo",https://open.spotify.com/track/5omgFpiMt1CGHjQGfkwzvz
36,"Llorando en la Limo","C. Tangana",https://open.spotify.com/track/3YURfhPPT7GipmI7pIj0m3
37,Africa,TOTO,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
38,"A Correr los Lakers (Remix)","El Alfa",https://open.spotify.com/track/29KkQi7wKF6IdOjwU8infb
39,"You Are The Reason","Calum Scott",https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B
40,CANGURO,WOS,https://open.spotify.com/track/2UAWYufVaO3EnUUNzl0ppO
41,"Lets Link",WhoHeem,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5
42,"Te echo de menos",Beret,https://open.spotify.com/track/1YgPkZ6GOwajDveEsuy3uH
43,Mayores,"Becky G",https://open.spotify.com/track/2AY1UAimvTqjJC8vDJsOyy
44,"(I Can't Get No) Satisfaction - Mono Version","The Rolling Stones",https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34
45,"Fresas con nata","Ayax y Prok",https://open.spotify.com/track/48sq0JdNEbXhQTdAorTzC9
46,"Si Estuviésemos Juntos","Bad Bunny",https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
47,"Ma Vie (feat. Yay)","Kidd Keo",https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
48,"It's My Life","Bon Jovi",https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l
49,"Modo Turbio",Kaze,https://open.spotify.com/track/0prUbzY7PrJujuukMXCWbB
50,"Devuélveme a mi chica","Hombres G",https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
