Position,"Track Name",Artist,URL
1,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,Aventura,Lunay,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
3,Morado,"J Balvin",https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
4,Muévelo,"Nicky Jam",https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
5,Blanco,"J Balvin",https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
6,"Si por mi fuera",Beret,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
7,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
8,"Dance Monkey","Tones And I",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,"Qué Bonito Es Querer","Manuel Carrasco",https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
10,"11 PM",Maluma,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
11,Circles,"Post Malone",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12,"Cuando Nadie Ve",Morat,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
13,Goteo,Duki,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3
14,"Mi Persona Favorita","Alejandro Sanz",https://open.spotify.com/track/1O4dGIPUXUanseRdv4fNzw
15,Señorita,"Shawn Mendes",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
16,"How Do You Sleep?","Sam Smith",https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
17,HP,Maluma,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
18,"Trampoline (with ZAYN)",SHAED,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
19,"La flaca","Jarabe De Palo",https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
20,"I Don't Care (with Justin Bieber)","Ed Sheeran",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
21,Loco,Beéle,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
22,Photograph,"Ed Sheeran",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
23,"You're Beautiful","James Blunt",https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b
24,"A Thousand Years","Christina Perri",https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
25,FML,"Arizona Zervas",https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
26,Thunder,"Imagine Dragons",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
27,"Bones (feat. OneRepublic)",Galantis,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv
28,"Don't Stop Believin'",Journey,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
29,"PIENSO EN TU MIRÁ - Cap.3: Celos",ROSALÍA,https://open.spotify.com/track/5r8mGKhCDIVWb3AG4hm0l0
30,"No Me Acuerdo",Thalía,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O
31,"Goodbyes (Feat. Young Thug)","Post Malone",https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
32,"Pumped Up Kicks","Foster The People",https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
33,YYANOSÉ,"Israel B",https://open.spotify.com/track/2nsZFBDS9rruGr9dOmmYOU
34,"When You Say Nothing At All","Ronan Keating",https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
35,"You Little Beauty",FISHER,https://open.spotify.com/track/0mKs1tMPvyVVh0Vb25IYq2
36,"Dime tú","Danny Ocean",https://open.spotify.com/track/6z8sQFj47s9ZG0Ls1k9Gct
37,stupid,"Tate McRae",https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi
38,"Kiss and Make Up","Dua Lipa",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
39,"DI MI NOMBRE - Cap.8: Éxtasis",ROSALÍA,https://open.spotify.com/track/2Sfl7odHUmG7qc8SbqUyzE
40,"Baby Can I Hold You","Tracy Chapman",https://open.spotify.com/track/2DjWsDGgL1xNbhnr7f6t5F
41,"Lover (Remix) [feat. Shawn Mendes]","Taylor Swift",https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
42,"Beautiful (feat. Camila Cabello)",Bazzi,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
43,ABC,Guitarricadelafuente,https://open.spotify.com/track/5BAHP1SSe7fdFsWTu9yoiU
44,Payphone,"Maroon 5",https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
45,"Dio$ No$ Libre Del Dinero",ROSALÍA,https://open.spotify.com/track/5m9l5wILQ9iiLd8csLeR5v
46,"Cómo hablar",Amaral,https://open.spotify.com/track/3DYm7Lp7Fc3xf6WSCq5ntE
47,Llença't,Lax'n'Busto,https://open.spotify.com/track/4ggCyLHi9itGzHsUgYhnN4
48,"Si tú no estas",Rosana,https://open.spotify.com/track/7CX6W4Mf98wMgX0izqRpAl
49,"Spaghetti del Rock",Divididos,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
50,Serenade,Dover,https://open.spotify.com/track/4tzi4VV1vCTZsT4SEKQIKJ
