Position,"Track Name",Artist,URL
1,Diosa,"Myke Towers",https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
2,Muévelo,"Nicky Jam",https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
3,"Sigues Con El","Dímelo Flow",https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
4,Fantasias,"Rauw Alejandro",https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
5,"Si por mi fuera",Beret,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
6,"Bellaquita - Remix",Dalex,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
7,"Soldadito marinero","Fito y Fitipaldis",https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
8,"Se iluminaba","Fred De Palma",https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
9,Mirándote,Rvfv,https://open.spotify.com/track/6wywJ7RutAY0JL7cMP7uFN
10,"Sunday Best",Surfaces,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
11,Ocean,"KAROL G",https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
12,"Soltera - Remix",Lunay,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
13,"Qué Pena",Maluma,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
14,"Baila Baila Baila - Remix",Ozuna,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
15,"Viene y Va","C. Tangana",https://open.spotify.com/track/1UozIJsPRJVXDRG08AgUQP
16,"Dónde Estás",KHEA,https://open.spotify.com/track/16DNJ8y6k97DxuMyV49W7V
17,"Harder (with Bebe Rexha)","Jax Jones",https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
18,"Mi Error - Remix","Eladio Carrion",https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt
19,"lovely (with Khalid)","Billie Eilish",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
20,"Cuando Te Besé","Becky G",https://open.spotify.com/track/74wEiOpnvCe1tCTWKGSYta
21,"Say My Name","David Guetta",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
22,"Smells Like Teen Spirit",Nirvana,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
23,"High Fashion (feat. Mustard)","Roddy Ricch",https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
24,CANGURO,WOS,https://open.spotify.com/track/2UAWYufVaO3EnUUNzl0ppO
25,"Quédate conmigo",Pole.,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
26,Porno,"Rich Music LTD",https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z
27,Soldi,Mahmood,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
28,"Moral of the Story",Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
29,"It's My Life","Bon Jovi",https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l
30,"Perdiendo la Cabeza","Carlos Rivera",https://open.spotify.com/track/2GTCK8zYHwkcu0i0jtKjFz
31,"Is This Love","Bob Marley & The Wailers",https://open.spotify.com/track/6JRLFiX9NJSoRRKxowlBYr
32,"Enter Sandman",Metallica,https://open.spotify.com/track/5sICkBXVmaCQk5aISGR3x1
33,"Ballin' (with Roddy Ricch)",Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
34,Copenhague,"Vetusta Morla",https://open.spotify.com/track/4bZEZhCq2kqUxnMacXVl5x
35,"Para Que el Mundo lo Vea","Arnau Griso",https://open.spotify.com/track/4dqR44eVmK4S9gbJPcxQWW
36,"Pa ti pa mí na má","Demarco Flamenco",https://open.spotify.com/track/2013yX7IujgpGJHzz6Qqsi
37,"The Middle",Zedd,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
38,"Si Supieras","Daddy Yankee",https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
39,Falling,"Harry Styles",https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
40,"Chop Suey!","System Of A Down",https://open.spotify.com/track/4GIkc2oLkb5jlfbHJXoJpC
41,"Let It Be Me","Steve Aoki",https://open.spotify.com/track/1LjxmkW3xRQP2HzswhYyyc
42,"Say You, Say Me","Lionel Richie",https://open.spotify.com/track/17CPezzLWzvGfpZW6X8XT0
43,"Quan Tot s'enlaira",Txarango,https://open.spotify.com/track/7cFSVDWmoFTOiR5QiW6kny
44,"Redemption Song","Bob Marley & The Wailers",https://open.spotify.com/track/26PwuMotZqcczKLHi4Htz3
45,"Y Sin Embargo","Joaquín Sabina",https://open.spotify.com/track/7v2xvireH6Ba3FREa5wsRP
46,"Love Me","Lil Tecca",https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI
47,HUMBLE.,"Kendrick Lamar",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
48,"I Feel Love","Sam Smith",https://open.spotify.com/track/29MOOOmMRPeWyPwKQFoF5t
49,Birds,"Imagine Dragons",https://open.spotify.com/track/6Tvzf3VEi16JMhAgOwdt2y
50,"Just Like Heaven","The Cure",https://open.spotify.com/track/4NnWuGQujzWUEg0uZokO5M
