Position,"Track Name",Artist,URL
1,"Mil Tequilas","Chema Rivas",https://open.spotify.com/track/0qvfIq8RsH3sOZk9JIuUhn
2,"4 besos","Lola Indigo",https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
3,Reggaetonera,"Anuel AA",https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
4,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
5,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
6,Jangueo,"Anuel AA",https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
7,"La Popi","Kiko el Crazy",https://open.spotify.com/track/2WlmR4N8xSxDG3Adz8Wd2k
8,"Me Provocas",Dynoro,https://open.spotify.com/track/7sEwsJK7Ol0J6PFV9nioxu
9,Colocao,"Nicki Nicole",https://open.spotify.com/track/7MCFjPDImfjQv7GynHgVrR
10,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
11,Djadja,"Aya Nakamura",https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
12,"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix",Conkarah,https://open.spotify.com/track/0dZpw3h6KZhcHec61qwevZ
13,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
14,"In the night","Oques Grasses",https://open.spotify.com/track/2Q9ExjJVBxSIXmuFnkt54v
15,"Me Gusta",Shakira,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
16,Callaita,"Bad Bunny",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
17,"No Te Preocupes por Mi",Leiva,https://open.spotify.com/track/7hv7synVPhVu30Ex2amJQc
18,"Vivir (with Estopa)",Rozalén,https://open.spotify.com/track/7BHiGNHqbH89W8ftWrI3tc
19,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
20,"7 rings","Ariana Grande",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
21,Keii,"Anuel AA",https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
22,"Sta guai","Oques Grasses",https://open.spotify.com/track/7i7WjK294klUzNjPGIgiyI
23,Thunderstruck,AC/DC,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj
24,"Compta amb mi",Txarango,https://open.spotify.com/track/56X120A42AQEJ90rOKhM1N
25,"La Puerta Violeta",Rozalén,https://open.spotify.com/track/42ZASSKlh3UtYCgwZb8lBS
26,"Serem ocells","Oques Grasses",https://open.spotify.com/track/5yJJ16zQeNxoXSgelgILYp
27,"Quiero, Quiero y Quiero","Arnau Griso",https://open.spotify.com/track/1LyZX8u8DqVFULMViZUwcn
28,"Mil Ocells",Txarango,https://open.spotify.com/track/4BMItmcmxrSvrmBnhh3tpG
29,"I Gotta Feeling","Black Eyed Peas",https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
30,"Dispara Lentamente","Manuel Carrasco",https://open.spotify.com/track/7H7aKN52utTwhnM8LwDCOM
31,"Se Preparó",Ozuna,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
32,"Puede Ser (with Amaia Montero)","El Canto Del Loco",https://open.spotify.com/track/1TtwCkFbGv89XmuUNmoINt
33,"La Bicicleta","Carlos Vives",https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
34,"I Want It That Way","Backstreet Boys",https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
35,"El Mismo Aire",Camilo,https://open.spotify.com/track/3a29UVSEIj6x3YcfKs2rdi
36,"Wake Me up Before You Go-Go",Wham!,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
37,Grita,"Jarabe De Palo",https://open.spotify.com/track/0wmYFlVkmGVUtfcY1r0SrP
38,"Never Gonna Give You Up","Rick Astley",https://open.spotify.com/track/4uLU6hMCjMI75M1A2tKUQC
39,"Tanca els Ulls",Txarango,https://open.spotify.com/track/2hoxBso1VWz61IB4uIrJWD
40,"Still D.R.E.","Dr. Dre",https://open.spotify.com/track/503OTo2dSqe7qk76rgsbep
41,"La luna me sabe a poco",Marea,https://open.spotify.com/track/16taQAqrrfqCwbkbKFr2OH
42,"Te Falle - Remix",Brytiago,https://open.spotify.com/track/2OsSIT3HBB2oduXSP61lsu
43,Control,"Zoe Wees",https://open.spotify.com/track/50Td3qilgs8BLtv8mHyT1t
44,"Deja Que Te Bese","Alejandro Sanz",https://open.spotify.com/track/1uwPEGzopXl9KawQR1JGXq
45,"Amigos para Siempre","Los Manolos",https://open.spotify.com/track/6PfQB3xEbIlky1dXOb3Yyh
46,"Ay Mi Dios",IAmChino,https://open.spotify.com/track/5Uel5PmPBZICA0TQTI912U
47,"Ma Vie (feat. Yay)","Kidd Keo",https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
48,"September Song - Guitar Acoustic","JP Cooper",https://open.spotify.com/track/7bMkcxifc4EjIQKw49EC7h
49,Atrevido,Trueno,https://open.spotify.com/track/49rFA0vfmY9Eel2cInKmTk
50,"Close To Me","Ellie Goulding",https://open.spotify.com/track/2GjMaJ7DacMIkgoe8oMXGg
