Position,"Track Name",Artist,URL
1,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
2,Hawái,Maluma,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
3,Caramelo,Ozuna,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
4,"Djadja (feat. Maluma) - Remix","Aya Nakamura",https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"Si Tú La Quieres","David Bisbal",https://open.spotify.com/track/35qwAQ3oZeKAMhR3hCV9IM
7,Tattoo,"Rauw Alejandro",https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
8,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
9,"Dream Girl - Remix","Ir Sais",https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
10,"PA' ROMPERLA","Bad Bunny",https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
11,"In Your Eyes","The Weeknd",https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
12,TBT,"Sebastian Yatra",https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
13,"Sin Pijama","Becky G",https://open.spotify.com/track/62vDrkBEyJYEOFj1ScBqM7
14,"Una Lluna a l'Aigua",Txarango,https://open.spotify.com/track/1U6JWvRennx9ej9KJOYwDm
15,"Mood (feat. iann dior)",24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
16,"Dancing With A Stranger (with Normani)","Sam Smith",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
17,"Danza Kuduro","Don Omar",https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
18,"Con Calma","Daddy Yankee",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
19,goosebumps,"Travis Scott",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
20,"Enchochado de Ti","Don Patricio",https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA
21,"Échame La Culpa","Luis Fonsi",https://open.spotify.com/track/0mlAOSILGRys2IbvyOT5VJ
22,"Vivir (with Estopa)",Rozalén,https://open.spotify.com/track/7BHiGNHqbH89W8ftWrI3tc
23,"Another One Bites The Dust - Remastered 2011",Queen,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
24,Baianá,Bakermat,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS
25,Loco,Beéle,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
26,"Otro Trago",Sech,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
27,"Should I Stay or Should I Go - Remastered","The Clash",https://open.spotify.com/track/39shmbIHICJ2Wxnk1fPSdz
28,"Stunnin' (feat. Harm Franklin)","Curtis Waters",https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
29,"Física o química",Despistaos,https://open.spotify.com/track/79eUc9cUUoUOO1b5znphiU
30,"El Fin del Mundo","La La Love You",https://open.spotify.com/track/5SeYlZyKVENMOxiSPQkKyw
31,Cero,"Dani Martín",https://open.spotify.com/track/49KC8Lp7unw5HC0RxoYUV0
32,"Carolina - En directo 2000",M-Clan,https://open.spotify.com/track/4UtREbGYnd1nZLckEb5y8J
33,"Pajaros de Barro","Manolo Garcia",https://open.spotify.com/track/3b0HuEjMPsGNfqbVstmxWD
34,Camins,"Sopa De Cabra",https://open.spotify.com/track/3XN9GOkJsXFALvfFbzTAN6
35,"Here Comes The Sun - Remastered 2009","The Beatles",https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
36,"Voy a Celebrarlo","Lágrimas De Sangre",https://open.spotify.com/track/7Dd5p5mFpkZlEllO4Y7pCI
37,911,R3HAB,https://open.spotify.com/track/5KkSRdbyIT2JbWPUxiaFXe
38,"Solo Si Es Contigo (feat. Bebe)",Bombai,https://open.spotify.com/track/0Ttqiz6DNvPkThvbnr9vYJ
39,Gasolina,"Daddy Yankee",https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP
40,"La Difícil",Camilo,https://open.spotify.com/track/6fNJm8sYmCBbmkKpKgTReA
41,"I Want It That Way","Backstreet Boys",https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
42,"Flying Free - Original Mix","Pont Aeri",https://open.spotify.com/track/5yqiverYlKEA0ly96HPq01
43,"Let's Fall in Love for the Night",FINNEAS,https://open.spotify.com/track/3n5te2xbUAPjzAnhLgA42z
44,"exile (feat. Bon Iver)","Taylor Swift",https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
45,"20 de abril","Celtas Cortos",https://open.spotify.com/track/7ifOnwJC0oH7cfbJQbUye1
46,"Tanca els Ulls",Txarango,https://open.spotify.com/track/2hoxBso1VWz61IB4uIrJWD
47,"Bicho raro","Natos y Waor",https://open.spotify.com/track/4MonThJItfsXWPFIvAT5EX
48,"Es Gratis","Arnau Griso",https://open.spotify.com/track/2nkUKzO4H7h2LpAMnTXVPr
49,"Close Your Eyes","Felix Jaehn",https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6
50,"Esperando - MUU Sessions","Nil Moliner",https://open.spotify.com/track/6dCcDENMarFKPLQBF8niHO
