Position,"Track Name",Artist,URL
1,"La Curiosidad","Jay Wheeler",https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
2,Hawái,Maluma,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
3,"Relación - Remix",Sech,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
4,Caramelo,Ozuna,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
5,Mami,Ptazeta,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
6,"Watermelon Sugar","Harry Styles",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
7,"Sueño (con Pablo Alborán)",Beret,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
8,"Pa toda la vida (feat. Mozart La Para)","Don Patricio",https://open.spotify.com/track/6DDb7XRNUzeHmSoTbw5nmm
9,"La Jeepeta - Remix","Nio Garcia",https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
10,"Pegao / Me Miro y La Mire (TikTok Hit)",Omega,https://open.spotify.com/track/4Pzk85DqWoLqptyA5IlhLk
11,ADMV,Maluma,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3
12,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
13,"Me Vale","Miki Núñez",https://open.spotify.com/track/2ptZxf0K480OMZbODKZhVC
14,"Qué Bonito Es Querer","Manuel Carrasco",https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
15,"The Scientist",Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
16,"High (Remix)","Maria Becerra",https://open.spotify.com/track/2HpbDdD3JLpAPMJFYCeC6o
17,"Caminando por la vida",Melendi,https://open.spotify.com/track/3v1dCP3hk2djfWryqfp7sx
18,"Prendio (Remix)",Rvfv,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
19,"Rain On Me (with Ariana Grande)","Lady Gaga",https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
20,Memories,"Maroon 5",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
21,"Back In Black",AC/DC,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj
22,"Say So","Doja Cat",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
23,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
24,"Adore You","Harry Styles",https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
25,"Just the Way You Are","Bruno Mars",https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
26,"Ice Cream (with Selena Gomez)",BLACKPINK,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
27,"A Dónde Vamos",Morat,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
28,"Por Primera Vez",Camilo,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
29,"Some Say - Felix Jaehn Remix",Nea,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
30,"Tant de bo",Suu,https://open.spotify.com/track/4PUxQfRnxk0WIcdURld3du
31,"LA CANCIÓN","J Balvin",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
32,"Always Remember Us This Way","Lady Gaga",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
33,"El Fin del Mundo","La La Love You",https://open.spotify.com/track/5SeYlZyKVENMOxiSPQkKyw
34,"Tu Calorro",Estopa,https://open.spotify.com/track/0DXI6c9tNWsI4tvUftkQN8
35,"Party Girl",StaySolidRocky,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
36,Lovefool,twocolors,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
37,"Yo Perreo Sola","Bad Bunny",https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
38,"my ex's best friend (with blackbear)","Machine Gun Kelly",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
39,"A Escondidas",$kyhook,https://open.spotify.com/track/7754vHc34U2wQMIJFWRhVK
40,"Jump - 2015 Remaster","Van Halen",https://open.spotify.com/track/7N3PAbqfTjSEU1edb2tY8j
41,"La Santa","Bad Bunny",https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
42,Vete,"Bad Bunny",https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
43,Africa,TOTO,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
44,Thunder,"Imagine Dragons",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
45,Bobo,Morad,https://open.spotify.com/track/4zQIamp851N57SyWqAYcZR
46,"On Top Of The World","Imagine Dragons",https://open.spotify.com/track/213x4gsFDm04hSqIUkg88w
47,"Total Eclipse of the Heart","Bonnie Tyler",https://open.spotify.com/track/7wuJGgpTNzbUyn26IOY6rj
48,"Mala Vida","Nicki Nicole",https://open.spotify.com/track/3SzBLvShr2FKp1qSaqK6cm
49,"Fortunate Son","Creedence Clearwater Revival",https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh
50,"Whole Lotta Love - 1990 Remaster","Led Zeppelin",https://open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8
