Position,"Track Name",Artist,URL
1,"Yo Perreo Sola","Bad Bunny",https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
2,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
3,"La Difícil","Bad Bunny",https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
4,"Me Gusta",Shakira,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
5,Ignorantes,"Bad Bunny",https://open.spotify.com/track/38RIEav39FGi86jppxO0du
6,"The Box","Roddy Ricch",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
7,Muévelo,"Nicky Jam",https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
8,"Se iluminaba","Fred De Palma",https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
9,"Prendio (Remix)",Rvfv,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
10,"Lo siento",Beret,https://open.spotify.com/track/5o2M4yHxo9kyNLdgihFeV1
11,"Si por mi fuera",Beret,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
12,Memories,"Maroon 5",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
13,"Una Foto en Blanco y Negro","David Otero",https://open.spotify.com/track/4BNqM0h2wukiQkAUKZjurV
14,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
15,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
16,Escriurem,"Miki Núñez",https://open.spotify.com/track/42dX767ZcsJN2hiBZkFCbh
17,"bad guy","Billie Eilish",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,Zorra,"Bad Gyal",https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
19,Bésame,"David Bisbal",https://open.spotify.com/track/7kcSKOl5rR4zGxFNYhkeRX
20,"Ti amo","Umberto Tozzi",https://open.spotify.com/track/5Gz9p2oDVHNHLoQOPHzaXm
21,"Yo x Ti, Tu x Mi",ROSALÍA,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
22,"Pero Ya No","Bad Bunny",https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
23,Desconocidos,"Mau y Ricky",https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
24,"Trampoline (with ZAYN)",SHAED,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
25,Resistiré,"Duo Dinamico",https://open.spotify.com/track/2oI6d7XcMz1AMTQhDopV5J
26,"Perfect (feat. Haris)","Lucas & Steve",https://open.spotify.com/track/30cW9fD87IgbYFl8o0lUze
27,Perfect,"Ed Sheeran",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
28,"Baila Baila Baila - Remix",Ozuna,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
29,"Breaking Me",Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
30,Ojalá,Beret,https://open.spotify.com/track/75KrTLbcLWgCcldZGxZR12
31,Lalala,Y2K,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
32,Valentina,"31 FAM",https://open.spotify.com/track/5bs5tYbTt8XkRKZkc2TDXd
33,"Stolen Dance","Milky Chance",https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE
34,"Tu jardín con enanitos",Melendi,https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1
35,"La Revolución Sexual","La Casa Azul",https://open.spotify.com/track/15KN4rvxCnsge5cCBOzRxe
36,"Get You The Moon (feat. Snøw)",Kina,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
37,Jangueo,"Alex Rose",https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
38,"Pikete Italiano",KvndySwing,https://open.spotify.com/track/2jGtKxyWHULVXbT75IWGZG
39,"Love Yourself","Justin Bieber",https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
40,Rosas,"La Oreja de Van Gogh",https://open.spotify.com/track/4waqcUQWdj0yH26STWl2Rq
41,"Maniac - From ""Flashdance""","Michael Sembello",https://open.spotify.com/track/3RE7OK2OsJfRHPzTtnwiHq
42,"Solamente tú","Pablo Alborán",https://open.spotify.com/track/7sRXhReWmJF5pqyg3uUTES
43,"I'm Still Standing","Elton John",https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2
44,Gentleman,Cepeda,https://open.spotify.com/track/3Q797tkAExVmmJjEDNNLns
45,"La Placita",Delaossa,https://open.spotify.com/track/74OHxW9pnL556uodW2m6SQ
46,"Old Me","5 Seconds of Summer",https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
47,"Te Sale","Lennis Rodriguez",https://open.spotify.com/track/61PohFNZfNQA1bzMoV137g
48,"Serpiente Veneno (feat. Ele A El Dominio)","Kidd Keo",https://open.spotify.com/track/63c2jMnVyf8dtnbaQK910d
49,"There's Nothing Holdin' Me Back","Shawn Mendes",https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
50,"Trueno: Bzrp Music Sessions, Vol. 16",Bizarrap,https://open.spotify.com/track/7ouulWlZPefmEIGYWNyiPH
