Position,"Track Name",Artist,URL
1,Amarillo,"J Balvin",https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
2,Favorito,Camilo,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
3,"death bed (coffee for your head)",Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,"Dance Monkey","Tones And I",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"Blinding Lights","The Weeknd",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"4 besos","Lola Indigo",https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
7,Relación,Sech,https://open.spotify.com/track/4lMOQR1rRW5hJgJXOtKraL
8,Tusa,"KAROL G",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
9,Keii,"Anuel AA",https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
10,MAMACITA,"Black Eyed Peas",https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
11,"Blueberry Faygo","Lil Mosey",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
12,"SICKO MODE","Travis Scott",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
13,"Me Gusta",Shakira,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
14,"Una Mala (Remix)","El Completo Rd",https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
15,TBT,"Sebastian Yatra",https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
16,"Adicto (with Anuel AA & Ozuna)",Tainy,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
17,"Un Planeta Llamado Nosotros","Maldita Nerea",https://open.spotify.com/track/29UkXUrWYGoPsxEesEH3qZ
18,Fantasias,"Rauw Alejandro",https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
19,"Whine Up","Nicky Jam",https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
20,Mirándote,Rvfv,https://open.spotify.com/track/6wywJ7RutAY0JL7cMP7uFN
21,Astronomia,Vicetone,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
22,"Antes de Morirme (feat. Rosalía)","C. Tangana",https://open.spotify.com/track/7aFBy1CBLGnZE1Iv6TvEZE
23,"Ella Quiere Beber - Remix","Anuel AA",https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
24,Easy,"Jhay Cortez",https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF
25,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
26,Zapatillas,"El Canto Del Loco",https://open.spotify.com/track/42VgiRyg0YjtRVLiPFNxPJ
27,Vete,"Bad Bunny",https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
28,"Tequila y Candela",Marlon,https://open.spotify.com/track/05j1BaD4oL8WnNJyIKdpgc
29,"Beautiful People (feat. Khalid)","Ed Sheeran",https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
30,"It's You","Ali Gatie",https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
31,"Ayy Macarena",Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
32,Cuaderno,Dalex,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
33,"Lo Quiero Todo",Macaco,https://open.spotify.com/track/6gpLTvmHWj12Z03hFgixkH
34,"Cuando Te Besé","Becky G",https://open.spotify.com/track/74wEiOpnvCe1tCTWKGSYta
35,"Pero Ya No","Bad Bunny",https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
36,Camins,"Sopa De Cabra",https://open.spotify.com/track/3XN9GOkJsXFALvfFbzTAN6
37,"La Puerta Violeta",Rozalén,https://open.spotify.com/track/42ZASSKlh3UtYCgwZb8lBS
38,Demons,"Imagine Dragons",https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a
39,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
40,"Creep - mint Singles",R3HAB,https://open.spotify.com/track/5LRxdeykOfvKb1aWGrrGyo
41,"Mujer Bruja","Lola Indigo",https://open.spotify.com/track/2o2PFz6MLkKXVDYlzDAVH7
42,Cupido,"Air Magno",https://open.spotify.com/track/1bnndvVP4nEr2XGU1YFh1W
43,September,"Earth, Wind & Fire",https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
44,"Sigo Buscandote","Ovy On The Drums",https://open.spotify.com/track/4z2c6wyTY9xgiPYUvznwUE
45,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
46,"Blah Blah Blah","Armin van Buuren",https://open.spotify.com/track/65lC7Ey8QaVLvItAMF6Ap8
47,"Cicatrices (feat. Indara)","Sergio Contreras",https://open.spotify.com/track/17nYNma8AncLFqOBk6tu6m
48,"Noches de bohemia - Radio Edit","Navajita Platea",https://open.spotify.com/track/1JpZMDDAkfhnrO6nXIQZ2g
49,Pookie,"Aya Nakamura",https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD
50,"Kings & Queens","Ava Max",https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
