,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",490134,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,456946,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"Dance Monkey","Tones And I",398701,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
4,"Santa Tell Me","Ariana Grande",308973,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
5,"It's Beginning to Look a Lot like Christmas","Michael Bublé",276912,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
6,"Feliz Navidad","José Feliciano",273028,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
7,"Jingle Bell Rock","Bobby Helms",258630,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj
8,"Rockin' Around The Christmas Tree","Brenda Lee",252083,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
9,Mistletoe,"Justin Bieber",243514,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
10,"It's the Most Wonderful Time of the Year","Andy Williams",238705,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A
11,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",235747,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts
12,"Holly Jolly Christmas","Michael Bublé",235743,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
13,"Driving Home for Christmas - 2019 Remaster","Chris Rea",235507,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R
14,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",228711,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
15,"Underneath the Tree","Kelly Clarkson",227911,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
16,Roller,"Apache 207",214123,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
17,"Do They Know It's Christmas? - 1984 Version","Band Aid",207462,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
18,"Merry Christmas Everyone","Shakin' Stevens",197125,https://open.spotify.com/track/4rRIovg4TvxLUiUrpGI6lE
19,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",195400,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
20,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",195314,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
21,"Mit Dir",Loredana,183652,https://open.spotify.com/track/26FNTVsgF4m31xvDgFfhGW
22,"Nur zur Info",Ufo361,181520,https://open.spotify.com/track/6Y7ZEVr7lgO8FKGk2vZ2hi
23,Falling,"Trevor Daniel",180426,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
24,ROXANNE,"Arizona Zervas",180252,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
25,"Sleigh Ride","The Ronettes",175825,https://open.spotify.com/track/1ODZGydlown4VesUP8HLJX
26,"Have Yourself A Merry Little Christmas","Sam Smith",172082,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
27,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",165551,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
28,"Someone You Loved","Lewis Capaldi",160380,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
29,"Christmas (Baby Please Come Home)","Mariah Carey",159674,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
30,Memories,"Maroon 5",158039,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
31,"Ayy Macarena",Tyga,157493,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
32,"everything i wanted","Billie Eilish",153980,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
33,"Ride It",Regard,152843,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
34,"Christmas (Baby Please Come Home)","Darlene Love",149773,https://open.spotify.com/track/0jiPKUSdsJNCxMPHjMqptk
35,"Ne reviens pas",Gradur,149573,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
36,"My Only Wish (This Year)","Britney Spears",148938,https://open.spotify.com/track/6id0KJ3XgvJLSzyMtHBj67
37,"White Christmas","Bing Crosby",148692,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
38,"KEIN SCHLAF",Nimo,146378,https://open.spotify.com/track/1B89LtaW92jj4AqT7OZ0Fj
39,110,"Capital Bra",145476,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
40,Señorita,"Shawn Mendes",143292,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
41,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",142731,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
42,"Santa Claus Is Coming to Town","Michael Bublé",141358,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
43,"The Christmas Song (Merry Christmas To You)","Nat King Cole",141264,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
44,"RITMO (Bad Boys For Life)","Black Eyed Peas",139436,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
45,"I'll Be Home","Meghan Trainor",137934,https://open.spotify.com/track/0lTurWECr2XL607eJAj1A3
46,"Blinding Lights","The Weeknd",136253,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
47,"HIGHEST IN THE ROOM","Travis Scott",135864,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
48,"Santa Baby","Ariana Grande",134513,https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb
49,"One More Sleep","Leona Lewis",132778,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d
50,"Santa Baby","Kylie Minogue",132624,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
51,COLT,Samra,131399,https://open.spotify.com/track/76IVpz47q3ghkxoUeTTEKb
52,"Der Bratan bleibt der gleiche","Capital Bra",130814,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP
53,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",130184,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
54,"Christmas Lights",Coldplay,129461,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
55,"Don't Start Now","Dua Lipa",128403,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
56,"A Holly Jolly Christmas - Single Version","Burl Ives",128354,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
57,"Santa's Coming for Us",Sia,126242,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6
58,"Rudolph The Red-Nosed Reindeer","Dean Martin",125534,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw
59,"bad guy","Billie Eilish",124970,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
60,"Thank God It's Christmas - Non-Album Single",Queen,124927,https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck
61,"Like It's Christmas","Jonas Brothers",123883,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv
62,"Step Into Christmas","Elton John",118955,https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT
63,"Winter Wonderland","Tony Bennett",117644,https://open.spotify.com/track/4ricyQVd20UQde1jpXCSuJ
64,"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani",116718,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ
65,Circles,"Post Malone",116312,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
66,"God Bless (feat. Damso)",Hamza,111362,https://open.spotify.com/track/2oT2g4vkjRaFOcUtdOf9eg
67,"Merry Christmas, Happy Holidays",*NSYNC,111140,https://open.spotify.com/track/2il7ZxLzVhPxMHNidnsa3I
68,"Happy Xmas (War Is Over)","Céline Dion",111072,https://open.spotify.com/track/3zZqro4MGeFOR40HxFEPlv
69,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",109170,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
70,"Jingle Bells - Remastered 1999","Frank Sinatra",107695,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL
71,STAR,Nimo,106642,https://open.spotify.com/track/2B1hRfTwS9HtP1MxAma1nu
72,"Santa Claus Is Coming To Town","The Jackson 5",106261,https://open.spotify.com/track/4rMWDm28mERZcRPc1f3yir
73,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",103706,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
74,"I'll Be Home for Christmas","Michael Bublé",102920,https://open.spotify.com/track/0tXPhc8LvM4dPvoRwI66XQ
75,"All I Want (For Christmas)","Liam Payne",101664,https://open.spotify.com/track/4Day5xkFhvHLwXykznyRLA
76,"Christmas Tree Farm","Taylor Swift",100498,https://open.spotify.com/track/2mvabkN1i2gLnGAPUVdwek
77,"hot girl bummer",blackbear,99635,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
78,"Beautiful People (feat. Khalid)","Ed Sheeran",99538,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
79,"Blue Christmas","Elvis Presley",97420,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
80,"Lose You To Love Me","Selena Gomez",95451,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
81,"Shake Up Christmas",Train,95153,https://open.spotify.com/track/1NghHeg0wE32eBYrQBVQXL
82,KARMA,Nimo,94846,https://open.spotify.com/track/3uTiW4Tjt6FqSPRYNgzW5t
83,Moulaga,"Heuss L'enfoiré",94360,https://open.spotify.com/track/5BfCoUcWNXcpyJfjXRIeyC
84,"I Saw Mommy Kissing Santa Claus","The Jackson 5",93717,https://open.spotify.com/track/0vmANNClszGQZ0FISySK61
85,Distant,Maes,93617,https://open.spotify.com/track/2iuNKcIOuHb9VIplN7NDoa
86,"Vor der Tür",Gzuz,93209,https://open.spotify.com/track/2LgsKzO8lCeXk0TMd9veWW
87,"Cozy Little Christmas","Katy Perry",92559,https://open.spotify.com/track/02FaKXXL7KUtRc7K0k54tL
88,"Sleigh Ride","Ella Fitzgerald",91465,https://open.spotify.com/track/4ukUoXLuFzMixyZyabSGc4
89,"Lose Control",MEDUZA,91319,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
90,"It's Beginning To Look Like Christmas","Bing Crosby",89718,https://open.spotify.com/track/44mYhOVgerj2qPjkGDVA6n
91,"Baby, It's Cold Outside","Dean Martin",88623,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
92,"Lucid Dreams","Juice WRLD",88363,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
93,"What Christmas Means To Me","Stevie Wonder",87642,https://open.spotify.com/track/3h1EREJfCwyv6cG7CGak5d
94,"Before You Go","Lewis Capaldi",87219,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
95,"Roses - Imanbek Remix","SAINt JHN",86470,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
96,"Make It To Christmas","Alessia Cara",86125,https://open.spotify.com/track/6RS6rcjnWrdfVuu2U2W2dj
97,"Have Yourself a Merry Little Christmas","Christina Aguilera",85727,https://open.spotify.com/track/0iV9yfj1knFNOSEiuTHZwl
98,"Run Rudolph Run - Single Version","Chuck Berry",85352,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
99,BOP,DaBaby,85273,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
100,"Last Christmas","Ariana Grande",85224,https://open.spotify.com/track/5xDrO9DEDJGUQGfyoHvgDJ
101,"No Idea","Don Toliver",84665,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
102,100%,Senidah,83940,https://open.spotify.com/track/58cWbqYLz06X69SqJiYeky
103,Hallelujah,Pentatonix,83698,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
104,"I Don't Care (with Justin Bieber)","Ed Sheeran",81687,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
105,Tilidin,"Capital Bra",81302,https://open.spotify.com/track/0Dlcu2fgHklOnajVu2dUNU
106,"200 km/h","Apache 207",80893,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q
107,"95 BPM",Samra,80807,https://open.spotify.com/track/6WSwle8wTdJhOGEukwTxWf
108,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",80323,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
109,"Adore You","Harry Styles",79712,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
110,"Christmas Time","Backstreet Boys",79025,https://open.spotify.com/track/72NzBkyGzlInzlFGarAK7k
111,"My Oh My (feat. DaBaby)","Camila Cabello",77944,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
112,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",77738,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
113,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",77447,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
114,Shallow,"Lady Gaga",77393,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
115,Tusa,"KAROL G",77227,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
116,"Here Comes Santa Claus (Right Down Santa Claus Lane)","Elvis Presley",76865,https://open.spotify.com/track/7n7VsX3sv66znBwA8b5uhp
117,"Puls steigt",Capo,76730,https://open.spotify.com/track/4isVKxoLiuaSROsXno2XWq
118,2002,Sido,76352,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
119,"Higher Love",Kygo,76335,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
120,"Futsal Shuffle 2020","Lil Uzi Vert",74840,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
121,"Christmas Time","Bryan Adams",74806,https://open.spotify.com/track/6aoWJSqAgHXacunJ2tdijv
122,"Frosty The Snowman","Ella Fitzgerald",74165,https://open.spotify.com/track/65irrLqfCMRiO3p87P4C0D
