,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Ferrari,Eno,454751,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO
2,"7 rings","Ariana Grande",322643,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,"Hallo Hallo",Azet,293071,https://open.spotify.com/track/3aYAAXlB1yvUs5MJ0FI3bh
4,Prinzessa,"Capital Bra",259848,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP
5,"break up with your girlfriend, i'm bored","Ariana Grande",252084,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
6,"Sweet but Psycho","Ava Max",219046,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"ROMEO & JULIET",Loredana,184095,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y
8,"Hobby Hobby",MERO,177429,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT
9,"High Hopes","Panic! At The Disco",174040,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
10,Shallow,"Lady Gaga",166910,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,"bury a friend","Billie Eilish",164779,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
12,"Without Me",Halsey,157462,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,Wow.,"Post Malone",154179,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
14,"Baila Baila Baila",Ozuna,147938,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
15,"Calma - Remix","Pedro Capó",144878,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
16,Benzema,"Capital Bra",138895,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E
17,"Speechless (feat. Erika Sirola)","Robin Schulz",138010,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
18,"thank u, next","Ariana Grande",126420,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
19,"MIA (feat. Drake)","Bad Bunny",125876,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
20,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",125571,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
21,Happier,Marshmello,122673,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
22,"Giant (with Rag'n'Bone Man)","Calvin Harris",121159,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
23,"Con Calma","Daddy Yankee",117836,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
24,"Bad Liar","Imagine Dragons",116753,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
25,"Adan y Eva","Paulo Londra",112004,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
26,"Be Alright","Dean Lewis",111816,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
27,"Baller los",MERO,110401,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
28,"Tausend Tattoos",Sido,108584,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
29,"Dancing With A Stranger (with Normani)","Sam Smith",108288,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
30,DODI,Shindy,106423,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H
31,"In My Mind",Dynoro,104634,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
32,"Look Back at It","A Boogie Wit da Hoodie",103647,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
33,"bad idea","Ariana Grande",99441,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
34,Secreto,"Anuel AA",99286,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
35,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",98975,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
36,Hasso,"KC Rebell",96822,https://open.spotify.com/track/3TN6azWcvHM18VxhYVB1AG
37,bloodline,"Ariana Grande",96649,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
38,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",KitschKrieg,96643,https://open.spotify.com/track/1rciHe0jRJnF3J6CuAwOH0
39,"MIDDLE CHILD","J. Cole",94542,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
40,"Let Me Down Slowly","Alec Benjamin",92443,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
41,needy,"Ariana Grande",92120,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
42,"Wenn die Sonne untergeht",Azet,90972,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb
43,JAJA,Fero47,88915,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf
44,"Let You Love Me","Rita Ora",88127,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
45,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",87661,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
46,"i'm so tired...",Lauv,85208,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
47,"Someone You Loved","Lewis Capaldi",85067,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
48,"Going Bad (feat. Drake)","Meek Mill",84457,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
49,"SICKO MODE","Travis Scott",83879,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
50,"fake smile","Ariana Grande",83222,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ
51,"Say My Name","David Guetta",82595,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
52,NASA,"Ariana Grande",80465,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
53,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,80392,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
54,"a lot","21 Savage",80125,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
55,Soldi,Mahmood,79687,https://open.spotify.com/track/2dxky69jKzbtUfA3Hl8Nuo
56,Talk,Khalid,79081,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
57,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",77299,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
58,Lelele,Azet,76256,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX
59,"when the party's over","Billie Eilish",75898,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
60,"Who Do You Love","The Chainsmokers",75603,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
61,"Eastside (with Halsey & Khalid)","benny blanco",74319,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
62,"Bohemian Rhapsody - 2011 Mix",Queen,73906,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
63,Trampoline,SHAED,73330,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
64,imagine,"Ariana Grande",72259,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
65,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",71894,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
66,Thotiana,Blueface,70739,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
67,"500 PS","Bonez MC",69717,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
68,"Body (feat. brando)","Loud Luxury",69321,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
69,"Promises (with Sam Smith)","Calvin Harris",69233,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
70,ghostin,"Ariana Grande",65059,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB
71,kilo,KALIM,64632,https://open.spotify.com/track/2jz6EVNVahK9xHlahxLe2n
72,Fading,"Alle Farben",64315,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw
73,Hope,"The Chainsmokers",62611,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
74,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,62441,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
75,"Better Now","Post Malone",61751,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
76,"Mo Bamba","Sheck Wes",61518,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
77,Khapta,"Heuss L'enfoiré",61283,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR
78,"Ich liebe es (feat. XATAR & SAMY)","Capital Bra",60843,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
79,"Happy Now",Kygo,60639,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
80,Cataleya,Samra,60553,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
81,"Saturday Nights",Khalid,60050,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
82,Natural,"Imagine Dragons",60027,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
83,"Perfekt (feat. Sofiane)","RAF Camora",59903,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
84,SAD!,XXXTENTACION,59856,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
85,Moonlight,XXXTENTACION,59839,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
86,lovely,"Billie Eilish",59518,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
87,"Love Someone","Lukas Graham",57180,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
88,"Girls Like You (feat. Cardi B)","Maroon 5",56799,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
89,"make up","Ariana Grande",56764,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM
90,"Deine Mutter","Kool Savas",56260,https://open.spotify.com/track/4y8xXLG9O3Rbl6e1KaNRTG
91,"Run Run","RAY BLK",56247,https://open.spotify.com/track/12v5HN5yoBXWV7QpXLFjAM
92,"Diamond Heart","Alan Walker",55771,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0
93,"in my head","Ariana Grande",55443,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw
94,"No Stylist (feat. Drake)","French Montana",55188,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
95,"Lost in the Fire",Gesaffelstein,54893,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
96,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,54814,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B
97,"Melodien (feat. Juju)","Capital Bra",54746,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
98,Rise,"Jonas Blue",54714,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
99,"Tout oublier",Angèle,54419,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
100,Nevermind,"Dennis Lloyd",54116,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
101,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",53825,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
102,2002,Anne-Marie,53791,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
103,"Always Remember Us This Way","Lady Gaga",52797,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
104,"Ella Quiere Beber - Remix","Anuel AA",52764,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
105,Feuer,"Capital Bra",52565,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV
106,"Taste (feat. Offset)",Tyga,52232,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
107,"rockstar (feat. 21 Savage)","Post Malone",51996,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
108,Facetime,Dardan,51956,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
