,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Huracan,Samra,421504,https://open.spotify.com/track/6AFIVhbJLR7YVvW9fLFMu1
2,"Kein Plan",Loredana,341766,https://open.spotify.com/track/1skUhc3JS3jLCfugI3gm41
3,Señorita,"Shawn Mendes",291823,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,"Dance Monkey","Tones And I",268516,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",204453,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
6,Roller,"Apache 207",200736,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo
7,"Someone You Loved","Lewis Capaldi",191413,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
8,"UP IN SMOKE",RIN,187366,https://open.spotify.com/track/01vR5Z7AHinp9D2wu2BNQS
9,Circles,"Post Malone",184908,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
10,"Beautiful People (feat. Khalid)","Ed Sheeran",174609,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
11,"Goodbyes (Feat. Young Thug)","Post Malone",170464,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
12,"Hollywood's Bleeding","Post Malone",158726,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9
13,Ransom,"Lil Tecca",154288,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
14,China,"Anuel AA",152928,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
15,"bad guy","Billie Eilish",152418,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
16,Saint-Tropez,"Post Malone",151762,https://open.spotify.com/track/7C39RtGhnEw7cyf0Pyw7PV
17,Primetime,"Summer Cem",142913,https://open.spotify.com/track/1pUaqU8EUStLTqERPzcp3O
18,"Fendi Drip",Luciano,141712,https://open.spotify.com/track/1e9QSdX5uLUw6vbrkZJyXi
19,Méchant,Niska,141493,https://open.spotify.com/track/75bVc27bDSOAhMAL38cXpV
20,"Piece Of Your Heart",MEDUZA,137499,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
21,Lalala,Y2K,134580,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
22,"I Don't Care (with Justin Bieber)","Ed Sheeran",131544,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
23,"Nummer 1","Capital Bra",124354,https://open.spotify.com/track/3drwaFqLSEjqzjNRbjap0R
24,Tilidin,"Capital Bra",120890,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
25,Intro-Résumé,"Miami Yacine",119137,https://open.spotify.com/track/7kQMPnMzK1bykUxmF4QXbV
