,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",503846,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"Lose You To Love Me","Selena Gomez",304535,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
3,Roller,"Apache 207",299823,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
4,"HIGHEST IN THE ROOM","Travis Scott",273937,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
5,110,"Capital Bra",270018,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
6,"Wieso tust Du dir das an?","Apache 207",232999,https://open.spotify.com/track/6dNB3XdAzx7kTf5wa8Rg89
7,Memories,"Maroon 5",185318,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
8,Señorita,"Shawn Mendes",184789,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,"Someone You Loved","Lewis Capaldi",181834,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"200 km/h","Apache 207",179460,https://open.spotify.com/track/2PGA1AsJal6cyMNmKyE56q
11,"Follow God","Kanye West",159419,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
12,"Lichter der Stadt",Bushido,152185,https://open.spotify.com/track/1qr68CCILX6NX7SpFG6Bd3
13,"Ride It",Regard,151227,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
14,"Beautiful People (feat. Khalid)","Ed Sheeran",148442,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
15,"PHANTOM (feat. Summer Cem)",reezy,148029,https://open.spotify.com/track/1s0nANz8q6gEZOms034GbU
16,"Puta Madre","RAF Camora",144494,https://open.spotify.com/track/6cHxkkZ3TZUKsjd13pIO1p
17,Circles,"Post Malone",144079,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
18,2002,Sido,136643,https://open.spotify.com/track/2u8AXJyk8pICzj2wyPBL0b
19,"hot girl bummer",blackbear,133051,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
20,"Look At Her Now","Selena Gomez",129512,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
21,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",128222,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
22,"Keine Liebe",RIN,123555,https://open.spotify.com/track/41wZE5FpxbPaZqXtlmBhPG
23,"Doch in der Nacht","Apache 207",121227,https://open.spotify.com/track/3uhTOxvu2h2YEm0uPNF2vi
24,POPOPOP,Gambi,119969,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM
25,"Honda Civic","The Cratez",115297,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud
26,"bad guy","Billie Eilish",112199,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
27,Tilidin,"Capital Bra",112057,https://open.spotify.com/track/0Dlcu2fgHklOnajVu2dUNU
28,China,"Anuel AA",107736,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
29,"Higher Love",Kygo,105611,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
30,"How Do You Sleep?","Sam Smith",103731,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
31,"It's You","Ali Gatie",103121,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
32,Stier,"Farid Bang",102824,https://open.spotify.com/track/2TErx45M41CvyivaIYUtZC
33,Lalala,Y2K,101286,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
34,"Dove e quando","Benji & Fede",101158,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
35,"Takeaway (feat. Lennon Stella)","The Chainsmokers",98328,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
36,"I Don't Care (with Justin Bieber)","Ed Sheeran",97129,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
37,"Piece Of Your Heart",MEDUZA,96497,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
38,"Berlin lebt wie nie zuvor","Capital Bra",96144,https://open.spotify.com/track/2pfio0uHpT4USTPBNeTIWo
39,"RITMO (Bad Boys For Life)","Black Eyed Peas",93625,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
40,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",93161,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
41,Huracan,Samra,91292,https://open.spotify.com/track/6AFIVhbJLR7YVvW9fLFMu1
42,Liar,"Camila Cabello",90505,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
43,"Sex mit dir","Apache 207",88406,https://open.spotify.com/track/0PEwVF6TStGXMTnQMAk9kl
44,"Lights Up","Harry Styles",87023,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
45,"On God","Kanye West",85637,https://open.spotify.com/track/2SasoXZyv82yYgHiVOvxQn
46,"Goodbyes (Feat. Young Thug)","Post Malone",84032,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
47,"Closed On Sunday","Kanye West",83027,https://open.spotify.com/track/3JWiDGQX2eTlFvKj3Yssj3
48,"10,000 Hours (with Justin Bieber)","Dan + Shay",81889,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
49,Selah,"Kanye West",81850,https://open.spotify.com/track/39JRmdKFka1Oe09FoOCPI4
