Position,Track Name,Artist,Streams,URL,Week,Region
1,Nummer 1,Capital Bra,344439,https://open.spotify.com/track/3drwaFqLSEjqzjNRbjap0R,2019-08-30,Switzerland
2,Señorita,Shawn Mendes,332270,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-30,Switzerland
3,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,243591,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-30,Switzerland
4,Intro-Résumé,Miami Yacine,237517,https://open.spotify.com/track/7kQMPnMzK1bykUxmF4QXbV,2019-08-30,Switzerland
5,China,Anuel AA,184530,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-30,Switzerland
6,Roller,Apache 207,173026,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,2019-08-30,Switzerland
7,bad guy,Billie Eilish,172484,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-30,Switzerland
8,Beautiful People (feat. Khalid),Ed Sheeran,170378,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-08-30,Switzerland
9,Yeah,Luciano,162967,https://open.spotify.com/track/7HRuk2l86d8mgdmjhq4ypo,2019-08-30,Switzerland
10,Piece Of Your Heart,MEDUZA,160717,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-08-30,Switzerland
11,Ransom,Lil Tecca,155827,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019-08-30,Switzerland
12,Someone You Loved,Lewis Capaldi,153452,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-08-30,Switzerland
13,I Don't Care (with Justin Bieber),Ed Sheeran,144607,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-30,Switzerland
14,Eiskalt,Loredana,142619,https://open.spotify.com/track/52UVKsw31NTOCTNPTpwbFJ,2019-08-30,Switzerland
15,Tilidin,Capital Bra,136040,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ,2019-08-30,Switzerland
