,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",448076,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Loco Contigo","DJ Snake",312038,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI
3,Neptun,"KC Rebell",273190,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
4,"I Don't Care (with Justin Bieber)","Ed Sheeran",218927,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
5,"Beautiful People (feat. Khalid)","Ed Sheeran",191489,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
6,Zombie,Samra,185423,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
7,Tilidin,"Capital Bra",184716,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
8,"Piece Of Your Heart",MEDUZA,182520,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
9,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",180308,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
10,"Im Film",Luciano,176680,https://open.spotify.com/track/7FGhMXAnM4rHN8zN2eBhXI
11,"Goodbyes (Feat. Young Thug)","Post Malone",168311,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
12,"bad guy","Billie Eilish",161437,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
13,"Jetzt rufst du an",Loredana,157939,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
14,"On Time",Ufo361,157054,https://open.spotify.com/track/4e3VIoNlhRV6seqSAerKtG
15,"Someone You Loved","Lewis Capaldi",152450,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"Con Calma","Daddy Yankee",141339,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
17,"Wieder Lila",Samra,131990,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
18,"Rescue Me",OneRepublic,126881,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
19,"Hola Señorita",GIMS,125737,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
20,kAdaLe,Dardan,124716,https://open.spotify.com/track/18VRnJOBksZVjCwwvMazA3
21,"She Got Me","Luca Hänni",124238,https://open.spotify.com/track/6TNK1SFt77MvTFoiTloiFQ
22,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",122575,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
23,Raffaello,Shindy,119928,https://open.spotify.com/track/7GGhY0m7PZ408BYVXgXtjt
24,"SOS (feat. Aloe Blacc)",Avicii,109785,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
25,"All Around The World (La La La)",R3HAB,109680,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
26,"Old Town Road","Lil Nas X",108513,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
27,Soldi,Mahmood,107000,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
28,China,"Anuel AA",106827,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
29,Energie,Sido,105678,https://open.spotify.com/track/13d0lM7B8ermJVn9C1rOTD
30,"Go Loko (feat. Tyga, Jon Z)",YG,103749,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
31,"Antisocial (with Travis Scott)","Ed Sheeran",102291,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
32,"Calma - Remix","Pedro Capó",102116,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
33,"Higher Love",Kygo,101944,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
34,"It's You","Ali Gatie",101142,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
35,"Te Robaré","Nicky Jam",94949,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
36,"Diamonds (feat. Capital Bra)","Summer Cem",94754,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
37,"ON OFF (feat. Maître Gims)","SHIRIN DAVID",93720,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
38,Shallow,"Lady Gaga",92742,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
39,"Don't Call Me Up",Mabel,91880,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
40,"How Do You Sleep?","Sam Smith",91672,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
41,"The London (feat. J. Cole & Travis Scott)","Young Thug",91297,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
42,Callaita,"Bad Bunny",90946,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
43,Lalala,Y2K,90927,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
44,"Otro Trago",Sech,90760,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
45,"Money In The Grave (Drake ft. Rick Ross)",Drake,89457,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
46,"bad guy (with Justin Bieber)","Billie Eilish",88028,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
47,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",87046,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
48,"Never Go Back","Dennis Lloyd",86146,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR
49,"Remember The Name (feat. Eminem & 50 Cent)","Ed Sheeran",80175,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
50,Panini,"Lil Nas X",79150,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
51,Sucker,"Jonas Brothers",79106,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
52,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",76268,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
53,Punto,"Loco Escrito",76174,https://open.spotify.com/track/17Xaa5Iikz9Mhqzkgg4Wy4
54,"Du lundi au lundi",Niska,75655,https://open.spotify.com/track/2rJwZ2hpAm35mpqf5Ceuh9
55,"11 PM",Maluma,74849,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
56,Babygirl,Shindy,73591,https://open.spotify.com/track/5RVjk9aH22Z9Mwg2ZaOPNT
57,Nautilus,Shindy,73586,https://open.spotify.com/track/4qOTcNt9fUBA1PhA2VFg8W
58,"QUE PRETENDES","J Balvin",73419,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
59,"If I Can't Have You","Shawn Mendes",73246,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
60,"Call You Mine","The Chainsmokers",72697,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
61,Shot,Ufo361,72557,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
62,"In My Mind",Dynoro,71892,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
