,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",403945,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",357276,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,Señorita,"Shawn Mendes",301251,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,"Catching Feelings (feat. Six60)","Drax Project",250659,https://open.spotify.com/track/02VHspkXhhH1QCInRWWIfr
5,"Beautiful People (feat. Khalid)","Ed Sheeran",242824,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
6,"Goodbyes (Feat. Young Thug)","Post Malone",227632,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
7,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",223758,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
8,"The Greatest",SIX60,221666,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
9,"Someone You Loved","Lewis Capaldi",218192,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"How Do You Sleep?","Sam Smith",216190,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
11,Ransom,"Lil Tecca",205994,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
12,"No Guidance (feat. Drake)","Chris Brown",197415,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
13,"It's You","Ali Gatie",194305,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
14,"Slide Away","Miley Cyrus",192620,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
15,Lalala,Y2K,191870,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
16,"Truth Hurts",Lizzo,187196,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
17,Saint-Tropez,"Post Malone",178851,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
18,"I Don't Care (with Justin Bieber)","Ed Sheeran",172404,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
19,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",170722,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
20,"fuck, i'm lonely",Lauv,167790,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
21,Engineers,"Hp Boyz",161413,https://open.spotify.com/track/2WKAty6EEiV8Lt8dAnRAdy
22,"boyfriend (with Social House)","Ariana Grande",160300,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
23,Lover,"Taylor Swift",158337,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
24,Panini,"Lil Nas X",155601,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
25,"bad guy","Billie Eilish",152063,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
26,"The Git Up","Blanco Brown",151950,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
27,"Old Town Road - Remix","Lil Nas X",145819,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
28,Motivation,Normani,142857,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
29,"Kia Mau Ki Tō Ūkaipō / Don't Forget Your Roots",SIX60,142165,https://open.spotify.com/track/31IswXMaj0dtqfbA8NuGqJ
30,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",137848,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
31,"Good as Hell",Lizzo,130862,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
32,Teeth,"5 Seconds of Summer",130708,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
33,"Hollywood's Bleeding","Post Malone",130517,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
