,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",441180,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",324900,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,"HIGHEST IN THE ROOM","Travis Scott",288037,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
4,Memories,"Maroon 5",285495,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,"Catching Feelings (feat. SIX60)","Drax Project",266005,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
6,"hot girl bummer",blackbear,243116,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
7,"10,000 Hours (with Justin Bieber)","Dan + Shay",234607,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
8,"Someone You Loved","Lewis Capaldi",200673,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Señorita,"Shawn Mendes",196227,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,Engineers,"Hp Boyz",194273,https://open.spotify.com/track/2WKAty6EEiV8Lt8dAnRAdy
11,"Lights Up","Harry Styles",192038,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
12,"Beautiful People (feat. Khalid)","Ed Sheeran",187854,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
13,"The Greatest",SIX60,182146,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
14,"How Do You Sleep?","Sam Smith",176897,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
15,"Please Don't Go",SIX60,165395,https://open.spotify.com/track/64npYucYU4rwTSsz9Cm134
16,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",163342,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
17,"Ride It",Regard,152432,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
18,"Truth Hurts",Lizzo,149873,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
19,"It's You","Ali Gatie",148275,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
20,"Good as Hell",Lizzo,145213,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
21,"I Don't Care (with Justin Bieber)","Ed Sheeran",144176,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
22,Graveyard,Halsey,139307,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
23,Lalala,Y2K,137647,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
24,"No Guidance (feat. Drake)","Chris Brown",136825,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
25,"Goodbyes (Feat. Young Thug)","Post Malone",133887,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
26,Liar,"Camila Cabello",130246,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
27,"Bad N Bouj","Hp Boyz",129842,https://open.spotify.com/track/3XV2EL4JquJ7BEA4Tyi8Gl
28,"bad guy","Billie Eilish",128993,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
29,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",127455,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
30,Motivation,Normani,124240,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
31,Panini,"Lil Nas X",123956,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
