,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",432517,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"HIGHEST IN THE ROOM","Travis Scott",320197,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
3,Circles,"Post Malone",317420,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,"Catching Feelings (feat. SIX60)","Drax Project",261231,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
5,Señorita,"Shawn Mendes",240286,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,"10,000 Hours (with Justin Bieber)","Dan + Shay",238102,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
7,Memories,"Maroon 5",217748,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
8,"Beautiful People (feat. Khalid)","Ed Sheeran",211657,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,"hot girl bummer",blackbear,199852,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
10,"Someone You Loved","Lewis Capaldi",199409,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,"How Do You Sleep?","Sam Smith",192328,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
12,"The Greatest",SIX60,188739,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
13,Lalala,Y2K,167899,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
14,"Truth Hurts",Lizzo,167510,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
15,"It's You","Ali Gatie",162025,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
16,"No Guidance (feat. Drake)","Chris Brown",159621,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
17,Engineers,"Hp Boyz",156330,https://open.spotify.com/track/2WKAty6EEiV8Lt8dAnRAdy
18,"I Don't Care (with Justin Bieber)","Ed Sheeran",155874,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
19,"Goodbyes (Feat. Young Thug)","Post Malone",154699,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
20,Panini,"Lil Nas X",150107,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
21,"Good as Hell",Lizzo,145933,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
22,Graveyard,Halsey,142989,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
23,"bad guy","Billie Eilish",141987,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",140415,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
25,"fuck, i'm lonely",Lauv,137896,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
26,Ransom,"Lil Tecca",135465,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
27,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",135143,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
28,"The Git Up","Blanco Brown",134764,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
29,"223's (feat. 9lokknine)","YNW Melly",129234,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
30,"Old Town Road - Remix","Lil Nas X",128442,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
31,Teeth,"5 Seconds of Summer",128405,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6
32,Motivation,Normani,126457,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm
33,Liar,"Camila Cabello",125967,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
34,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",122918,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
35,"Slide Away","Miley Cyrus",122087,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
36,"Piece Of Your Heart",MEDUZA,116271,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
37,"Higher Love",Kygo,113769,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
38,Saint-Tropez,"Post Malone",112830,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq
39,"boyfriend (with Social House)","Ariana Grande",112683,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
40,Lover,"Taylor Swift",108162,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
41,I.F.L.Y.,Bazzi,106690,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
42,"3 Nights","Dominic Fike",104346,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
43,"Bad N Bouj","Hp Boyz",104295,https://open.spotify.com/track/3XV2EL4JquJ7BEA4Tyi8Gl
44,Shallow,"Lady Gaga",101302,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
45,"All This Time","Drax Project",100249,https://open.spotify.com/track/0KoMTbaLsbEYWfouzjvzCy
46,"Talk (feat. Disclosure)",Khalid,100222,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
47,"Ride It",Regard,99721,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
48,"Eastside (with Halsey & Khalid)","benny blanco",98462,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
49,"Take What You Want (feat. Ozzy Osbourne & Travis Scott)","Post Malone",95092,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
50,"Money In The Grave (Drake ft. Rick Ross)",Drake,89388,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
51,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",81160,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
52,"Only Human","Jonas Brothers",77661,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
53,Wow.,"Post Malone",77518,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
54,Lonely,Diplo,77488,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya
55,"Dreams - 2004 Remaster","Fleetwood Mac",76957,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
56,"Writing on the Wall (feat. Post Malone & Cardi B)","French Montana",76833,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI
57,Vibes,SIX60,75360,https://open.spotify.com/track/5EKITWJXROxWdc0bcRrMLy
58,"Rushing Back",Flume,74854,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
59,"The London (feat. J. Cole & Travis Scott)","Young Thug",74283,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
60,Juicy,"Doja Cat",73561,https://open.spotify.com/track/4cTm3Ev9bUvy4ChJjB1nhl
61,Shotgun,"George Ezra",73538,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
62,Better,Khalid,72396,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
63,Feelings,Lauv,72350,https://open.spotify.com/track/0y675KDleCZEudjoeL1sQQ
64,Sucker,"Jonas Brothers",71207,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
65,Youngblood,"5 Seconds of Summer",71111,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
66,Happier,Marshmello,70735,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
67,"If I Can't Have You","Shawn Mendes",70537,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
68,"Takeaway (feat. Lennon Stella)","The Chainsmokers",70411,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
69,"Trampoline (with ZAYN)",SHAED,68263,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
70,"RNP (feat. Anderson .Paak)",Cordae,68044,https://open.spotify.com/track/5lw8Mgb4LyhriPIC86gV6e
71,"Don’t Forget Your Roots",SIX60,67706,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB
72,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",67317,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
73,Paradise,Bazzi,65761,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
74,"Saturday Nights",Khalid,65547,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
75,"One Thing Right",Marshmello,64035,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
76,"Bohemian Rhapsody - 2011 Mix",Queen,63433,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
77,"Come Home","Sons Of Zion",63428,https://open.spotify.com/track/2ASU8fV9hVvE2Aa0r8lrwE
78,Africa,TOTO,63366,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
79,"Right Back (feat. A Boogie Wit Da Hoodie)",Khalid,63242,https://open.spotify.com/track/6PYnUsNEpYC7A4BS2sjw3L
80,"You Need To Calm Down","Taylor Swift",63140,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
81,"SICKO MODE","Travis Scott",63084,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
82,Soaked,BENEE,63016,https://open.spotify.com/track/4zIiarkbaDt2cm6sukb1Xt
83,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)","Megan Thee Stallion",62644,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk
84,"Go Your Own Way - 2004 Remaster","Fleetwood Mac",62490,https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa
85,"Kia Mau Ki Tō Ūkaipō / Don't Forget Your Roots",SIX60,62432,https://open.spotify.com/track/31IswXMaj0dtqfbA8NuGqJ
86,"lovely (with Khalid)","Billie Eilish",61535,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
87,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",61113,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
88,"Dancing With A Stranger (with Normani)","Sam Smith",60858,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
89,"Good Thing (with Kehlani)",Zedd,60460,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU
90,"Enemies (feat. DaBaby)","Post Malone",60178,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
91,"when the party's over","Billie Eilish",60157,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
92,"Remember The Name (feat. Eminem & 50 Cent)","Ed Sheeran",60074,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
93,Give,"Stan Walker",59874,https://open.spotify.com/track/1a7iNqElTpHdq92rZ2WYyG
94,"rockstar (feat. 21 Savage)","Post Malone",59735,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
95,"The Weekend - Funk Wav Remix",SZA,59257,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
96,"Without Me",Halsey,58419,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
97,"Don’t Give It Up",SIX60,58213,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx
98,"Cry for Me","Camila Cabello",58209,https://open.spotify.com/track/40nPimvmG05WYS7983bawZ
99,"Hot (feat. Gunna)","Young Thug",58180,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
100,"Say You Won't Let Go","James Arthur",57875,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
101,"I Like Me Better",Lauv,57579,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
102,Bruises,"Lewis Capaldi",57373,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
103,"Mr. Brightside","The Killers",56801,https://open.spotify.com/track/7d8GetOsjbxYnlo6Y9e5Kw
104,2002,Anne-Marie,56795,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
105,"Don't Stop Believin'",Journey,56770,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
106,"MIDDLE CHILD","J. Cole",56582,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
107,"Body (feat. brando)","Loud Luxury",55866,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
108,"I Fall Apart","Post Malone",55584,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
109,"Be Alright","Dean Lewis",55543,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
110,"Rescue Me",OneRepublic,54766,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
111,"7 rings","Ariana Grande",54577,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
112,"Shape of You","Ed Sheeran",54480,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
113,"Post Malone (feat. RANI)","Sam Feldt",53699,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
114,"My Type",Saweetie,53643,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9
115,"Ladz in the Hood",ONEFOUR,53064,https://open.spotify.com/track/0Exfrf3nRw9SXpls2n8KFB
116,"Hollywood's Bleeding","Post Malone",52908,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt
117,"How To Fly","Sticky Fingers",52484,https://open.spotify.com/track/3jAoLij05OiNndX2XlSRdS
118,BOP,DaBaby,51334,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
119,Juice,Lizzo,51217,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
120,"Hotel California - 2013 Remaster",Eagles,51003,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
121,"Taste (feat. Offset)",Tyga,50825,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt
122,"Be Honest (feat. Burna Boy)","Jorja Smith",50712,https://open.spotify.com/track/5pAbCxt9e3f81lOmjIXwzd
123,"Tiny Dancer","Elton John",50705,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO
124,Glitter,BENEE,50612,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
125,"Sweet but Psycho","Ava Max",50571,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
126,"Better Now","Post Malone",50570,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
127,"Always Remember Us This Way","Lady Gaga",50438,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
128,"Never Really Over","Katy Perry",50240,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
129,"Devil Eyes","Hippie Sabotage",49904,https://open.spotify.com/track/7MiZjKawmXTsTNePyTfPyL
130,"The Chain - 2004 Remaster","Fleetwood Mac",49760,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU
131,Camelot,"NLE Choppa",49659,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
132,"Party In The U.S.A.","Miley Cyrus",49591,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr
133,"Sweet Home Alabama","Lynyrd Skynyrd",49508,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg
