,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",342102,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Señorita,"Shawn Mendes",320080,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
3,Circles,"Post Malone",256143,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG
4,"Beautiful People (feat. Khalid)","Ed Sheeran",244843,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
5,Ransom,"Lil Tecca",236955,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
6,"How Do You Sleep?","Sam Smith",219789,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
7,Lover,"Taylor Swift",218343,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
8,"The Greatest",SIX60,216139,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
9,"Someone You Loved","Lewis Capaldi",208263,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"No Guidance (feat. Drake)","Chris Brown",206411,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
11,"Goodbyes (Feat. Young Thug)","Post Malone",199823,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
12,"It's You","Ali Gatie",198767,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
13,"Slide Away","Miley Cyrus",184910,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
14,"Truth Hurts",Lizzo,184447,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
15,Lalala,Y2K,181459,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
16,"I Don't Care (with Justin Bieber)","Ed Sheeran",176001,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
17,"boyfriend (with Social House)","Ariana Grande",175926,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
18,"fuck, i'm lonely",Lauv,171679,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
19,"The Git Up","Blanco Brown",162388,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
